query_id,repetition_index,mitigation_action,baseline_seconds,action_seconds,paired_log2_gain
q26_tenant_hour_count,0,mitigate_remote_path_bundle,5.253596,1.11167,2.240576675304851
q26_tenant_hour_count,1,mitigate_remote_path_bundle,5.246021,1.374961,1.931832884792197
q26_tenant_hour_count,2,mitigate_remote_path_bundle,5.19855,1.092378,2.2506371129101868
q26_tenant_hour_count,3,mitigate_remote_path_bundle,5.147852,1.026087,2.3268175173325876
q26_tenant_hour_count,4,mitigate_remote_path_bundle,5.239518,1.092545,2.2617413967292537
q27_user_sum,0,increase_gac_work_mem,9.130481,9.245821,-0.018110567751423078
q27_user_sum,1,increase_gac_work_mem,9.128372,9.092919,0.005614084296057779
q27_user_sum,2,increase_gac_work_mem,9.116041,9.173716,-0.009098831907794504
q27_user_sum,3,increase_gac_work_mem,9.142395,9.237165,-0.014877986278892641
q27_user_sum,4,increase_gac_work_mem,9.030452,9.147459,-0.018572843713646578
q27_user_sum,0,regional_topk_candidates,9.130481,1.37086,2.7356096219373844
q27_user_sum,1,regional_topk_candidates,9.128372,1.309607,2.8012236473090417
q27_user_sum,2,regional_topk_candidates,9.116041,1.326626,2.780645707179954
q27_user_sum,3,regional_topk_candidates,9.142395,1.376242,2.731837974846339
q27_user_sum,4,regional_topk_candidates,9.030452,1.342073,2.7503350536805287
q27_user_sum,0,mitigate_remote_path_bundle,9.130481,1.803452,2.3399298389675414
q27_user_sum,1,mitigate_remote_path_bundle,9.128372,1.51292,2.5930218827068607
q27_user_sum,2,mitigate_remote_path_bundle,9.116041,1.56558,2.5417101822064936
q27_user_sum,3,mitigate_remote_path_bundle,9.142395,1.642976,2.476260746299583
q27_user_sum,4,mitigate_remote_path_bundle,9.030452,1.664549,2.439666860235478
q28_user_count,0,increase_gac_work_mem,17.523215,17.548939,-0.002116316772945737
q28_user_count,1,increase_gac_work_mem,17.367721,17.480257,-0.009317940541985988
q28_user_count,2,increase_gac_work_mem,17.342892,17.00051,0.02876646750609432
q28_user_count,3,increase_gac_work_mem,17.018277,17.141562,-0.010413598867498776
q28_user_count,4,increase_gac_work_mem,16.952099,17.197545,-0.020738712512070656
q28_user_count,0,regional_topk_candidates,17.523215,1.401569,3.644152815890475
q28_user_count,1,regional_topk_candidates,17.367721,1.359634,3.6751182057482414
q28_user_count,2,regional_topk_candidates,17.342892,1.344145,3.6895838113348915
q28_user_count,3,regional_topk_candidates,17.018277,1.442636,3.560305744107754
q28_user_count,4,regional_topk_candidates,16.952099,1.392114,3.6061146549539194
q28_user_count,0,mitigate_remote_path_bundle,17.523215,2.580871,2.7633375538402882
q28_user_count,1,mitigate_remote_path_bundle,17.367721,2.615468,2.7312674313880545
q28_user_count,2,mitigate_remote_path_bundle,17.342892,3.066868,2.49950651555326
q28_user_count,3,mitigate_remote_path_bundle,17.018277,2.685076,2.664050151262054
q28_user_count,4,mitigate_remote_path_bundle,16.952099,2.535359,2.7412019696300884
q29_user_value_range,0,increase_gac_work_mem,29.688262,29.512575,0.008562835276372374
q29_user_value_range,1,increase_gac_work_mem,29.484923,30.213724,-0.03522658819768246
q29_user_value_range,2,increase_gac_work_mem,29.46416,29.300564,0.00803270164742402
q29_user_value_range,3,increase_gac_work_mem,29.451871,29.341836,0.005400140330358879
q29_user_value_range,4,increase_gac_work_mem,29.398895,29.650485,-0.012293773168054635
q29_user_value_range,0,regional_topk_candidates,29.688262,1.582796,4.229345408440938
q29_user_value_range,1,regional_topk_candidates,29.484923,1.564418,4.236279480698283
q29_user_value_range,2,regional_topk_candidates,29.46416,1.669207,4.141726355739356
q29_user_value_range,3,regional_topk_candidates,29.451871,1.51164,4.28417278264012
q29_user_value_range,4,regional_topk_candidates,29.398895,1.483038,4.309134460632479
q29_user_value_range,0,mitigate_remote_path_bundle,29.688262,4.416931,2.74877643773271
q29_user_value_range,1,mitigate_remote_path_bundle,29.484923,5.720262,2.365824294471519
q29_user_value_range,2,mitigate_remote_path_bundle,29.46416,4.705663,2.64649122711651
q29_user_value_range,3,mitigate_remote_path_bundle,29.451871,4.273706,2.7847997180325135
q29_user_value_range,4,mitigate_remote_path_bundle,29.398895,4.764677,2.625311608805508
q30_user_day_sum,0,increase_gac_work_mem,5.183998,5.191224,-0.0020095793711317478
q30_user_day_sum,1,increase_gac_work_mem,5.161278,5.367599,-0.056548555335896235
q30_user_day_sum,2,increase_gac_work_mem,5.190584,5.137742,0.014762422589836453
q30_user_day_sum,3,increase_gac_work_mem,5.179887,5.199284,-0.005392335917142827
q30_user_day_sum,4,increase_gac_work_mem,5.136626,5.208042,-0.019920048846196418
q30_user_day_sum,0,regional_topk_candidates,5.183998,4.535934,0.19266551309420799
q30_user_day_sum,1,regional_topk_candidates,5.161278,4.527084,0.18914626403527582
q30_user_day_sum,2,regional_topk_candidates,5.190584,4.559047,0.1871645851187036
q30_user_day_sum,3,regional_topk_candidates,5.179887,4.520926,0.19630232230529857
q30_user_day_sum,4,regional_topk_candidates,5.136626,4.514714,0.18618643609888283
q30_user_day_sum,0,mitigate_remote_path_bundle,5.183998,1.066394,2.281324593299335
q30_user_day_sum,1,mitigate_remote_path_bundle,5.161278,1.056893,2.2878990146027216
q30_user_day_sum,2,mitigate_remote_path_bundle,5.190584,1.133774,2.1947637769977364
q30_user_day_sum,3,mitigate_remote_path_bundle,5.179887,0.988208,2.390033985421942
q30_user_day_sum,4,mitigate_remote_path_bundle,5.136626,1.02699,2.3223989003236434
