pressure_axis,pair_id,variants,condition_count,physical_execution_count,dataset_profile_id,template_id,variant_execution_counts,pair_context_contract_valid,result_equivalence_status,structurally_complete_stressed_mitigated_pair,planned_counterfactual_pair
gac_finalization,pair-54d1ade38c47639f952b532f,"mitigated,stressed",2,6,pilot-balanced-v1,"gac_fdw_coordinator_partial_user_topk,gac_fdw_coordinator_raw_user_topk","{""mitigated"":3,""stressed"":3}",True,pending_execution,True,True
gac_finalization,pair-5bd0ed34617a188d1fb664fa,"mitigated,stressed",2,6,pilot-balanced-v1,"gac_fdw_coordinator_local_user_join,gac_fdw_coordinator_regional_user_join","{""mitigated"":3,""stressed"":3}",True,pending_execution,True,True
gac_finalization,pair-5d0984c7acd57827de926246,"mitigated,stressed",2,6,raw-small-balanced-v1,gac_fdw_coordinator_raw_user_topk,"{""mitigated"":3,""stressed"":3}",True,pending_execution,True,True
gac_finalization,pair-5f5d796d3ec33e3c2fdeb4c2,"mitigated,stressed",2,6,pilot-balanced-v1,gac_fdw_multiregion_event_filter_summary,"{""mitigated"":3,""stressed"":3}",True,pending_execution,True,True
gac_finalization,pair-646c8cabb45b4109973420ac,"mitigated,stressed",2,6,raw-small-balanced-v1,gac_fdw_coordinator_raw_user_topk,"{""mitigated"":3,""stressed"":3}",True,pending_execution,True,True
gac_finalization,pair-66a9bae6555abd450059e606,"mitigated,stressed",2,6,raw-large-balanced-v1,"gac_fdw_coordinator_raw_distinct_users,gac_fdw_coordinator_regional_distinct_users","{""mitigated"":3,""stressed"":3}",True,pending_execution,True,True
gac_finalization,pair-6ac3f09ee6e25793439d8e31,"mitigated,stressed",2,6,raw-large-balanced-v1,gac_fdw_coordinator_raw_user_topk,"{""mitigated"":3,""stressed"":3}",True,pending_execution,True,True
gac_finalization,pair-6cbe56f7b42d248676ee5deb,"mitigated,stressed",2,6,raw-large-balanced-v1,"gac_fdw_coordinator_raw_event_topk,gac_fdw_coordinator_regional_event_topk","{""mitigated"":3,""stressed"":3}",True,pending_execution,True,True
gac_finalization,pair-707d0441742b53878e4f52c2,"mitigated,stressed",2,6,pilot-balanced-v1,"gac_fdw_coordinator_partial_user_topk,gac_fdw_coordinator_raw_user_topk","{""mitigated"":3,""stressed"":3}",True,pending_execution,True,True
gac_finalization,pair-72ade8edaddf0a4d224bca3a,"mitigated,stressed",2,6,raw-large-balanced-v1,"gac_fdw_coordinator_partial_user_topk,gac_fdw_coordinator_raw_user_topk","{""mitigated"":3,""stressed"":3}",True,pending_execution,True,True
gac_finalization,pair-73df78bae44273efaa266edf,"mitigated,stressed",2,6,raw-small-balanced-v1,"gac_fdw_coordinator_raw_event_topk,gac_fdw_coordinator_regional_event_topk","{""mitigated"":3,""stressed"":3}",True,pending_execution,True,True
gac_finalization,pair-7684e29a154b14f22efa7b0e,"mitigated,stressed",2,6,raw-large-balanced-v1,gac_fdw_coordinator_raw_user_topk,"{""mitigated"":3,""stressed"":3}",True,pending_execution,True,True
gac_finalization,pair-779aaccbeeb4b0bd44284e8b,"mitigated,stressed",2,6,raw-large-balanced-v1,gac_fdw_coordinator_raw_user_topk,"{""mitigated"":3,""stressed"":3}",True,pending_execution,True,True
gac_finalization,pair-7a5da452b17f8b6889031031,"mitigated,stressed",2,6,raw-small-balanced-v1,"gac_fdw_coordinator_local_user_join,gac_fdw_coordinator_regional_user_join","{""mitigated"":3,""stressed"":3}",True,pending_execution,True,True
gac_finalization,pair-7f1010c32ab7ab5b65a0bac3,"mitigated,stressed",2,6,raw-large-balanced-v1,"gac_fdw_coordinator_raw_event_topk,gac_fdw_coordinator_regional_event_topk","{""mitigated"":3,""stressed"":3}",True,pending_execution,True,True
gac_finalization,pair-868878b1c3891c9b6ca3cbb6,"mitigated,stressed",2,6,raw-large-balanced-v1,"gac_fdw_coordinator_partial_user_topk,gac_fdw_coordinator_raw_user_topk","{""mitigated"":3,""stressed"":3}",True,pending_execution,True,True
gac_finalization,pair-8a49b927b3baf572270175ff,"mitigated,stressed",2,6,raw-small-balanced-v1,"gac_fdw_coordinator_raw_event_topk,gac_fdw_coordinator_regional_event_topk","{""mitigated"":3,""stressed"":3}",True,pending_execution,True,True
gac_finalization,pair-8d7acd7de7ec78780c942f2c,"mitigated,stressed",2,6,raw-large-balanced-v1,gac_fdw_multiregion_event_filter_summary,"{""mitigated"":3,""stressed"":3}",True,pending_execution,True,True
gac_finalization,pair-8da4e2ed84495cd5e5fb74b0,"mitigated,stressed",2,6,raw-large-balanced-v1,gac_fdw_coordinator_raw_user_topk,"{""mitigated"":3,""stressed"":3}",True,pending_execution,True,True
gac_finalization,pair-934597585ef43a8bb49d3d85,"mitigated,stressed",2,6,pilot-balanced-v1,"gac_fdw_coordinator_local_user_join,gac_fdw_coordinator_regional_user_join","{""mitigated"":3,""stressed"":3}",True,pending_execution,True,True
gac_finalization,pair-97d3b488e1914d0558044656,"mitigated,stressed",2,6,pilot-balanced-v1,gac_fdw_coordinator_raw_user_topk,"{""mitigated"":3,""stressed"":3}",True,pending_execution,True,True
gac_finalization,pair-98d1870d0e1cc9dadb37d70c,"mitigated,stressed",2,6,raw-small-balanced-v1,gac_fdw_multiregion_event_filter_summary,"{""mitigated"":3,""stressed"":3}",True,pending_execution,True,True
gac_finalization,pair-9b2146a8e3d326255d57bfa6,"mitigated,stressed",2,6,raw-small-balanced-v1,gac_fdw_multiregion_tenant_point_raw_finalize,"{""mitigated"":3,""stressed"":3}",True,pending_execution,True,True
gac_finalization,pair-9d5210ba83e8fa86a425254e,"mitigated,stressed",2,6,raw-large-balanced-v1,"gac_fdw_coordinator_partial_user_topk,gac_fdw_coordinator_raw_user_topk","{""mitigated"":3,""stressed"":3}",True,pending_execution,True,True
gac_finalization,pair-9d7381e1e2ff2183997990d7,"mitigated,stressed",2,6,raw-large-balanced-v1,gac_fdw_coordinator_raw_user_topk,"{""mitigated"":3,""stressed"":3}",True,pending_execution,True,True
gac_finalization,pair-9f16788eaa53263d9669b7f2,"mitigated,stressed",2,6,raw-large-balanced-v1,"gac_fdw_coordinator_raw_distinct_users,gac_fdw_coordinator_regional_distinct_users","{""mitigated"":3,""stressed"":3}",True,pending_execution,True,True
gac_finalization,pair-a0c13596e59f96c6aa144f63,"mitigated,stressed",2,6,pilot-balanced-v1,"gac_fdw_coordinator_raw_distinct_users,gac_fdw_coordinator_regional_distinct_users","{""mitigated"":3,""stressed"":3}",True,pending_execution,True,True
gac_finalization,pair-a0e50eea8357c6a023ff5fd3,"mitigated,stressed",2,6,raw-small-balanced-v1,"gac_fdw_coordinator_raw_event_topk,gac_fdw_coordinator_regional_event_topk","{""mitigated"":3,""stressed"":3}",True,pending_execution,True,True
gac_finalization,pair-a36c41eb897973bac8865ada,"mitigated,stressed",2,6,pilot-balanced-v1,"gac_fdw_coordinator_raw_event_topk,gac_fdw_coordinator_regional_event_topk","{""mitigated"":3,""stressed"":3}",True,pending_execution,True,True
gac_finalization,pair-a5d92bba62abcfb74645a788,"mitigated,stressed",2,6,pilot-balanced-v1,"gac_fdw_coordinator_raw_distinct_users,gac_fdw_coordinator_regional_distinct_users","{""mitigated"":3,""stressed"":3}",True,pending_execution,True,True
gac_finalization,pair-a65aca1ef232a8dac1ad9478,"mitigated,stressed",2,6,raw-small-balanced-v1,"gac_fdw_coordinator_local_user_join,gac_fdw_coordinator_regional_user_join","{""mitigated"":3,""stressed"":3}",True,pending_execution,True,True
gac_finalization,pair-a6ac895eaadb147a5fb3caab,"mitigated,stressed",2,6,pilot-balanced-v1,"gac_fdw_coordinator_local_user_join,gac_fdw_coordinator_regional_user_join","{""mitigated"":3,""stressed"":3}",True,pending_execution,True,True
gac_finalization,pair-aaad0443ee33e689eb8e576d,"mitigated,stressed",2,6,raw-small-balanced-v1,gac_fdw_coordinator_raw_user_topk,"{""mitigated"":3,""stressed"":3}",True,pending_execution,True,True
gac_finalization,pair-abed8d8bc1eeb02e4a4aa523,"mitigated,stressed",2,6,pilot-balanced-v1,"gac_fdw_coordinator_partial_user_topk,gac_fdw_coordinator_raw_user_topk","{""mitigated"":3,""stressed"":3}",True,pending_execution,True,True
gac_finalization,pair-ac858153a430fc758b31efa8,"mitigated,stressed",2,6,pilot-balanced-v1,"gac_fdw_coordinator_local_user_join,gac_fdw_coordinator_regional_user_join","{""mitigated"":3,""stressed"":3}",True,pending_execution,True,True
gac_finalization,pair-b05c1d644b1ac52b494056b3,"mitigated,stressed",2,6,raw-large-balanced-v1,"gac_fdw_coordinator_raw_distinct_users,gac_fdw_coordinator_regional_distinct_users","{""mitigated"":3,""stressed"":3}",True,pending_execution,True,True
gac_finalization,pair-b32d60864c7576e698ea797b,"mitigated,stressed",2,6,pilot-balanced-v1,"gac_fdw_coordinator_raw_distinct_users,gac_fdw_coordinator_regional_distinct_users","{""mitigated"":3,""stressed"":3}",True,pending_execution,True,True
gac_finalization,pair-b4277ea23cb238dc55126cdc,"mitigated,stressed",2,6,raw-small-balanced-v1,"gac_fdw_coordinator_local_user_join,gac_fdw_coordinator_regional_user_join","{""mitigated"":3,""stressed"":3}",True,pending_execution,True,True
gac_finalization,pair-b80b190be80b40b802b96861,"mitigated,stressed",2,6,raw-large-balanced-v1,"gac_fdw_coordinator_local_user_join,gac_fdw_coordinator_regional_user_join","{""mitigated"":3,""stressed"":3}",True,pending_execution,True,True
gac_finalization,pair-b825bac6f6af93ede60bdc0f,"mitigated,stressed",2,6,raw-small-balanced-v1,"gac_fdw_coordinator_partial_user_topk,gac_fdw_coordinator_raw_user_topk","{""mitigated"":3,""stressed"":3}",True,pending_execution,True,True
gac_finalization,pair-badf7933ad16fb9e39d057f9,"mitigated,stressed",2,6,pilot-balanced-v1,"gac_fdw_coordinator_partial_user_topk,gac_fdw_coordinator_raw_user_topk","{""mitigated"":3,""stressed"":3}",True,pending_execution,True,True
gac_finalization,pair-bb64a7103c2fac0a6e90e481,"mitigated,stressed",2,6,raw-large-balanced-v1,"gac_fdw_coordinator_local_user_join,gac_fdw_coordinator_regional_user_join","{""mitigated"":3,""stressed"":3}",True,pending_execution,True,True
gac_finalization,pair-c2bb5beb894d36c760806f17,"mitigated,stressed",2,6,raw-large-balanced-v1,gac_fdw_multiregion_event_filter_summary,"{""mitigated"":3,""stressed"":3}",True,pending_execution,True,True
gac_finalization,pair-c67e9c9151cd3f79b39d7e2c,"mitigated,stressed",2,6,raw-small-balanced-v1,gac_fdw_coordinator_raw_user_topk,"{""mitigated"":3,""stressed"":3}",True,pending_execution,True,True
gac_finalization,pair-c7aaf5c2989ca2887d5477dd,"mitigated,stressed",2,6,raw-small-balanced-v1,"gac_fdw_coordinator_raw_distinct_users,gac_fdw_coordinator_regional_distinct_users","{""mitigated"":3,""stressed"":3}",True,pending_execution,True,True
gac_finalization,pair-c92d2849026a38c7a9f8341d,"mitigated,stressed",2,6,raw-large-balanced-v1,"gac_fdw_coordinator_local_user_join,gac_fdw_coordinator_regional_user_join","{""mitigated"":3,""stressed"":3}",True,pending_execution,True,True
gac_finalization,pair-c943275c7ce80a140ff5c633,"mitigated,stressed",2,6,raw-small-balanced-v1,"gac_fdw_coordinator_raw_event_topk,gac_fdw_coordinator_regional_event_topk","{""mitigated"":3,""stressed"":3}",True,pending_execution,True,True
gac_finalization,pair-ca5c9bb9419cd536de0049c1,"mitigated,stressed",2,6,pilot-balanced-v1,"gac_fdw_coordinator_partial_user_topk,gac_fdw_coordinator_raw_user_topk","{""mitigated"":3,""stressed"":3}",True,pending_execution,True,True
gac_finalization,pair-ca9d40d4b2d5d859815c39df,"mitigated,stressed",2,6,pilot-balanced-v1,"gac_fdw_coordinator_raw_event_topk,gac_fdw_coordinator_regional_event_topk","{""mitigated"":3,""stressed"":3}",True,pending_execution,True,True
gac_finalization,pair-d3974aaae57e81277dd10330,"mitigated,stressed",2,6,pilot-balanced-v1,gac_fdw_multiregion_event_filter_summary,"{""mitigated"":3,""stressed"":3}",True,pending_execution,True,True
gac_finalization,pair-d4efe84d5f7010eb826467db,"mitigated,stressed",2,6,pilot-balanced-v1,"gac_fdw_coordinator_raw_event_topk,gac_fdw_coordinator_regional_event_topk","{""mitigated"":3,""stressed"":3}",True,pending_execution,True,True
gac_finalization,pair-d688968b70c5c553dccddd02,"mitigated,stressed",2,6,pilot-balanced-v1,"gac_fdw_coordinator_raw_distinct_users,gac_fdw_coordinator_regional_distinct_users","{""mitigated"":3,""stressed"":3}",True,pending_execution,True,True
gac_finalization,pair-da205a0b77b3e6630493de34,"mitigated,stressed",2,6,raw-small-balanced-v1,gac_fdw_coordinator_raw_user_topk,"{""mitigated"":3,""stressed"":3}",True,pending_execution,True,True
gac_finalization,pair-db3dc5d93a5cf91231c1b304,"mitigated,stressed",2,6,pilot-balanced-v1,"gac_fdw_coordinator_raw_distinct_users,gac_fdw_coordinator_regional_distinct_users","{""mitigated"":3,""stressed"":3}",True,pending_execution,True,True
gac_finalization,pair-e28e1200a5afd73ef9b321a9,"mitigated,stressed",2,6,raw-small-balanced-v1,"gac_fdw_coordinator_partial_user_topk,gac_fdw_coordinator_raw_user_topk","{""mitigated"":3,""stressed"":3}",True,pending_execution,True,True
gac_finalization,pair-e9bc3da35f2df241fd92e56d,"mitigated,stressed",2,6,raw-large-balanced-v1,"gac_fdw_coordinator_local_user_join,gac_fdw_coordinator_regional_user_join","{""mitigated"":3,""stressed"":3}",True,pending_execution,True,True
gac_finalization,pair-ebe693ce5c4425ffbfeac156,"mitigated,stressed",2,6,raw-small-balanced-v1,"gac_fdw_coordinator_raw_distinct_users,gac_fdw_coordinator_regional_distinct_users","{""mitigated"":3,""stressed"":3}",True,pending_execution,True,True
gac_finalization,pair-eedb63974432e76f986dc939,"mitigated,stressed",2,6,raw-small-balanced-v1,"gac_fdw_coordinator_partial_user_topk,gac_fdw_coordinator_raw_user_topk","{""mitigated"":3,""stressed"":3}",True,pending_execution,True,True
gac_finalization,pair-f2d7c6f42a38127fa6fb475c,"mitigated,stressed",2,6,pilot-balanced-v1,gac_fdw_coordinator_raw_user_topk,"{""mitigated"":3,""stressed"":3}",True,pending_execution,True,True
gac_finalization,pair-f522353aa0ebaac51de59533,"mitigated,stressed",2,6,pilot-balanced-v1,gac_fdw_coordinator_raw_user_topk,"{""mitigated"":3,""stressed"":3}",True,pending_execution,True,True
gac_finalization,pair-f9a37496ac06caecbe1e18fd,"mitigated,stressed",2,6,raw-small-balanced-v1,"gac_fdw_coordinator_raw_distinct_users,gac_fdw_coordinator_regional_distinct_users","{""mitigated"":3,""stressed"":3}",True,pending_execution,True,True
gac_finalization,pair-fac04c11be3731e04c3c643a,"mitigated,stressed",2,6,raw-large-balanced-v1,"gac_fdw_coordinator_raw_event_topk,gac_fdw_coordinator_regional_event_topk","{""mitigated"":3,""stressed"":3}",True,pending_execution,True,True
gac_finalization,pair-fb25ef68bed9263239a6194e,"mitigated,stressed",2,6,raw-small-balanced-v1,"gac_fdw_coordinator_raw_event_topk,gac_fdw_coordinator_regional_event_topk","{""mitigated"":3,""stressed"":3}",True,pending_execution,True,True
gac_finalization,pair-ffefcee9b82c49cd8198e03a,"mitigated,stressed",2,6,raw-small-balanced-v1,"gac_fdw_coordinator_local_user_join,gac_fdw_coordinator_regional_user_join","{""mitigated"":3,""stressed"":3}",True,pending_execution,True,True
regional_finalization,pair-010ea85671a498e59cd868f8,"mitigated,stressed",2,6,pilot-balanced-v1,gac_fdw_single_edge_regional_user_value_topk,"{""mitigated"":3,""stressed"":3}",True,pending_execution,True,True
regional_finalization,pair-02fd58e395fbc42c5b39f7fb,"mitigated,stressed",2,6,raw-small-balanced-v1,gac_fdw_single_edge_regional_user_value_topk,"{""mitigated"":3,""stressed"":3}",True,pending_execution,True,True
regional_finalization,pair-04282b4ed2a62e0457a63155,"mitigated,stressed",2,6,raw-large-balanced-v1,gac_fdw_single_edge_regional_user_value_topk,"{""mitigated"":3,""stressed"":3}",True,pending_execution,True,True
regional_finalization,pair-067319ba0ec8b06f8b8c2ce9,"mitigated,stressed",2,6,pilot-balanced-v1,gac_fdw_single_edge_regional_user_value_topk,"{""mitigated"":3,""stressed"":3}",True,pending_execution,True,True
regional_finalization,pair-06f5ff384f52b329992f0b3a,"mitigated,stressed",2,6,raw-large-balanced-v1,gac_fdw_single_edge_regional_user_value_topk,"{""mitigated"":3,""stressed"":3}",True,pending_execution,True,True
regional_finalization,pair-08760477080aa78f30ad3906,"intermediate,mitigated,stressed",3,9,raw-large-balanced-v1,gac_fdw_tenant_point_rollup,"{""intermediate"":3,""mitigated"":3,""stressed"":3}",True,pending_execution,True,True
regional_finalization,pair-0a9e45f8d51082fa88e41881,"intermediate,mitigated,stressed",3,9,pilot-balanced-v1,gac_fdw_tenant_point_rollup,"{""intermediate"":3,""mitigated"":3,""stressed"":3}",True,pending_execution,True,True
regional_finalization,pair-0dacf0a64a4d1f8d5f34d357,"mitigated,stressed",2,6,raw-small-balanced-v1,gac_fdw_single_edge_regional_user_value_topk,"{""mitigated"":3,""stressed"":3}",True,pending_execution,True,True
regional_finalization,pair-1089ef62908f5331c5dbf420,"mitigated,stressed",2,6,pilot-balanced-v1,gac_fdw_single_edge_regional_user_value_topk,"{""mitigated"":3,""stressed"":3}",True,pending_execution,True,True
regional_finalization,pair-133b0681ddea92548ecaf13c,"intermediate,mitigated,stressed",3,9,raw-large-balanced-v1,gac_fdw_single_edge_regional_user_value_topk,"{""intermediate"":3,""mitigated"":3,""stressed"":3}",True,pending_execution,True,True
regional_finalization,pair-144a34913b0fbc1a6730bc06,"mitigated,stressed",2,6,raw-large-balanced-v1,gac_fdw_single_edge_regional_user_value_topk,"{""mitigated"":3,""stressed"":3}",True,pending_execution,True,True
regional_finalization,pair-14612a717333a97d34930fa5,"mitigated,stressed",2,6,raw-small-balanced-v1,gac_fdw_tenant_point_rollup,"{""mitigated"":3,""stressed"":3}",True,pending_execution,True,True
regional_finalization,pair-177a0679e7f8e59dfad15ddd,"mitigated,stressed",2,6,pilot-balanced-v1,gac_fdw_tenant_point_rollup,"{""mitigated"":3,""stressed"":3}",True,pending_execution,True,True
regional_finalization,pair-191141dc83ab5650b0f969d7,"intermediate,mitigated,stressed",3,9,raw-small-balanced-v1,gac_fdw_single_edge_regional_user_value_topk,"{""intermediate"":3,""mitigated"":3,""stressed"":3}",True,pending_execution,True,True
regional_finalization,pair-194c195e700ead8ab9d22cad,"mitigated,stressed",2,6,raw-small-balanced-v1,gac_fdw_single_edge_regional_user_value_topk,"{""mitigated"":3,""stressed"":3}",True,pending_execution,True,True
regional_finalization,pair-196a76b2aab31cc16ebac101,"mitigated,stressed",2,6,raw-small-balanced-v1,gac_fdw_single_edge_regional_user_value_topk,"{""mitigated"":3,""stressed"":3}",True,pending_execution,True,True
regional_finalization,pair-1b0febaf7ea2434113a13d4c,"mitigated,stressed",2,6,raw-small-balanced-v1,gac_fdw_single_edge_regional_user_value_topk,"{""mitigated"":3,""stressed"":3}",True,pending_execution,True,True
regional_finalization,pair-234b956f59130b65c522c2f2,"mitigated,stressed",2,6,pilot-balanced-v1,gac_fdw_tenant_point_rollup,"{""mitigated"":3,""stressed"":3}",True,pending_execution,True,True
regional_finalization,pair-243993d8f0473ecc3f261985,"intermediate,mitigated,stressed",3,9,pilot-balanced-v1,gac_fdw_single_edge_regional_user_value_topk,"{""intermediate"":3,""mitigated"":3,""stressed"":3}",True,pending_execution,True,True
regional_finalization,pair-25b9da7ee6d60e32e3c4a9f3,"mitigated,stressed",2,6,raw-large-balanced-v1,gac_fdw_single_edge_regional_user_value_topk,"{""mitigated"":3,""stressed"":3}",True,pending_execution,True,True
