query_run_id,foreign_scan_time_to_root_ratio,remote_to_final_rows_ratio,regional_input_to_wan_rows_ratio,global_group_merge_ratio,spill_present,spill_bytes_to_wan_bytes_ratio,temp_blocks_per_final_row,hash_batch_excess,remote_region_rows_isf_normalized,worker_task_scan_rows_isf_normalized,worker_scan_rows_cv_normalized,task_count_to_shard_count_ratio,active_task_share,citus_repartition_observed_v2,worker_task_seq_scan_share,root_rows_estimate_error_log,foreign_scan_rows_estimate_error_log,aggregate_rows_estimate_error_log,remote_root_rows_estimate_error_log
20260727T120003Z-stats-ceb-full-no-refit-v1__stats-ce--4c6ad677a93d--_no_refit__stats_ceb_multiregion_count__query_id-11,0.38586155808375405,0.38586284191890446,0.38586284191890446,0.38586284191890446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5298923194957792,0.38586284191890446,1.0,0.0,0.5,0.5,0.5,0.5
20260727T120036Z-stats-ceb-full-no-refit-v1__stats-ce--98dedb4548e0--_no_refit__stats_ceb_multiregion_count__query_id-12,0.35330950313222775,0.9502634239593648,0.45064382779430917,0.9502634239593648,1.0,0.7153640905638132,0.911901863323718,0.0,0.0,0.0024408763392128,0.0017870341264505,0.5298923194957792,0.38586284191890446,0.0,0.0,0.5,0.9606128849861755,0.5,0.7664613461098057
20260727T120054Z-stats-ceb-full-no-refit-v1__stats-ce--705b678c2f15--_no_refit__stats_ceb_multiregion_count__query_id-13,0.36588714770949604,0.9478783387539056,0.5748814565350252,0.9478783387539056,1.0,0.7169761162745015,0.9047256217305735,0.0,0.0,0.0037494453023552,0.000825198125006,0.5298923194957792,0.38586284191890446,0.0,0.6666666666666666,0.5,0.9392638308181664,0.5,0.19135135680369514
20260727T120111Z-stats-ceb-full-no-refit-v1__stats-ce--8634fbcdddb7--_no_refit__stats_ceb_multiregion_count__query_id-14,0.38586189588096376,0.38586284191890446,0.38586284191890446,0.38586284191890446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5298923194957792,0.38586284191890446,1.0,0.0,0.5,0.5,0.5,0.5
20260727T120143Z-stats-ceb-full-no-refit-v1__stats-ce--fa1db4e3efb6--_no_refit__stats_ceb_multiregion_count__query_id-15,0.38585547850055096,0.38586284191890446,0.9527839193767901,0.38586284191890446,0.0,0.0,0.0,0.0,0.0,0.0165792155308472,4.308992861219669e-05,0.5298923194957792,0.38586284191890446,0.0,0.4791666666666667,0.5,0.5,0.5,0.5
20260727T120200Z-stats-ceb-full-no-refit-v1__stats-ce--eb48bb0b100d--_no_refit__stats_ceb_multiregion_count__query_id-16,0.38584438473610755,0.38586284191890446,0.9462391289607288,0.38586284191890446,0.0,0.0,0.0,0.0,0.0,0.0008446997708894,0.0002021865624643,0.5298923194957792,0.38586284191890446,0.0,0.3333333333333333,0.5,0.5,0.5,0.5
20260727T120215Z-stats-ceb-full-no-refit-v1__stats-ce--e61d25524c7c--_no_refit__stats_ceb_multiregion_count__query_id-17,0.37559487738905734,0.9509378085407012,0.38586284191890446,0.9509378085407012,1.0,0.8500398744427319,0.9281047670917157,0.0,0.0,0.0060821251655455,0.0002716193593674,0.5298923194957792,0.38586284191890446,0.0,1.0,0.5,0.9335383531804793,0.5,0.9544489976116546
20260727T120234Z-stats-ceb-full-no-refit-v1__stats-ce--b1b6578c060b--_no_refit__stats_ceb_multiregion_count__query_id-18,0.3633380508487911,0.9507993554392293,0.38586284191890446,0.9507993554392293,1.0,0.8613225835353406,0.9352352417846793,0.0,0.0,0.0068533577979548,0.0022254706664084,0.5298923194957792,0.38586284191890446,0.0,1.0,0.5,0.9450708326633415,0.5,0.1359107603088373
20260727T120253Z-stats-ceb-full-no-refit-v1__stats-ce--6fb8a6573a07--_no_refit__stats_ceb_multiregion_count__query_id-19,0.3642092762972519,0.9465021373611607,0.38586284191890446,0.9465021373611607,0.0,0.0,0.0,0.0,0.0,0.1338709117680864,0.1615845270544399,0.5298923194957792,0.38586284191890446,0.0,1.0,0.5,0.9329628335928692,0.5,0.9700670738909583
20260727T120309Z-stats-ceb-full-no-refit-v1__stats-ce--f90b8fa6e1c6--_no_refit__stats_ceb_multiregion_count__query_id-20,0.38585076720328937,0.38586284191890446,0.955644368416266,0.38586284191890446,0.0,0.0,0.0,0.0,0.0,0.0001209915013795,0.0003954290683833,0.5298923194957792,0.38586284191890446,0.0,1.0,0.5,0.5,0.5,0.5
20260727T120324Z-stats-ceb-full-no-refit-v1__stats-ce--06d3fdce2b76--_no_refit__stats_ceb_multiregion_count__query_id-21,0.3858346815139017,0.38586284191890446,0.9504330953543916,0.38586284191890446,0.0,0.0,0.0,0.0,0.0,0.0038393495682525,0.0058913093029497,0.5298923194957792,0.38586284191890446,0.0,0.4895833333333333,0.5,0.5,0.5,0.5
20260727T120339Z-stats-ceb-full-no-refit-v1__stats-ce--9fd2158832f7--_no_refit__stats_ceb_multiregion_count__query_id-22,0.3858618935352801,0.38586284191890446,0.38586284191890446,0.38586284191890446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5298923194957792,0.38586284191890446,1.0,0.0,0.5,0.5,0.5,0.5
20260727T120410Z-stats-ceb-full-no-refit-v1__stats-ce--5818fe568b14--_no_refit__stats_ceb_multiregion_count__query_id-23,0.3691471856932947,0.9448511998636782,0.648579043282664,0.9448511998636782,0.0,0.0,0.0,0.0,0.0,0.0839925316598452,0.112069472405317,0.5298923194957792,0.38586284191890446,0.0,0.5076923076923077,0.5,0.9307898229736127,0.5,0.9718742889487613
20260727T120426Z-stats-ceb-full-no-refit-v1__stats-ce--d2a47dcf4b80--_no_refit__stats_ceb_multiregion_count__query_id-24,0.3858291673332432,0.38586284191890446,0.9173484472838054,0.38586284191890446,0.0,0.0,0.0,0.0,0.0,0.0046442716541965,0.0073159571325546,0.5298923194957792,0.38586284191890446,0.0,0.3333333333333333,0.5,0.5,0.5,0.5
20260727T120441Z-stats-ceb-full-no-refit-v1__stats-ce--b92de91365e3--_no_refit__stats_ceb_multiregion_count__query_id-25,0.3591149406861755,0.9497655072908615,0.4560656323779649,0.9497655072908615,1.0,0.8315652487434176,0.9281620190639482,0.38586284191890446,0.0,0.0056588932945284,0.0127370273003711,0.5298923194957792,0.38586284191890446,0.0,0.8984375,0.5,0.950819036140816,0.5,0.287519444908549
20260727T120458Z-stats-ceb-full-no-refit-v1__stats-ce--009fabcba823--_no_refit__stats_ceb_multiregion_count__query_id-26,0.3668367881869508,0.9483792286221246,0.46022462957402505,0.9483792286221246,1.0,0.644558627796246,0.9094823471245608,0.0,0.0,0.0559769339078798,0.0726988022002775,0.5298923194957792,0.38586284191890446,0.0,1.0,0.5,0.9534035088249817,0.5,0.9700199546913306
20260727T120517Z-stats-ceb-full-no-refit-v1__stats-ce--b78595f21206--_no_refit__stats_ceb_multiregion_count__query_id-27,0.3858622466107355,0.38586284191890446,0.38586284191890446,0.38586284191890446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5298923194957792,0.38586284191890446,1.0,0.0,0.5,0.5,0.5,0.5
20260727T120558Z-stats-ceb-full-no-refit-v1__stats-ce--a1744d5d9f76--_no_refit__stats_ceb_multiregion_count__query_id-28,0.1996794126355889,0.9518571690803126,0.38586284191890446,0.9518571690803126,1.0,0.9073239507907299,0.9493709894610554,0.0,0.0,0.0669399755918651,0.1277612657317786,0.5298923194957792,0.38586284191890446,0.0,1.0,0.5,0.9335383531804793,0.5,0.9718742889487613
20260727T120625Z-stats-ceb-full-no-refit-v1__stats-ce--3e12a9896a01--_no_refit__stats_ceb_multiregion_count__query_id-29,0.38584796242445735,0.38586284191890446,0.9501342366622493,0.38586284191890446,0.0,0.0,0.0,0.0,0.0,0.0020089353809412,0.0008862643037703,0.5298923194957792,0.38586284191890446,0.0,0.5,0.5,0.5,0.5,0.5
20260727T120640Z-stats-ceb-full-no-refit-v1__stats-ce--f42e44dd24b6--_no_refit__stats_ceb_multiregion_count__query_id-31,0.3261485347496061,0.9523845777694798,0.5771556682408553,0.9523845777694798,1.0,0.7099962951779349,0.9210471914664339,0.0,0.0,0.0047159505879858,0.0002132385431415,0.5298923194957792,0.38586284191890446,0.0,0.75,0.5,0.9596011718366808,0.5,0.7764288502527028
20260727T120704Z-stats-ceb-full-no-refit-v1__stats-ce--4123fef53a01--_no_refit__stats_ceb_multiregion_count__query_id-32,0.3858619163661848,0.38586284191890446,0.38586284191890446,0.38586284191890446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5298923194957792,0.38586284191890446,1.0,0.0,0.5,0.5,0.5,0.5
20260727T120747Z-stats-ceb-full-no-refit-v1__stats-ce--4cfa0890dc63--_no_refit__stats_ceb_multiregion_count__query_id-33,0.3845162031524957,0.9520461815354243,0.2571904219521028,0.9520461815354243,1.0,0.6731770612770464,0.9199145921295095,0.0,0.0,0.0005016067011117,0.0025953859581714,0.46579985151220993,0.31842814106322614,1.0,0.0,0.5,0.9641019982375196,0.5,0.824014636969354
20260727T120823Z-stats-ceb-full-no-refit-v1__stats-ce--940213eb07bd--_no_refit__stats_ceb_multiregion_count__query_id-35,0.3858618538889309,0.38586284191890446,0.38586284191890446,0.38586284191890446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5298923194957792,0.38586284191890446,1.0,0.0,0.5,0.5,0.5,0.5
20260727T120856Z-stats-ceb-full-no-refit-v1__stats-ce--01b8759d412a--_no_refit__stats_ceb_multiregion_count__query_id-36,0.3858618886877093,0.38586284191890446,0.38586284191890446,0.38586284191890446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5298923194957792,0.38586284191890446,1.0,0.0,0.5,0.5,0.5,0.5
20260727T120928Z-stats-ceb-full-no-refit-v1__stats-ce--baa21348fcba--_no_refit__stats_ceb_multiregion_count__query_id-37,0.322475835895896,0.9539389526374622,0.33921875113628286,0.9539389526374622,1.0,0.8772688870276979,0.9461446096328375,0.0,0.0,0.0040902817811321,0.0015896417421086,0.5298923194957792,0.38586284191890446,0.0,0.703125,0.5,0.9603165484736121,0.5,0.1359107603088373
20260727T120952Z-stats-ceb-full-no-refit-v1__stats-ce--3dea5d36442c--_no_refit__stats_ceb_multiregion_count__query_id-38,0.38586237529659984,0.38586284191890446,0.38586284191890446,0.38586284191890446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5298923194957792,0.38586284191890446,1.0,0.0,0.5,0.5,0.5,0.5
20260727T121049Z-stats-ceb-full-no-refit-v1__stats-ce--9c378f93220d--_no_refit__stats_ceb_multiregion_count__query_id-39,0.38586195670784973,0.38586284191890446,0.38586284191890446,0.38586284191890446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5298923194957792,0.38586284191890446,1.0,0.0,0.5,0.5,0.5,0.5
20260727T121121Z-stats-ceb-full-no-refit-v1__stats-ce--a42d2ecd145a--_no_refit__stats_ceb_multiregion_count__query_id-40,0.38586186180512133,0.38586284191890446,0.38586284191890446,0.38586284191890446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5298923194957792,0.38586284191890446,1.0,0.0,0.5,0.5,0.5,0.5
20260727T121153Z-stats-ceb-full-no-refit-v1__stats-ce--61f8bf4ebb18--_no_refit__stats_ceb_multiregion_count__query_id-41,0.38586175379638715,0.38586284191890446,0.38586284191890446,0.38586284191890446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5298923194957792,0.38586284191890446,1.0,0.0,0.5,0.5,0.5,0.5
20260727T121224Z-stats-ceb-full-no-refit-v1__stats-ce--2365ef160cc8--_no_refit__stats_ceb_multiregion_count__query_id-42,0.36223366945967456,0.9538494515960201,0.32394795981950897,0.9538494515960201,1.0,0.8614495100254538,0.9403240704635886,0.7146352855963346,0.0,0.0132939652301101,0.0308729662889243,0.5298923194957792,0.38586284191890446,0.0,0.6597938144329897,0.5,0.9619853689443927,0.5,0.9700727157531627
20260727T121246Z-stats-ceb-full-no-refit-v1__stats-ce--bef3f74020aa--_no_refit__stats_ceb_multiregion_count__query_id-43,0.38586206294847913,0.38586284191890446,0.38586284191890446,0.38586284191890446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5298923194957792,0.38586284191890446,1.0,0.0,0.5,0.5,0.5,0.5
20260727T121320Z-stats-ceb-full-no-refit-v1__stats-ce--06c758499697--_no_refit__stats_ceb_multiregion_count__query_id-44,0.38586187766771396,0.38586284191890446,0.38586284191890446,0.38586284191890446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5298923194957792,0.38586284191890446,1.0,0.0,0.5,0.5,0.5,0.5
20260727T121351Z-stats-ceb-full-no-refit-v1__stats-ce--016037691c34--_no_refit__stats_ceb_multiregion_count__query_id-46,0.3858470219392154,0.38586284191890446,0.9363683982652022,0.38586284191890446,0.0,0.0,0.0,0.0,0.0,0.0020611259228489,0.0011824735625089,0.5298923194957792,0.38586284191890446,0.0,0.4,0.5,0.5,0.5,0.5
20260727T121406Z-stats-ceb-full-no-refit-v1__stats-ce--0990036f0917--_no_refit__stats_ceb_multiregion_count__query_id-47,0.38586261421447765,0.38586284191890446,0.38586284191890446,0.38586284191890446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5298923194957792,0.38586284191890446,1.0,0.0,0.5,0.5,0.5,0.5
20260727T121526Z-stats-ceb-full-no-refit-v1__stats-ce--ed7ed30f4959--_no_refit__stats_ceb_multiregion_count__query_id-48,0.37921381392328835,0.9480339739663379,0.569567238774419,0.9480339739663379,1.0,0.7115568534010615,0.9048369286156998,0.0,0.0,0.0062810613704076,0.0007771475219568,0.5298923194957792,0.38586284191890446,0.0,0.6,0.5,0.9393407431230574,0.5,0.10458179921127009
20260727T121542Z-stats-ceb-full-no-refit-v1__stats-ce--c6f3d13743a0--_no_refit__stats_ceb_multiregion_count__query_id-49,0.3858625703373816,0.38586284191890446,0.38586284191890446,0.38586284191890446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5298923194957792,0.38586284191890446,1.0,0.0,0.5,0.5,0.5,0.5
20260727T121648Z-stats-ceb-full-no-refit-v1__stats-ce--816d4588344d--_no_refit__stats_ceb_multiregion_count__query_id-50,0.3858622761264968,0.38586284191890446,0.38586284191890446,0.38586284191890446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5298923194957792,0.38586284191890446,1.0,0.0,0.5,0.5,0.5,0.5
20260727T121730Z-stats-ceb-full-no-refit-v1__stats-ce--4cbe11eb13e9--_no_refit__stats_ceb_multiregion_count__query_id-51,0.38586243814726834,0.38586284191890446,0.38586284191890446,0.38586284191890446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5298923194957792,0.38586284191890446,1.0,0.0,0.5,0.5,0.5,0.5
20260727T121825Z-stats-ceb-full-no-refit-v1__stats-ce--20faaaceabc6--_no_refit__stats_ceb_multiregion_count__query_id-52,0.38586254659160796,0.38586284191890446,0.38586284191890446,0.38586284191890446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5298923194957792,0.38586284191890446,1.0,0.0,0.5,0.5,0.5,0.5
20260727T121931Z-stats-ceb-full-no-refit-v1__stats-ce--6bd8e852fe89--_no_refit__stats_ceb_multiregion_count__query_id-53,0.3148434787884346,0.9502035125375912,0.38586284191890446,0.9502035125375912,1.0,0.8836818537069445,0.940431282243796,0.0,0.0,0.1103747929631034,0.1992532177669186,0.5298923194957792,0.38586284191890446,0.0,1.0,0.5,0.9392852556332305,0.5,0.9718742889487613
20260727T121949Z-stats-ceb-full-no-refit-v1__stats-ce--65af180658cd--_no_refit__stats_ceb_multiregion_count__query_id-54,0.3858622962348054,0.38586284191890446,0.38586284191890446,0.38586284191890446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5298923194957792,0.38586284191890446,1.0,0.0,0.5,0.5,0.5,0.5
20260727T122034Z-stats-ceb-full-no-refit-v1__stats-ce--99eb8577f8f9--_no_refit__stats_ceb_multiregion_count__query_id-55,0.3642481573094507,0.9516780988509896,0.38586284191890446,0.9516780988509896,1.0,0.8550734720247716,0.9362552130878914,0.0,0.0,0.0688370059535081,0.1314534559913703,0.5298923194957792,0.38586284191890446,0.0,0.5223880597014925,0.5,0.9329838655870268,0.5,0.9718112750549521
20260727T122053Z-stats-ceb-full-no-refit-v1__stats-ce--0f5ee8601132--_no_refit__stats_ceb_multiregion_count__query_id-56,0.22269507388053333,0.9518691158842151,0.38586284191890446,0.9518691158842151,1.0,0.8401226542146947,0.9294324395268911,0.0,0.0,0.0668014623513377,0.128418108163357,0.5298923194957792,0.38586284191890446,0.0,1.0,0.5,0.9335383531804793,0.5,0.9718742889487613
20260727T122119Z-stats-ceb-full-no-refit-v1__stats-ce--56d71e5fa919--_no_refit__stats_ceb_multiregion_count__query_id-57,0.3817785761245176,0.9536845776304448,0.0007216687947409978,0.9536845776304448,1.0,0.8606354873368607,0.940003561565812,0.7146352855963346,0.0,0.0,0.0,0.09048650725422959,0.04709251569337577,1.0,1.0,0.5,0.9719585332959487,0.5,0.9544489976116546
20260727T122159Z-stats-ceb-full-no-refit-v1__stats-ce--9f26aa4328b9--_no_refit__stats_ceb_multiregion_count__query_id-59,0.3858626110189634,0.38586284191890446,0.38586284191890446,0.38586284191890446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5298923194957792,0.38586284191890446,1.0,0.0,0.5,0.5,0.5,0.5
20260727T122319Z-stats-ceb-full-no-refit-v1__stats-ce--27ab191ab1e8--_no_refit__stats_ceb_multiregion_count__query_id-60,0.23623662571464643,0.9526462295102077,0.4017456019866568,0.9526462295102077,1.0,0.8782122644722935,0.9431227241839422,0.0,0.0,0.0784610980791487,0.0939733865739395,0.5298923194957792,0.38586284191890446,0.0,0.7538461538461538,0.5,0.9536079860473237,0.5,0.9714434298264167
20260727T122344Z-stats-ceb-full-no-refit-v1__stats-ce--012a0caf9bdf--_no_refit__stats_ceb_multiregion_count__query_id-61,0.38586186120845717,0.38586284191890446,0.38586284191890446,0.38586284191890446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5298923194957792,0.38586284191890446,1.0,0.0,0.5,0.5,0.5,0.5
20260727T122417Z-stats-ceb-full-no-refit-v1__stats-ce--97a6df2a45af--_no_refit__stats_ceb_multiregion_count__query_id-62,0.37950215049769587,0.95449900843596,0.028037509853727757,0.95449900843596,1.0,0.6361350502817815,0.9296559892617602,0.0,0.0,0.3749342392401083,0.4449719996865339,0.4675317881543251,0.32014257801821333,1.0,0.3402061855670103,0.5,0.9628788776218165,0.5,0.9700727157531627
20260727T122500Z-stats-ceb-full-no-refit-v1__stats-ce--3ebe0da05cca--_no_refit__stats_ceb_multiregion_count__query_id-63,0.3858617006141723,0.38586284191890446,0.38586284191890446,0.38586284191890446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5298923194957792,0.38586284191890446,1.0,0.0,0.5,0.5,0.5,0.5
20260727T122532Z-stats-ceb-full-no-refit-v1__stats-ce--9cf952e26959--_no_refit__stats_ceb_multiregion_count__query_id-64,0.38586191671183856,0.38586284191890446,0.38586284191890446,0.38586284191890446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5298923194957792,0.38586284191890446,1.0,0.0,0.5,0.5,0.5,0.5
20260727T122603Z-stats-ceb-full-no-refit-v1__stats-ce--e6562b44f063--_no_refit__stats_ceb_multiregion_count__query_id-65,0.3858618354133099,0.38586284191890446,0.38586284191890446,0.38586284191890446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5298923194957792,0.38586284191890446,1.0,0.0,0.5,0.5,0.5,0.5
20260727T122634Z-stats-ceb-full-no-refit-v1__stats-ce--3d80ab352f79--_no_refit__stats_ceb_multiregion_count__query_id-66,0.38586182463779845,0.38586284191890446,0.38586284191890446,0.38586284191890446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5298923194957792,0.38586284191890446,1.0,0.0,0.5,0.5,0.5,0.5
20260727T122705Z-stats-ceb-full-no-refit-v1__stats-ce--7d95b9ed334d--_no_refit__stats_ceb_multiregion_count__query_id-67,0.3858616543083728,0.38586284191890446,0.38586284191890446,0.38586284191890446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5298923194957792,0.38586284191890446,1.0,0.0,0.5,0.5,0.5,0.5
20260727T123251Z-stats-ceb-full-no-refit-v1__stats-ce--40fbf1047276--_no_refit__stats_ceb_multiregion_count__query_id-69,0.32588502034131944,0.9609726833413074,0.01945227051735796,0.9609726833413074,1.0,0.7885454776665046,0.9495321676827715,0.38586284191890446,0.0,0.0078643763070559,0.0011759107151617,0.4959596196781667,0.3491237436422632,1.0,1.0,0.5,0.9707896700402476,0.5,0.933914787955966
20260727T123639Z-stats-ceb-full-no-refit-v1__stats-ce--5d1f2f6ec31c--_no_refit__stats_ceb_multiregion_count__query_id-70,0.38586257617587527,0.38586284191890446,0.38586284191890446,0.38586284191890446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5298923194957792,0.38586284191890446,1.0,0.0,0.5,0.5,0.5,0.5
20260727T123753Z-stats-ceb-full-no-refit-v1__stats-ce--f5430f06326c--_no_refit__stats_ceb_multiregion_count__query_id-71,0.2664764363484129,0.9604254337783643,0.02652043076599714,0.9604254337783643,1.0,0.8455534021310044,0.9531073078147081,0.0,0.0,0.0070462994660598,0.0007175529602419,0.5298923194957792,0.38586284191890446,0.0,0.8333333333333334,0.5,0.970411985536212,0.5,0.9310191964649097
20260727T124046Z-stats-ceb-full-no-refit-v1__stats-ce--05356b09cf1c--_no_refit__stats_ceb_multiregion_count__query_id-72,0.3649579527937233,0.9489459729194057,0.3013977153249073,0.9489459729194057,1.0,0.5657143193746326,0.903504270022947,0.0,0.0,0.2171255509605631,0.263935053823353,0.4675317881543251,0.32014257801821333,1.0,1.0,0.5,0.947508277737976,0.5,0.9718050295091374
20260727T124123Z-stats-ceb-full-no-refit-v1__stats-ce--ca588f50c6bf--_no_refit__stats_ceb_multiregion_count__query_id-73,0.3635736880559087,0.9597771870473598,0.08938902393307141,0.9597771870473598,1.0,0.8240105100670619,0.950082051229248,0.8988110550874787,0.0,0.0337741277361676,0.0290227350484935,0.5298923194957792,0.38586284191890446,0.0,0.5014164305949008,0.5,0.9718785477950844,0.5,0.9718742889487613
20260727T124240Z-stats-ceb-full-no-refit-v1__stats-ce--390aaac352ae--_no_refit__stats_ceb_multiregion_count__query_id-74,0.21288929248422378,0.9554963819761595,0.2484276736897727,0.9554963819761595,1.0,0.8957322781354312,0.9536397950041549,0.0,0.0,0.019811497207402,0.0267201445304932,0.5298923194957792,0.38586284191890446,0.0,0.4037267080745341,0.5,0.9620184961817704,0.5,0.9700727157531627
20260727T124329Z-stats-ceb-full-no-refit-v1__stats-ce--72f3957fc57f--_no_refit__stats_ceb_multiregion_count__query_id-75,0.36640393618673084,0.9565469530988965,0.1959666416721385,0.9565469530988965,1.0,0.7548408936842655,0.9403282215563065,0.6021699719043225,0.0,0.0156133203550024,0.0253566379103329,0.5298923194957792,0.38586284191890446,0.0,0.4037267080745341,0.5,0.96456150390137,0.5,0.9699867152128923
20260727T124408Z-stats-ceb-full-no-refit-v1__stats-ce--1cc84b23aa7c--_no_refit__stats_ceb_multiregion_count__query_id-76,0.38585055748096475,0.38586284191890446,0.9558211748066242,0.38586284191890446,0.0,0.0,0.0,0.0,0.0,0.0003594598341642,0.0017010232648539,0.5298923194957792,0.38586284191890446,0.0,0.65625,0.5,0.5,0.5,0.5
