representation,pair_type,left_episode_id,right_episode_id,left_round_id,right_round_id,left_query_id,right_query_id,same_query_id,representation_distance_l2,action_response_distance_l1,action_response_distance_l2,left_best_action,right_best_action,best_action_equal,action_rank_disagreement,action_response_spearman
R1_sql_structural,N2-N2,n2_control::q01_event_value_desc,n2_control::q12_tenant_user_sum,n2_control,n2_control,q01_event_value_desc,q12_tenant_user_sum,False,0.5343508474459101,3.060694464202425,2.889286445080726,mitigate_remote_path_bundle,regional_topk_candidates,False,0.3333333333333333,0.5
R1_sql_structural,N2-N2,n2_control::q01_event_value_desc,n2_control::q13_tenant_user_count,n2_control,n2_control,q01_event_value_desc,q13_tenant_user_count,False,0.5343508474459101,3.5304760646842266,2.847679926935573,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R1_sql_structural,N2-N2,n2_control::q01_event_value_desc,n2_control::q14_tenant_day_sum,n2_control,n2_control,q01_event_value_desc,q14_tenant_day_sum,False,0.5343508474459101,1.609655524994119,1.4375721878513619,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R1_sql_structural,N2-N2,n2_control::q01_event_value_desc,n2_control::q15_tenant_day_count,n2_control,n2_control,q01_event_value_desc,q15_tenant_day_count,False,0.5343508474459101,0.322971751311502,0.2179743756024273,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R1_sql_structural,N2-N3,n2_control::q01_event_value_desc,phase_a::q01_event_value_desc,n2_control,phase_a,q01_event_value_desc,q01_event_value_desc,True,0.16250815213227618,0.27049865229610365,0.19318492372941204,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R1_sql_structural,N2-N3,n2_control::q01_event_value_desc,phase_a::q02_event_value_asc,n2_control,phase_a,q01_event_value_desc,q02_event_value_asc,False,0.16250815213227618,1.975971902723741,1.7198131245658708,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R1_sql_structural,N2-N3,n2_control::q01_event_value_desc,phase_a::q03_event_recent,n2_control,phase_a,q01_event_value_desc,q03_event_recent,False,0.18104160058611674,0.9412725234285387,0.7822179599964689,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R1_sql_structural,N2-N3,n2_control::q01_event_value_desc,phase_a::q04_event_oldest,n2_control,phase_a,q01_event_value_desc,q04_event_oldest,False,0.18104160058611674,0.6908624822196074,0.4752576191615477,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R1_sql_structural,N2-N3,n2_control::q01_event_value_desc,phase_a::q05_event_deviation,n2_control,phase_a,q01_event_value_desc,q05_event_deviation,False,0.16250815213227618,2.854277164936481,2.0401626042156047,mitigate_remote_path_bundle,regional_topk_candidates,False,0.3333333333333333,0.5
R1_sql_structural,N2-N3,n2_control::q01_event_value_desc,phase_a::q06_tenant_sum,n2_control,phase_a,q01_event_value_desc,q06_tenant_sum,False,0.5323908921828753,2.85299921263687,2.6284511524476946,mitigate_remote_path_bundle,regional_topk_candidates,False,0.3333333333333333,0.5
R1_sql_structural,N2-N3,n2_control::q01_event_value_desc,phase_a::q07_tenant_count,n2_control,phase_a,q01_event_value_desc,q07_tenant_count,False,0.5323908921828753,6.703392367964886,5.435885876161139,mitigate_remote_path_bundle,regional_topk_candidates,False,0.3333333333333333,0.5
R1_sql_structural,N2-N3,n2_control::q01_event_value_desc,phase_a::q08_tenant_avg,n2_control,phase_a,q01_event_value_desc,q08_tenant_avg,False,0.5323908921828753,5.407861547026849,4.263702624027401,mitigate_remote_path_bundle,regional_topk_candidates,False,0.3333333333333333,0.5
R1_sql_structural,N2-N3,n2_control::q01_event_value_desc,phase_a::q09_tenant_max,n2_control,phase_a,q01_event_value_desc,q09_tenant_max,False,0.5323908921828753,1.3920901702000228,0.9913819725656522,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R1_sql_structural,N2-N3,n2_control::q01_event_value_desc,phase_a::q10_tenant_min,n2_control,phase_a,q01_event_value_desc,q10_tenant_min,False,0.5323908921828753,2.073142560341024,1.5851777017282334,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R1_sql_structural,N2-N3,n2_control::q01_event_value_desc,phase_a::q11_tenant_high_count,n2_control,phase_a,q01_event_value_desc,q11_tenant_high_count,False,0.5506705409265713,2.9760175224640557,2.076105599158782,mitigate_remote_path_bundle,regional_topk_candidates,False,0.3333333333333333,0.5
R1_sql_structural,N2-N3,n2_control::q01_event_value_desc,phase_a::q12_tenant_user_sum,n2_control,phase_a,q01_event_value_desc,q12_tenant_user_sum,False,0.562021322671116,2.86914569836793,2.5496934454701266,mitigate_remote_path_bundle,regional_topk_candidates,False,0.3333333333333333,0.5
R1_sql_structural,N2-N3,n2_control::q01_event_value_desc,phase_a::q13_tenant_user_count,n2_control,phase_a,q01_event_value_desc,q13_tenant_user_count,False,0.562021322671116,3.1038545127012758,2.459210042939873,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R1_sql_structural,N2-N3,n2_control::q01_event_value_desc,phase_a::q14_tenant_day_sum,n2_control,phase_a,q01_event_value_desc,q14_tenant_day_sum,False,0.562021322671116,1.5827236110066367,1.4430492600098508,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R1_sql_structural,N2-N3,n2_control::q01_event_value_desc,phase_a::q15_tenant_day_count,n2_control,phase_a,q01_event_value_desc,q15_tenant_day_count,False,0.562021322671116,0.3582867709950036,0.2495532272838761,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R1_sql_structural,N2-N3,n2_control::q01_event_value_desc,phase_b::q01_event_value_desc,n2_control,phase_b,q01_event_value_desc,q01_event_value_desc,True,0.16250815213227618,0.3887739999174609,0.2748003876446099,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R1_sql_structural,N2-N3,n2_control::q01_event_value_desc,phase_b::q02_event_value_asc,n2_control,phase_b,q01_event_value_desc,q02_event_value_asc,False,0.16250815213227618,2.0074936361117315,1.6868458817364511,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.3333333333333333,0.5
R1_sql_structural,N2-N3,n2_control::q01_event_value_desc,phase_b::q03_event_recent,n2_control,phase_b,q01_event_value_desc,q03_event_recent,False,0.18104160058611674,1.0605685182048867,0.859482965467499,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R1_sql_structural,N2-N3,n2_control::q01_event_value_desc,phase_b::q04_event_oldest,n2_control,phase_b,q01_event_value_desc,q04_event_oldest,False,0.18104160058611674,0.6665912213986886,0.5460949143516522,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R1_sql_structural,N2-N3,n2_control::q01_event_value_desc,phase_b::q05_event_deviation,n2_control,phase_b,q01_event_value_desc,q05_event_deviation,False,0.16250815213227618,2.962278621733115,2.041860294791222,mitigate_remote_path_bundle,regional_topk_candidates,False,0.3333333333333333,0.5
R1_sql_structural,N2-N3,n2_control::q01_event_value_desc,phase_b::q06_tenant_sum,n2_control,phase_b,q01_event_value_desc,q06_tenant_sum,False,0.5323908921828753,2.9331906231954403,2.5801914008903637,mitigate_remote_path_bundle,regional_topk_candidates,False,0.3333333333333333,0.5
R1_sql_structural,N2-N3,n2_control::q01_event_value_desc,phase_b::q07_tenant_count,n2_control,phase_b,q01_event_value_desc,q07_tenant_count,False,0.5323908921828753,6.334305474490951,5.392588453200592,mitigate_remote_path_bundle,regional_topk_candidates,False,0.3333333333333333,0.5
R1_sql_structural,N2-N3,n2_control::q01_event_value_desc,phase_b::q08_tenant_avg,n2_control,phase_b,q01_event_value_desc,q08_tenant_avg,False,0.5323908921828753,5.423545068585295,4.21007973679067,mitigate_remote_path_bundle,regional_topk_candidates,False,0.3333333333333333,0.5
R1_sql_structural,N2-N3,n2_control::q01_event_value_desc,phase_b::q09_tenant_max,n2_control,phase_b,q01_event_value_desc,q09_tenant_max,False,0.5323908921828753,1.280828798552738,0.9227262180864103,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R1_sql_structural,N2-N3,n2_control::q01_event_value_desc,phase_b::q10_tenant_min,n2_control,phase_b,q01_event_value_desc,q10_tenant_min,False,0.5323908921828753,2.0545012572092807,1.5813873198439579,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R1_sql_structural,N2-N3,n2_control::q01_event_value_desc,phase_b::q11_tenant_high_count,n2_control,phase_b,q01_event_value_desc,q11_tenant_high_count,False,0.5506705409265713,3.4836994559015277,2.3525016483553296,mitigate_remote_path_bundle,regional_topk_candidates,False,0.3333333333333333,0.5
R1_sql_structural,N2-N3,n2_control::q01_event_value_desc,phase_b::q12_tenant_user_sum,n2_control,phase_b,q01_event_value_desc,q12_tenant_user_sum,False,0.562021322671116,2.7337385310048963,2.5352262489217225,mitigate_remote_path_bundle,regional_topk_candidates,False,0.3333333333333333,0.5
R1_sql_structural,N2-N3,n2_control::q01_event_value_desc,phase_b::q13_tenant_user_count,n2_control,phase_b,q01_event_value_desc,q13_tenant_user_count,False,0.562021322671116,2.8617319096498446,2.341978075477413,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R1_sql_structural,N2-N3,n2_control::q01_event_value_desc,phase_b::q14_tenant_day_sum,n2_control,phase_b,q01_event_value_desc,q14_tenant_day_sum,False,0.562021322671116,1.7770894299217166,1.5792336215087952,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R1_sql_structural,N2-N3,n2_control::q01_event_value_desc,phase_b::q15_tenant_day_count,n2_control,phase_b,q01_event_value_desc,q15_tenant_day_count,False,0.562021322671116,0.269266803002694,0.17381998798871534,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R1_sql_structural,N2-N2,n2_control::q02_event_value_asc,n2_control::q03_event_recent,n2_control,n2_control,q02_event_value_asc,q03_event_recent,False,0.052595439437442014,1.0852928926441607,0.6286189776307535,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R1_sql_structural,N2-N2,n2_control::q02_event_value_asc,n2_control::q04_event_oldest,n2_control,n2_control,q02_event_value_asc,q04_event_oldest,False,0.052595439437442014,2.6438746903962027,2.0834423568637455,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R1_sql_structural,N2-N2,n2_control::q02_event_value_asc,n2_control::q05_event_deviation,n2_control,n2_control,q02_event_value_asc,q05_event_deviation,False,0.0,1.9572751982900265,1.4319435742668571,mitigate_remote_path_bundle,regional_topk_candidates,False,0.3333333333333333,0.5
R1_sql_structural,N2-N2,n2_control::q02_event_value_asc,n2_control::q06_tenant_sum,n2_control,n2_control,q02_event_value_asc,q06_tenant_sum,False,0.5030933542678232,4.266195074103562,2.994059465312057,mitigate_remote_path_bundle,regional_topk_candidates,False,0.3333333333333333,0.5
R1_sql_structural,N2-N2,n2_control::q02_event_value_asc,n2_control::q07_tenant_count,n2_control,n2_control,q02_event_value_asc,q07_tenant_count,False,0.5030933542678232,8.738210811605228,6.269969145419038,mitigate_remote_path_bundle,regional_topk_candidates,False,0.3333333333333333,0.5
R1_sql_structural,N2-N2,n2_control::q02_event_value_asc,n2_control::q08_tenant_avg,n2_control,n2_control,q02_event_value_asc,q08_tenant_avg,False,0.5030933542678232,4.405696612455099,4.1495060123125995,mitigate_remote_path_bundle,regional_topk_candidates,False,0.3333333333333333,0.5
R1_sql_structural,N2-N2,n2_control::q02_event_value_asc,n2_control::q09_tenant_max,n2_control,n2_control,q02_event_value_asc,q09_tenant_max,False,0.5030933542678232,1.3261945370408452,0.8156588753864353,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R1_sql_structural,N2-N2,n2_control::q02_event_value_asc,n2_control::q10_tenant_min,n2_control,n2_control,q02_event_value_asc,q10_tenant_min,False,0.5030933542678232,3.9674671211080574,2.629769780458746,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R1_sql_structural,N2-N2,n2_control::q02_event_value_asc,n2_control::q11_tenant_high_count,n2_control,n2_control,q02_event_value_asc,q11_tenant_high_count,False,0.5121509415946086,1.8721021120728263,1.6127595744891166,mitigate_remote_path_bundle,regional_topk_candidates,False,0.3333333333333333,0.5
R1_sql_structural,N2-N2,n2_control::q02_event_value_asc,n2_control::q12_tenant_user_sum,n2_control,n2_control,q02_event_value_asc,q12_tenant_user_sum,False,0.5343508474459101,4.228058650301623,2.9736865038173805,mitigate_remote_path_bundle,regional_topk_candidates,False,0.3333333333333333,0.5
R1_sql_structural,N2-N2,n2_control::q02_event_value_asc,n2_control::q13_tenant_user_count,n2_control,n2_control,q02_event_value_asc,q13_tenant_user_count,False,0.5343508474459101,5.047091807550188,3.3840600072295204,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R1_sql_structural,N2-N2,n2_control::q02_event_value_asc,n2_control::q14_tenant_day_sum,n2_control,n2_control,q02_event_value_asc,q14_tenant_day_sum,False,0.5343508474459101,0.33138380420769875,0.2539809399879667,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R1_sql_structural,N2-N2,n2_control::q02_event_value_asc,n2_control::q15_tenant_day_count,n2_control,n2_control,q02_event_value_asc,q15_tenant_day_count,False,0.5343508474459101,1.655201197915209,1.313542758665032,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R1_sql_structural,N2-N3,n2_control::q02_event_value_asc,phase_a::q01_event_value_desc,n2_control,phase_a,q02_event_value_asc,q01_event_value_desc,False,0.16250815213227618,1.9970648682586505,1.4244781052560234,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R1_sql_structural,N2-N3,n2_control::q02_event_value_asc,phase_a::q02_event_value_asc,n2_control,phase_a,q02_event_value_asc,q02_event_value_asc,True,0.16250815213227618,1.0181591360228726,0.6048466710890595,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R1_sql_structural,N2-N3,n2_control::q02_event_value_asc,phase_a::q03_event_recent,n2_control,phase_a,q02_event_value_asc,q03_event_recent,False,0.18104160058611674,1.3518690669858693,0.8331917843432469,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R1_sql_structural,N2-N3,n2_control::q02_event_value_asc,phase_a::q04_event_oldest,n2_control,phase_a,q02_event_value_asc,q04_event_oldest,False,0.18104160058611674,2.631901811421425,1.9568850572463856,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R1_sql_structural,N2-N3,n2_control::q02_event_value_asc,phase_a::q05_event_deviation,n2_control,phase_a,q02_event_value_asc,q05_event_deviation,False,0.16250815213227618,1.4364038825018546,1.0051279782411813,mitigate_remote_path_bundle,regional_topk_candidates,False,0.3333333333333333,0.5
R1_sql_structural,N2-N3,n2_control::q02_event_value_asc,phase_a::q06_tenant_sum,n2_control,phase_a,q02_event_value_asc,q06_tenant_sum,False,0.5323908921828753,3.980922584361953,2.7345840548940417,mitigate_remote_path_bundle,regional_topk_candidates,False,0.3333333333333333,0.5
R1_sql_structural,N2-N3,n2_control::q02_event_value_asc,phase_a::q07_tenant_count,n2_control,phase_a,q02_event_value_asc,q07_tenant_count,False,0.5323908921828753,8.220008110830847,5.812154691582173,mitigate_remote_path_bundle,regional_topk_candidates,False,0.3333333333333333,0.5
R1_sql_structural,N2-N3,n2_control::q02_event_value_asc,phase_a::q08_tenant_avg,n2_control,phase_a,q02_event_value_asc,q08_tenant_avg,False,0.5323908921828753,4.186396312322615,3.837503420855763,mitigate_remote_path_bundle,regional_topk_candidates,False,0.3333333333333333,0.5
R1_sql_structural,N2-N3,n2_control::q02_event_value_asc,phase_a::q09_tenant_max,n2_control,phase_a,q02_event_value_asc,q09_tenant_max,False,0.5323908921828753,1.136769053611661,0.699129145307662,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R1_sql_structural,N2-N3,n2_control::q02_event_value_asc,phase_a::q10_tenant_min,n2_control,phase_a,q02_event_value_asc,q10_tenant_min,False,0.5323908921828753,3.589758303206985,2.4048563994120715,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R1_sql_structural,N2-N3,n2_control::q02_event_value_asc,phase_a::q11_tenant_high_count,n2_control,phase_a,q02_event_value_asc,q11_tenant_high_count,False,0.5506705409265713,1.5217437176376551,1.300429801217077,mitigate_remote_path_bundle,regional_topk_candidates,False,0.3333333333333333,0.5
R1_sql_structural,N2-N3,n2_control::q02_event_value_asc,phase_a::q12_tenant_user_sum,n2_control,phase_a,q02_event_value_asc,q12_tenant_user_sum,False,0.562021322671116,3.71348206186852,2.584736877147864,mitigate_remote_path_bundle,regional_topk_candidates,False,0.3333333333333333,0.5
R1_sql_structural,N2-N3,n2_control::q02_event_value_asc,phase_a::q13_tenant_user_count,n2_control,phase_a,q02_event_value_asc,q13_tenant_user_count,False,0.562021322671116,4.608213592645026,3.077951703308864,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R1_sql_structural,N2-N3,n2_control::q02_event_value_asc,phase_a::q14_tenant_day_sum,n2_control,phase_a,q02_event_value_asc,q14_tenant_day_sum,False,0.562021322671116,0.35831571819518104,0.2543170094153147,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R1_sql_structural,N2-N3,n2_control::q02_event_value_asc,phase_a::q15_tenant_day_count,n2_control,phase_a,q02_event_value_asc,q15_tenant_day_count,False,0.562021322671116,1.582752558206814,1.2630809733806432,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R1_sql_structural,N2-N3,n2_control::q02_event_value_asc,phase_b::q01_event_value_desc,n2_control,phase_b,q02_event_value_asc,q01_event_value_desc,False,0.16250815213227618,1.8695327445710546,1.3041498792985387,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R1_sql_structural,N2-N3,n2_control::q02_event_value_asc,phase_b::q02_event_value_asc,n2_control,phase_b,q02_event_value_asc,q02_event_value_asc,True,0.16250815213227618,0.5744752803955551,0.38523409115655316,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.3333333333333333,0.5
R1_sql_structural,N2-N3,n2_control::q02_event_value_asc,phase_b::q03_event_recent,n2_control,phase_b,q02_event_value_asc,q03_event_recent,False,0.18104160058611674,1.323548568751353,0.7935601168573919,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R1_sql_structural,N2-N3,n2_control::q02_event_value_asc,phase_b::q04_event_oldest,n2_control,phase_b,q02_event_value_asc,q04_event_oldest,False,0.18104160058611674,2.6076305506005064,2.0285892252658577,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R1_sql_structural,N2-N3,n2_control::q02_event_value_asc,phase_b::q05_event_deviation,n2_control,phase_b,q02_event_value_asc,q05_event_deviation,False,0.16250815213227618,1.5800422686963904,1.0599642543340102,mitigate_remote_path_bundle,regional_topk_candidates,False,0.3333333333333333,0.5
R1_sql_structural,N2-N3,n2_control::q02_event_value_asc,phase_b::q06_tenant_sum,n2_control,phase_b,q02_event_value_asc,q06_tenant_sum,False,0.5323908921828753,3.7696623485899217,2.613428806990492,mitigate_remote_path_bundle,regional_topk_candidates,False,0.3333333333333333,0.5
R1_sql_structural,N2-N3,n2_control::q02_event_value_asc,phase_b::q07_tenant_count,n2_control,phase_b,q02_event_value_asc,q07_tenant_count,False,0.5323908921828753,7.8509212173569125,5.6600902469800065,mitigate_remote_path_bundle,regional_topk_candidates,False,0.3333333333333333,0.5
R1_sql_structural,N2-N3,n2_control::q02_event_value_asc,phase_b::q08_tenant_avg,n2_control,phase_b,q02_event_value_asc,q08_tenant_avg,False,0.5323908921828753,4.032946009807995,3.764854007783888,mitigate_remote_path_bundle,regional_topk_candidates,False,0.3333333333333333,0.5
R1_sql_structural,N2-N3,n2_control::q02_event_value_asc,phase_b::q09_tenant_max,n2_control,phase_b,q02_event_value_asc,q09_tenant_max,False,0.5323908921828753,1.2115208596797742,0.7698010152504776,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R1_sql_structural,N2-N3,n2_control::q02_event_value_asc,phase_b::q10_tenant_min,n2_control,phase_b,q02_event_value_asc,q10_tenant_min,False,0.5323908921828753,3.521421057380995,2.3795901915981457,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R1_sql_structural,N2-N3,n2_control::q02_event_value_asc,phase_b::q11_tenant_high_count,n2_control,phase_b,q02_event_value_asc,q11_tenant_high_count,False,0.5506705409265713,2.101463102864803,1.53250417162417,mitigate_remote_path_bundle,regional_topk_candidates,False,0.3333333333333333,0.5
R1_sql_structural,N2-N3,n2_control::q02_event_value_asc,phase_b::q12_tenant_user_sum,n2_control,phase_b,q02_event_value_asc,q12_tenant_user_sum,False,0.562021322671116,3.838710304988706,2.6484697169286138,mitigate_remote_path_bundle,regional_topk_candidates,False,0.3333333333333333,0.5
R1_sql_structural,N2-N3,n2_control::q02_event_value_asc,phase_b::q13_tenant_user_count,n2_control,phase_b,q02_event_value_asc,q13_tenant_user_count,False,0.562021322671116,4.3783476525158065,2.9003876497734025,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R1_sql_structural,N2-N3,n2_control::q02_event_value_asc,phase_b::q14_tenant_day_sum,n2_control,phase_b,q02_event_value_asc,q14_tenant_day_sum,False,0.562021322671116,0.40905558776943696,0.25338663939004474,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R1_sql_structural,N2-N3,n2_control::q02_event_value_asc,phase_b::q15_tenant_day_count,n2_control,phase_b,q02_event_value_asc,q15_tenant_day_count,False,0.562021322671116,1.7386213877047472,1.3941561942477168,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R1_sql_structural,N2-N2,n2_control::q03_event_recent,n2_control::q04_event_oldest,n2_control,n2_control,q03_event_recent,q04_event_oldest,False,0.0,1.8038623358045829,1.6834638487237545,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R1_sql_structural,N2-N2,n2_control::q03_event_recent,n2_control::q05_event_deviation,n2_control,n2_control,q03_event_recent,q05_event_deviation,False,0.052595439437442014,2.385408809312182,1.8417825216641708,mitigate_remote_path_bundle,regional_topk_candidates,False,0.3333333333333333,0.5
R1_sql_structural,N2-N2,n2_control::q03_event_recent,n2_control::q06_tenant_sum,n2_control,n2_control,q03_event_recent,q06_tenant_sum,False,0.505835154331989,4.039768107478684,3.225392688222765,mitigate_remote_path_bundle,regional_topk_candidates,False,0.3333333333333333,0.5
R1_sql_structural,N2-N2,n2_control::q03_event_recent,n2_control::q07_tenant_count,n2_control,n2_control,q03_event_recent,q07_tenant_count,False,0.505835154331989,8.5245868594088,6.472324087531229,mitigate_remote_path_bundle,regional_topk_candidates,False,0.3333333333333333,0.5
R1_sql_structural,N2-N2,n2_control::q03_event_recent,n2_control::q08_tenant_avg,n2_control,n2_control,q03_event_recent,q08_tenant_avg,False,0.505835154331989,4.990969795885929,4.557200354334959,mitigate_remote_path_bundle,regional_topk_candidates,False,0.3333333333333333,0.5
R1_sql_structural,N2-N2,n2_control::q03_event_recent,n2_control::q09_tenant_max,n2_control,n2_control,q03_event_recent,q09_tenant_max,False,0.505835154331989,1.23224762792733,0.9119060664435137,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R1_sql_structural,N2-N2,n2_control::q03_event_recent,n2_control::q10_tenant_min,n2_control,n2_control,q03_event_recent,q10_tenant_min,False,0.505835154331989,3.744963709845099,2.6361685791592406,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R1_sql_structural,N2-N2,n2_control::q03_event_recent,n2_control::q11_tenant_high_count,n2_control,n2_control,q03_event_recent,q11_tenant_high_count,False,0.5148445078136328,2.408404339549005,2.0219960419695946,mitigate_remote_path_bundle,regional_topk_candidates,False,0.3333333333333333,0.5
R1_sql_structural,N2-N2,n2_control::q03_event_recent,n2_control::q12_tenant_user_sum,n2_control,n2_control,q03_event_recent,q12_tenant_user_sum,False,0.536933057667136,4.0358899777525385,3.2057155409795937,mitigate_remote_path_bundle,regional_topk_candidates,False,0.3333333333333333,0.5
R1_sql_structural,N2-N2,n2_control::q03_event_recent,n2_control::q13_tenant_user_count,n2_control,n2_control,q03_event_recent,q13_tenant_user_count,False,0.536933057667136,4.8429217741103345,3.4754512480085933,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
