evaluation,representation,episode_id,query_id,action,actual_gain_log2,actual_rank,predicted_gain_log2,predicted_rank,selected_action
E1,R1_sql_structural,q14_tenant_day_sum::run-1,q14_tenant_day_sum,regional_topk_candidates,0.2853191710203477,2,2.5757923100169906,2,False
E1,R1_sql_structural,q14_tenant_day_sum::run-1,q14_tenant_day_sum,mitigate_remote_path_bundle,1.233046283532483,1,3.0846777644454395,1,True
E1,R1_sql_structural,q15_tenant_day_count::run-1,q15_tenant_day_count,increase_gac_work_mem,-0.0003058943797565,3,0.043407351337348896,3,False
E1,R1_sql_structural,q15_tenant_day_count::run-1,q15_tenant_day_count,regional_topk_candidates,0.3143085514529989,2,2.138978215179368,2,False
E1,R1_sql_structural,q15_tenant_day_count::run-1,q15_tenant_day_count,mitigate_remote_path_bundle,2.638475844802685,1,2.6322294978839595,1,True
E2,R1_sql_structural,q01_event_value_desc::run-1,q01_event_value_desc,increase_gac_work_mem,0.0389910134517095,3,0.009430907327397861,3,False
E2,R1_sql_structural,q01_event_value_desc::run-1,q01_event_value_desc,regional_topk_candidates,0.148442525949881,2,3.259312651569929,2,False
E2,R1_sql_structural,q01_event_value_desc::run-1,q01_event_value_desc,mitigate_remote_path_bundle,2.4389637619025195,1,3.2851932981456375,1,False
E2,R1_sql_structural,q02_event_value_asc::run-1,q02_event_value_asc,increase_gac_work_mem,0.1150579244177509,3,0.038988989815286416,3,False
E2,R1_sql_structural,q02_event_value_asc::run-1,q02_event_value_asc,regional_topk_candidates,0.1636418321928228,2,0.14870537834688535,2,False
E2,R1_sql_structural,q02_event_value_asc::run-1,q02_event_value_asc,mitigate_remote_path_bundle,0.9620528956614378,1,2.439051509070019,1,True
E2,R1_sql_structural,q02_event_value_asc::run-2,q02_event_value_asc,increase_gac_work_mem,-0.0663499323728781,3,0.038988989815286416,3,False
E2,R1_sql_structural,q02_event_value_asc::run-2,q02_event_value_asc,regional_topk_candidates,0.0124944675739018,2,0.14870537834688535,2,False
E2,R1_sql_structural,q02_event_value_asc::run-2,q02_event_value_asc,mitigate_remote_path_bundle,0.8193133052714852,1,2.439051509070019,1,True
E2,R1_sql_structural,q03_event_recent::run-1,q03_event_recent,increase_gac_work_mem,0.0074479246782218,3,0.023440019847531413,3,False
E2,R1_sql_structural,q03_event_recent::run-1,q03_event_recent,regional_topk_candidates,0.0486212889871827,2,1.3248995737148181,2,False
E2,R1_sql_structural,q03_event_recent::run-1,q03_event_recent,mitigate_remote_path_bundle,2.074180777894477,1,2.1378762949968926,1,False
E2,R1_sql_structural,q03_event_recent::run-2,q03_event_recent,increase_gac_work_mem,-0.1048447833628063,3,0.023440019847531413,3,False
E2,R1_sql_structural,q03_event_recent::run-2,q03_event_recent,regional_topk_candidates,-0.0141682721267147,2,1.3248995737148181,2,False
E2,R1_sql_structural,q03_event_recent::run-2,q03_event_recent,mitigate_remote_path_bundle,1.9117449342238144,1,2.1378762949968926,1,False
E2,R1_sql_structural,q03_event_recent::run-3,q03_event_recent,increase_gac_work_mem,-0.0002791294905142,2,0.023440019847531413,3,False
E2,R1_sql_structural,q03_event_recent::run-3,q03_event_recent,regional_topk_candidates,-0.0585418455250905,3,1.3248995737148181,2,False
E2,R1_sql_structural,q03_event_recent::run-3,q03_event_recent,mitigate_remote_path_bundle,1.9700639210944435,1,2.1378762949968926,1,False
E2,R1_sql_structural,q04_event_oldest::run-1,q04_event_oldest,increase_gac_work_mem,0.0094718463899962,2,-0.03255727376228346,3,False
E2,R1_sql_structural,q04_event_oldest::run-1,q04_event_oldest,regional_topk_candidates,-0.0141705521924664,3,-0.008027529950110343,2,False
E2,R1_sql_structural,q04_event_oldest::run-1,q04_event_oldest,mitigate_remote_path_bundle,3.308023136004272,1,1.9853262676333974,1,True
E2,R1_sql_structural,q04_event_oldest::run-2,q04_event_oldest,increase_gac_work_mem,0.0105978840767133,3,-0.03255727376228346,3,False
E2,R1_sql_structural,q04_event_oldest::run-2,q04_event_oldest,regional_topk_candidates,0.0442818066513621,2,-0.008027529950110343,2,False
E2,R1_sql_structural,q04_event_oldest::run-2,q04_event_oldest,mitigate_remote_path_bundle,3.3135646401821126,1,1.9853262676333974,1,True
E2,R1_sql_structural,q04_event_oldest::run-3,q04_event_oldest,increase_gac_work_mem,0.009230508233768,3,-0.03255727376228346,3,False
E2,R1_sql_structural,q04_event_oldest::run-3,q04_event_oldest,regional_topk_candidates,0.0366362612175297,2,-0.008027529950110343,2,False
E2,R1_sql_structural,q04_event_oldest::run-3,q04_event_oldest,mitigate_remote_path_bundle,3.408545258460241,1,1.9853262676333974,1,True
E2,R1_sql_structural,q04_event_oldest::run-4,q04_event_oldest,increase_gac_work_mem,0.0137676500397462,3,-0.03255727376228346,3,False
E2,R1_sql_structural,q04_event_oldest::run-4,q04_event_oldest,regional_topk_candidates,0.0523781778984862,2,-0.008027529950110343,2,False
E2,R1_sql_structural,q04_event_oldest::run-4,q04_event_oldest,mitigate_remote_path_bundle,3.288965909245521,1,1.9853262676333974,1,True
E2,R1_sql_structural,q05_event_deviation::run-1,q05_event_deviation,increase_gac_work_mem,-0.2189988838292833,3,0.02923273789606568,3,False
E2,R1_sql_structural,q05_event_deviation::run-1,q05_event_deviation,regional_topk_candidates,1.6155677957074597,1,0.10824837671245668,2,False
E2,R1_sql_structural,q05_event_deviation::run-1,q05_event_deviation,mitigate_remote_path_bundle,1.2254340435854414,2,1.406809964171239,1,True
E2,R1_sql_structural,q05_event_deviation::run-2,q05_event_deviation,increase_gac_work_mem,0.0183683695362655,3,0.02923273789606568,3,False
E2,R1_sql_structural,q05_event_deviation::run-2,q05_event_deviation,regional_topk_candidates,1.5287577109536976,1,0.10824837671245668,2,False
E2,R1_sql_structural,q05_event_deviation::run-2,q05_event_deviation,mitigate_remote_path_bundle,1.1897369988267434,2,1.406809964171239,1,True
E2,R1_sql_structural,q05_event_deviation::run-3,q05_event_deviation,increase_gac_work_mem,-0.0316462744395453,3,0.02923273789606568,3,False
E2,R1_sql_structural,q05_event_deviation::run-3,q05_event_deviation,regional_topk_candidates,1.5227227683950888,1,0.10824837671245668,2,False
E2,R1_sql_structural,q05_event_deviation::run-3,q05_event_deviation,mitigate_remote_path_bundle,1.047395285262899,2,1.406809964171239,1,True
E2,R1_sql_structural,q05_event_deviation::run-4,q05_event_deviation,increase_gac_work_mem,0.0486061304280509,3,0.02923273789606568,3,False
E2,R1_sql_structural,q05_event_deviation::run-4,q05_event_deviation,regional_topk_candidates,1.6292173868977764,1,0.10824837671245668,2,False
E2,R1_sql_structural,q05_event_deviation::run-4,q05_event_deviation,mitigate_remote_path_bundle,1.1748579673493134,2,1.406809964171239,1,True
E2,R1_sql_structural,q05_event_deviation::run-5,q05_event_deviation,increase_gac_work_mem,0.1061461385855623,3,0.02923273789606568,3,False
E2,R1_sql_structural,q05_event_deviation::run-5,q05_event_deviation,regional_topk_candidates,1.7019159811692757,1,0.10824837671245668,2,False
E2,R1_sql_structural,q05_event_deviation::run-5,q05_event_deviation,mitigate_remote_path_bundle,1.1903135901596489,2,1.406809964171239,1,True
E2,R1_sql_structural,q06_tenant_sum::run-1,q06_tenant_sum,increase_gac_work_mem,-0.0113274524048228,3,0.009430907327397861,3,False
E2,R1_sql_structural,q06_tenant_sum::run-1,q06_tenant_sum,regional_topk_candidates,3.047649640005925,1,3.259312651569929,2,False
E2,R1_sql_structural,q06_tenant_sum::run-1,q06_tenant_sum,mitigate_remote_path_bundle,2.755693328342921,2,3.285193298145638,1,False
E2,R1_sql_structural,q07_tenant_count::run-1,q07_tenant_count,increase_gac_work_mem,0.0095142040035063,3,-0.01132722229834933,3,False
E2,R1_sql_structural,q07_tenant_count::run-1,q07_tenant_count,regional_topk_candidates,5.78740087138428,1,3.0476490364595286,1,True
E2,R1_sql_structural,q07_tenant_count::run-1,q07_tenant_count,mitigate_remote_path_bundle,4.358137982011629,2,2.755698369979692,2,False
E2,R1_sql_structural,q07_tenant_count::run-2,q07_tenant_count,increase_gac_work_mem,0.0058933650242485,3,-0.01132722229834933,3,False
E2,R1_sql_structural,q07_tenant_count::run-2,q07_tenant_count,regional_topk_candidates,5.944838229402522,1,3.0476490364595286,1,True
E2,R1_sql_structural,q07_tenant_count::run-2,q07_tenant_count,mitigate_remote_path_bundle,4.322867216809753,2,2.755698369979692,2,False
E2,R1_sql_structural,q08_tenant_avg::run-1,q08_tenant_avg,increase_gac_work_mem,0.0206639435078385,3,0.0013600534482181232,3,False
E2,R1_sql_structural,q08_tenant_avg::run-1,q08_tenant_avg,regional_topk_candidates,4.495349709290721,1,4.926627909395114,1,True
E2,R1_sql_structural,q08_tenant_avg::run-1,q08_tenant_avg,mitigate_remote_path_bundle,1.3965019409035595,2,3.812232495847775,2,False
E2,R1_sql_structural,q08_tenant_avg::run-2,q08_tenant_avg,increase_gac_work_mem,0.0735851486077056,3,0.0013600534482181232,3,False
E2,R1_sql_structural,q08_tenant_avg::run-2,q08_tenant_avg,regional_topk_candidates,4.607859831466466,1,4.926627909395114,1,True
E2,R1_sql_structural,q08_tenant_avg::run-2,q08_tenant_avg,mitigate_remote_path_bundle,1.1931412104635313,2,3.812232495847775,2,False
E2,R1_sql_structural,q08_tenant_avg::run-3,q08_tenant_avg,increase_gac_work_mem,0.0268770971362172,3,0.0013600534482181232,3,False
E2,R1_sql_structural,q08_tenant_avg::run-3,q08_tenant_avg,regional_topk_candidates,4.231723759789755,1,4.926627909395114,1,True
E2,R1_sql_structural,q08_tenant_avg::run-3,q08_tenant_avg,mitigate_remote_path_bundle,1.4095299228143046,2,3.812232495847775,2,False
E2,R1_sql_structural,q09_tenant_max::run-1,q09_tenant_max,increase_gac_work_mem,-0.0098099219860758,3,0.02090847247337096,3,False
E2,R1_sql_structural,q09_tenant_max::run-1,q09_tenant_max,regional_topk_candidates,0.6178171990686502,2,4.7238944664097895,1,False
E2,R1_sql_structural,q09_tenant_max::run-1,q09_tenant_max,mitigate_remote_path_bundle,1.993424827708021,1,2.8078739320884276,2,False
E2,R1_sql_structural,q09_tenant_max::run-2,q09_tenant_max,increase_gac_work_mem,0.0118212301274772,3,0.02090847247337096,3,False
E2,R1_sql_structural,q09_tenant_max::run-2,q09_tenant_max,regional_topk_candidates,0.711494806856934,2,4.7238944664097895,1,False
E2,R1_sql_structural,q09_tenant_max::run-2,q09_tenant_max,mitigate_remote_path_bundle,2.0356382800169626,1,2.8078739320884276,2,False
E2,R1_sql_structural,q09_tenant_max::run-3,q09_tenant_max,increase_gac_work_mem,0.0235774955198211,3,0.02090847247337096,3,False
E2,R1_sql_structural,q09_tenant_max::run-3,q09_tenant_max,regional_topk_candidates,0.741129797923938,2,4.7238944664097895,1,False
E2,R1_sql_structural,q09_tenant_max::run-3,q09_tenant_max,mitigate_remote_path_bundle,1.8201093118769007,1,2.8078739320884276,2,False
E2,R1_sql_structural,q09_tenant_max::run-4,q09_tenant_max,increase_gac_work_mem,0.001257989186062,3,0.02090847247337096,3,False
E2,R1_sql_structural,q09_tenant_max::run-4,q09_tenant_max,regional_topk_candidates,0.6273560086690125,2,4.7238944664097895,1,False
E2,R1_sql_structural,q09_tenant_max::run-4,q09_tenant_max,mitigate_remote_path_bundle,1.940935010719443,1,2.8078739320884276,2,False
E2,R1_sql_structural,q10_tenant_min::run-1,q10_tenant_min,increase_gac_work_mem,-0.0152279019519483,3,0.006711729571223382,3,False
E2,R1_sql_structural,q10_tenant_min::run-1,q10_tenant_min,regional_topk_candidates,1.5949990223674917,2,0.6744549850804935,2,False
E2,R1_sql_structural,q10_tenant_min::run-1,q10_tenant_min,mitigate_remote_path_bundle,3.3317455284481,1,1.947526020936219,1,True
E2,R1_sql_structural,q10_tenant_min::run-2,q10_tenant_min,increase_gac_work_mem,-0.0055403245600634,3,0.006711729571223382,3,False
E2,R1_sql_structural,q10_tenant_min::run-2,q10_tenant_min,regional_topk_candidates,1.6670659134424273,2,0.6744549850804935,2,False
E2,R1_sql_structural,q10_tenant_min::run-2,q10_tenant_min,mitigate_remote_path_bundle,3.4653048889107207,1,1.947526020936219,1,True
E2,R1_sql_structural,q10_tenant_min::run-3,q10_tenant_min,increase_gac_work_mem,0.0360130863917107,3,0.006711729571223382,3,False
E2,R1_sql_structural,q10_tenant_min::run-3,q10_tenant_min,regional_topk_candidates,1.6725292573066506,2,0.6744549850804935,2,False
E2,R1_sql_structural,q10_tenant_min::run-3,q10_tenant_min,mitigate_remote_path_bundle,3.5011137901178766,1,1.947526020936219,1,True
E2,R1_sql_structural,q10_tenant_min::run-4,q10_tenant_min,increase_gac_work_mem,-0.0081606287519814,3,0.006711729571223382,3,False
E2,R1_sql_structural,q10_tenant_min::run-4,q10_tenant_min,regional_topk_candidates,1.62577245151283,2,0.6744549850804935,2,False
E2,R1_sql_structural,q10_tenant_min::run-4,q10_tenant_min,mitigate_remote_path_bundle,3.458012893313503,1,1.947526020936219,1,True
E2,R1_sql_structural,q10_tenant_min::run-5,q10_tenant_min,increase_gac_work_mem,0.0597814596106214,3,0.006711729571223382,3,False
E2,R1_sql_structural,q10_tenant_min::run-5,q10_tenant_min,regional_topk_candidates,1.7150745043587334,2,0.6744549850804935,2,False
E2,R1_sql_structural,q10_tenant_min::run-5,q10_tenant_min,mitigate_remote_path_bundle,3.4915839085451066,1,1.947526020936219,1,True
E2,R1_sql_structural,q11_tenant_high_count::run-1,q11_tenant_high_count,increase_gac_work_mem,0.0937873302573581,3,0.0031776976642697197,3,False
E2,R1_sql_structural,q11_tenant_high_count::run-1,q11_tenant_high_count,regional_topk_candidates,1.689951973975143,1,1.0684091098519608,2,False
E2,R1_sql_structural,q11_tenant_high_count::run-1,q11_tenant_high_count,mitigate_remote_path_bundle,1.1890485176438446,2,2.5187466039944257,1,False
E2,R1_sql_structural,q12_tenant_user_sum::run-1,q12_tenant_user_sum,increase_gac_work_mem,0.0620501007483585,3,0.0031776976642697197,3,False
E2,R1_sql_structural,q12_tenant_user_sum::run-1,q12_tenant_user_sum,regional_topk_candidates,2.722186807479819,1,1.0684091098519608,2,False
E2,R1_sql_structural,q12_tenant_user_sum::run-1,q12_tenant_user_sum,mitigate_remote_path_bundle,2.60350925502538,2,2.5187466039944257,1,False
E2,R1_sql_structural,q12_tenant_user_sum::run-2,q12_tenant_user_sum,increase_gac_work_mem,0.0468398291295993,3,0.0031776976642697197,3,False
E2,R1_sql_structural,q12_tenant_user_sum::run-2,q12_tenant_user_sum,regional_topk_candidates,2.642596705948222,1,1.0684091098519608,2,False
E2,R1_sql_structural,q12_tenant_user_sum::run-2,q12_tenant_user_sum,mitigate_remote_path_bundle,2.3849689300931085,2,2.5187466039944257,1,False
E2,R1_sql_structural,q13_tenant_user_count::run-1,q13_tenant_user_count,increase_gac_work_mem,-0.0169087536433568,3,0.054444198166143744,3,False
E2,R1_sql_structural,q13_tenant_user_count::run-1,q13_tenant_user_count,regional_topk_candidates,2.533280904815219,2,2.6823679838683954,1,True
E2,R1_sql_structural,q13_tenant_user_count::run-1,q13_tenant_user_count,mitigate_remote_path_bundle,3.582620675817098,1,2.4942473930007742,2,False
E2,R1_sql_structural,q13_tenant_user_count::run-2,q13_tenant_user_count,increase_gac_work_mem,0.000215558798449,3,0.054444198166143744,3,False
E2,R1_sql_structural,q13_tenant_user_count::run-2,q13_tenant_user_count,regional_topk_candidates,2.489066964314711,2,2.6823679838683954,1,True
E2,R1_sql_structural,q13_tenant_user_count::run-2,q13_tenant_user_count,mitigate_remote_path_bundle,3.427266215127879,1,2.4942473930007742,2,False
E2,R1_sql_structural,q13_tenant_user_count::run-3,q13_tenant_user_count,increase_gac_work_mem,0.0022388104984377,3,0.054444198166143744,3,False
E2,R1_sql_structural,q13_tenant_user_count::run-3,q13_tenant_user_count,regional_topk_candidates,2.4918301675269805,2,2.6823679838683954,1,True
E2,R1_sql_structural,q13_tenant_user_count::run-3,q13_tenant_user_count,mitigate_remote_path_bundle,3.425023746163733,1,2.4942473930007742,2,False
E2,R1_sql_structural,q14_tenant_day_sum::run-1,q14_tenant_day_sum,increase_gac_work_mem,0.0635345663129016,3,0.01888710910629754,3,False
E2,R1_sql_structural,q14_tenant_day_sum::run-1,q14_tenant_day_sum,regional_topk_candidates,0.2853191710203477,2,2.5757923100169906,2,False
E2,R1_sql_structural,q14_tenant_day_sum::run-1,q14_tenant_day_sum,mitigate_remote_path_bundle,1.233046283532483,1,3.0846777644454395,1,True
E2,R1_sql_structural,q14_tenant_day_sum::run-2,q14_tenant_day_sum,increase_gac_work_mem,0.1056924575119,3,0.01888710910629754,3,False
E2,R1_sql_structural,q14_tenant_day_sum::run-2,q14_tenant_day_sum,regional_topk_candidates,0.3492104306271075,2,2.5757923100169906,2,False
E2,R1_sql_structural,q14_tenant_day_sum::run-2,q14_tenant_day_sum,mitigate_remote_path_bundle,1.3203793430096975,1,3.0846777644454395,1,True
E2,R1_sql_structural,q14_tenant_day_sum::run-3,q14_tenant_day_sum,increase_gac_work_mem,0.0468458501152429,3,0.01888710910629754,3,False
E2,R1_sql_structural,q14_tenant_day_sum::run-3,q14_tenant_day_sum,regional_topk_candidates,0.2983051381180681,2,2.5757923100169906,2,False
E2,R1_sql_structural,q14_tenant_day_sum::run-3,q14_tenant_day_sum,mitigate_remote_path_bundle,1.2281426804223363,1,3.0846777644454395,1,True
E2,R1_sql_structural,q14_tenant_day_sum::run-4,q14_tenant_day_sum,increase_gac_work_mem,0.0572275554466537,3,0.01888710910629754,3,False
E2,R1_sql_structural,q14_tenant_day_sum::run-4,q14_tenant_day_sum,regional_topk_candidates,0.1205952939116147,2,2.5757923100169906,2,False
E2,R1_sql_structural,q14_tenant_day_sum::run-4,q14_tenant_day_sum,mitigate_remote_path_bundle,1.1826653991582703,1,3.0846777644454395,1,True
E2,R1_sql_structural,q15_tenant_day_count::run-1,q15_tenant_day_count,increase_gac_work_mem,-0.0003058943797565,3,0.043407351337348896,3,False
E2,R1_sql_structural,q15_tenant_day_count::run-1,q15_tenant_day_count,regional_topk_candidates,0.3143085514529989,2,2.138978215179368,2,False
E2,R1_sql_structural,q15_tenant_day_count::run-1,q15_tenant_day_count,mitigate_remote_path_bundle,2.638475844802685,1,2.6322294978839595,1,True
E2,R1_sql_structural,q15_tenant_day_count::run-2,q15_tenant_day_count,increase_gac_work_mem,0.0402636837051016,3,0.043407351337348896,3,False
E2,R1_sql_structural,q15_tenant_day_count::run-2,q15_tenant_day_count,regional_topk_candidates,0.3184915280019471,2,2.138978215179368,2,False
E2,R1_sql_structural,q15_tenant_day_count::run-2,q15_tenant_day_count,mitigate_remote_path_bundle,2.688503214114253,1,2.6322294978839595,1,True
E2,R1_sql_structural,q15_tenant_day_count::run-3,q15_tenant_day_count,increase_gac_work_mem,0.0263610512328854,3,0.043407351337348896,3,False
E2,R1_sql_structural,q15_tenant_day_count::run-3,q15_tenant_day_count,regional_topk_candidates,0.3243367692029089,2,2.138978215179368,2,False
E2,R1_sql_structural,q15_tenant_day_count::run-3,q15_tenant_day_count,mitigate_remote_path_bundle,2.630958209819509,1,2.6322294978839595,1,True
E2,R1_sql_structural,q15_tenant_day_count::run-4,q15_tenant_day_count,increase_gac_work_mem,-0.005900164795244,3,0.043407351337348896,3,False
E2,R1_sql_structural,q15_tenant_day_count::run-4,q15_tenant_day_count,regional_topk_candidates,0.2887640632749367,2,2.138978215179368,2,False
E2,R1_sql_structural,q15_tenant_day_count::run-4,q15_tenant_day_count,mitigate_remote_path_bundle,2.638866088643233,1,2.6322294978839595,1,True
E2,R1_sql_structural,q15_tenant_day_count::run-5,q15_tenant_day_count,increase_gac_work_mem,0.0388865100561299,3,0.043407351337348896,3,False
E2,R1_sql_structural,q15_tenant_day_count::run-5,q15_tenant_day_count,regional_topk_candidates,0.3289301569498578,2,2.138978215179368,2,False
E2,R1_sql_structural,q15_tenant_day_count::run-5,q15_tenant_day_count,mitigate_remote_path_bundle,2.3993502052314923,1,2.6322294978839595,1,True
E3,R1_sql_structural,phase_a::q01_event_value_desc,q01_event_value_desc,increase_gac_work_mem,0.0178449931667215,3,0.03367313553275415,3,False
E3,R1_sql_structural,phase_a::q01_event_value_desc,q01_event_value_desc,regional_topk_candidates,0.0369166612569191,2,1.4086549679394729,2,False
E3,R1_sql_structural,phase_a::q01_event_value_desc,q01_event_value_desc,mitigate_remote_path_bundle,2.7465284252268547,1,2.4457256863701335,1,False
E3,R1_sql_structural,phase_a::q02_event_value_asc,q02_event_value_asc,increase_gac_work_mem,-0.1591817404323117,3,-0.021321349547703726,3,False
E3,R1_sql_structural,phase_a::q02_event_value_asc,q02_event_value_asc,regional_topk_candidates,0.105673104799813,2,1.3668854041001315,2,False
E3,R1_sql_structural,phase_a::q02_event_value_asc,q02_event_value_asc,mitigate_remote_path_bundle,1.1412459890101,1,2.7310156456911,1,False
E3,R1_sql_structural,phase_a::q03_event_recent,q03_event_recent,increase_gac_work_mem,-0.0007214780467506,3,0.0438778431259139,3,False
E3,R1_sql_structural,phase_a::q03_event_recent,q03_event_recent,regional_topk_candidates,0.0386543596179359,2,1.4451878930843336,2,False
E3,R1_sql_structural,phase_a::q03_event_recent,q03_event_recent,mitigate_remote_path_bundle,2.0845038511016183,1,2.6846906993072492,1,False
E3,R1_sql_structural,phase_a::q04_event_oldest,q04_event_oldest,increase_gac_work_mem,-0.0686312101713334,3,0.031008065369416995,3,False
E3,R1_sql_structural,phase_a::q04_event_oldest,q04_event_oldest,regional_topk_candidates,0.0263170522816108,2,1.4308261404076934,2,False
E3,R1_sql_structural,phase_a::q04_event_oldest,q04_event_oldest,mitigate_remote_path_bundle,3.284289556076266,1,2.3113855015950002,1,False
E3,R1_sql_structural,phase_a::q05_event_deviation,q05_event_deviation,increase_gac_work_mem,0.031623719943044,3,0.05998258084129307,3,False
E3,R1_sql_structural,phase_a::q05_event_deviation,q05_event_deviation,regional_topk_candidates,1.3545928545751755,1,1.0995068171217786,2,False
E3,R1_sql_structural,phase_a::q05_event_deviation,q05_event_deviation,mitigate_remote_path_bundle,1.16768064132812,2,2.767582836295635,1,False
