representation,pair_type,left_episode_id,right_episode_id,left_round_id,right_round_id,left_query_id,right_query_id,same_query_id,representation_distance_l2,action_response_distance_l1,action_response_distance_l2,left_best_action,right_best_action,best_action_equal,action_rank_disagreement,action_response_spearman
R1_sql_structural,N2-N3,n2_control::q07_tenant_count,phase_b::q07_tenant_count,n2_control,phase_b,q07_tenant_count,q07_tenant_count,True,0.16075913981495854,0.8918320707005323,0.630472474413419,regional_topk_candidates,regional_topk_candidates,True,0.0,1.0
R1_sql_structural,N2-N3,n2_control::q08_tenant_avg,phase_a::q08_tenant_avg,n2_control,phase_a,q08_tenant_avg,q08_tenant_avg,True,0.16075913981495854,0.4388546854167376,0.33093002888598727,regional_topk_candidates,regional_topk_candidates,True,0.0,1.0
R1_sql_structural,N2-N3,n2_control::q08_tenant_avg,phase_b::q08_tenant_avg,n2_control,phase_b,q08_tenant_avg,q08_tenant_avg,True,0.16075913981495854,0.4704945991421599,0.3900058202678932,regional_topk_candidates,regional_topk_candidates,True,0.0,1.0
R1_sql_structural,N2-N3,n2_control::q09_tenant_max,phase_a::q09_tenant_max,n2_control,phase_a,q09_tenant_max,q09_tenant_max,True,0.16075913981495854,0.4159586765144776,0.2716539507369796,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R1_sql_structural,N2-N3,n2_control::q09_tenant_max,phase_b::q09_tenant_max,n2_control,phase_b,q09_tenant_max,q09_tenant_max,True,0.16075913981495854,0.26618609699693163,0.19782287763902404,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R1_sql_structural,N2-N3,n2_control::q10_tenant_min,phase_a::q10_tenant_min,n2_control,phase_a,q10_tenant_min,q10_tenant_min,True,0.16075913981495854,0.3877366041911392,0.35841960666286593,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R1_sql_structural,N2-N3,n2_control::q10_tenant_min,phase_b::q10_tenant_min,n2_control,phase_b,q10_tenant_min,q10_tenant_min,True,0.16075913981495854,0.4460460637270625,0.3576101290816625,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R1_sql_structural,N2-N3,n2_control::q11_tenant_high_count,phase_a::q11_tenant_high_count,n2_control,phase_a,q11_tenant_high_count,q11_tenant_high_count,True,0.1489308486025847,0.40474751139670717,0.3256641850973454,regional_topk_candidates,regional_topk_candidates,True,0.0,1.0
R1_sql_structural,N2-N3,n2_control::q11_tenant_high_count,phase_b::q11_tenant_high_count,n2_control,phase_b,q11_tenant_high_count,q11_tenant_high_count,True,0.1489308486025847,0.6463413918062841,0.38372004961392847,regional_topk_candidates,regional_topk_candidates,True,0.0,1.0
R1_sql_structural,N2-N3,n2_control::q12_tenant_user_sum,phase_a::q12_tenant_user_sum,n2_control,phase_a,q12_tenant_user_sum,q12_tenant_user_sum,True,0.16075913981495854,0.5215935054792448,0.3914613998953633,regional_topk_candidates,regional_topk_candidates,True,0.0,1.0
R1_sql_structural,N2-N3,n2_control::q12_tenant_user_sum,phase_b::q12_tenant_user_sum,n2_control,phase_b,q12_tenant_user_sum,q12_tenant_user_sum,True,0.16075913981495854,0.38934834531291707,0.35686415183575043,regional_topk_candidates,regional_topk_candidates,True,0.0,1.0
R1_sql_structural,N2-N3,n2_control::q13_tenant_user_count,phase_a::q13_tenant_user_count,n2_control,phase_a,q13_tenant_user_count,q13_tenant_user_count,True,0.16075913981495854,0.4388782149051621,0.3991057654645798,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R1_sql_structural,N2-N3,n2_control::q13_tenant_user_count,phase_b::q13_tenant_user_count,n2_control,phase_b,q13_tenant_user_count,q13_tenant_user_count,True,0.16075913981495854,0.6908979111054901,0.5129327034004331,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R1_sql_structural,N2-N3,n2_control::q14_tenant_day_sum,phase_a::q14_tenant_day_sum,n2_control,phase_a,q14_tenant_day_sum,q14_tenant_day_sum,True,0.16075913981495854,0.09708407276618546,0.06773552094709323,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R1_sql_structural,N2-N3,n2_control::q14_tenant_day_sum,phase_b::q14_tenant_day_sum,n2_control,phase_b,q14_tenant_day_sum,q14_tenant_day_sum,True,0.16075913981495854,0.19059362146788605,0.14728051464043587,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R1_sql_structural,N2-N3,n2_control::q15_tenant_day_count,phase_a::q15_tenant_day_count,n2_control,phase_a,q15_tenant_day_count,q15_tenant_day_count,True,0.16075913981495854,0.09139959008030643,0.058858834331035524,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R1_sql_structural,N2-N3,n2_control::q15_tenant_day_count,phase_b::q15_tenant_day_count,n2_control,phase_b,q15_tenant_day_count,q15_tenant_day_count,True,0.16075913981495854,0.10647288702885598,0.08226688483181666,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R2_coordinator_physical,N2-N3,n2_control::q01_event_value_desc,phase_a::q01_event_value_desc,n2_control,phase_a,q01_event_value_desc,q01_event_value_desc,True,0.06492653897020592,0.27049865229610365,0.19318492372941204,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R2_coordinator_physical,N2-N3,n2_control::q01_event_value_desc,phase_b::q01_event_value_desc,n2_control,phase_b,q01_event_value_desc,q01_event_value_desc,True,0.06312580137666933,0.3887739999174609,0.2748003876446099,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R2_coordinator_physical,N2-N3,n2_control::q02_event_value_asc,phase_a::q02_event_value_asc,n2_control,phase_a,q02_event_value_asc,q02_event_value_asc,True,0.04652622026233615,1.0181591360228726,0.6048466710890595,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R2_coordinator_physical,N2-N3,n2_control::q02_event_value_asc,phase_b::q02_event_value_asc,n2_control,phase_b,q02_event_value_asc,q02_event_value_asc,True,0.04795395801000865,0.5744752803955551,0.38523409115655316,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.3333333333333333,0.5
R2_coordinator_physical,N2-N3,n2_control::q03_event_recent,phase_a::q03_event_recent,n2_control,phase_a,q03_event_recent,q03_event_recent,True,0.08160854264910622,0.38730438199642775,0.3297753909812492,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R2_coordinator_physical,N2-N3,n2_control::q03_event_recent,phase_b::q03_event_recent,n2_control,phase_b,q03_event_recent,q03_event_recent,True,0.07404854102428261,0.2680083872200797,0.25337298532536506,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R2_coordinator_physical,N2-N3,n2_control::q04_event_oldest,phase_a::q04_event_oldest,n2_control,phase_a,q04_event_oldest,q04_event_oldest,True,0.03739363042594379,0.2970192882944151,0.18660667713134274,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R2_coordinator_physical,N2-N3,n2_control::q04_event_oldest,phase_b::q04_event_oldest,n2_control,phase_b,q04_event_oldest,q04_event_oldest,True,0.04018030678859667,0.08328101349115703,0.06203329287852902,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R2_coordinator_physical,N2-N3,n2_control::q05_event_deviation,phase_a::q05_event_deviation,n2_control,phase_a,q05_event_deviation,q05_event_deviation,True,0.1243272522230338,0.6145465328269497,0.44540324887129357,regional_topk_candidates,regional_topk_candidates,True,0.0,1.0
R2_coordinator_physical,N2-N3,n2_control::q05_event_deviation,phase_b::q05_event_deviation,n2_control,phase_b,q05_event_deviation,q05_event_deviation,True,0.09615845402679829,0.4487661445114312,0.40546812842389846,regional_topk_candidates,regional_topk_candidates,True,0.0,1.0
R2_coordinator_physical,N2-N3,n2_control::q06_tenant_sum,phase_a::q06_tenant_sum,n2_control,phase_a,q06_tenant_sum,q06_tenant_sum,True,0.013267075082020598,0.32221895514507637,0.28496474122396387,regional_topk_candidates,regional_topk_candidates,True,0.0,1.0
R2_coordinator_physical,N2-N3,n2_control::q06_tenant_sum,phase_b::q06_tenant_sum,n2_control,phase_b,q06_tenant_sum,q06_tenant_sum,True,0.015586059466415733,0.529515158435965,0.38512330232151387,regional_topk_candidates,regional_topk_candidates,True,0.0,1.0
R2_coordinator_physical,N2-N3,n2_control::q07_tenant_count,phase_a::q07_tenant_count,n2_control,phase_a,q07_tenant_count,q07_tenant_count,True,0.010385909599507283,0.5548496423310275,0.5328825336763378,regional_topk_candidates,regional_topk_candidates,True,0.0,1.0
R2_coordinator_physical,N2-N3,n2_control::q07_tenant_count,phase_b::q07_tenant_count,n2_control,phase_b,q07_tenant_count,q07_tenant_count,True,0.00931747775761654,0.8918320707005323,0.630472474413419,regional_topk_candidates,regional_topk_candidates,True,0.0,1.0
R2_coordinator_physical,N2-N3,n2_control::q08_tenant_avg,phase_a::q08_tenant_avg,n2_control,phase_a,q08_tenant_avg,q08_tenant_avg,True,0.014319093545523237,0.4388546854167376,0.33093002888598727,regional_topk_candidates,regional_topk_candidates,True,0.0,1.0
R2_coordinator_physical,N2-N3,n2_control::q08_tenant_avg,phase_b::q08_tenant_avg,n2_control,phase_b,q08_tenant_avg,q08_tenant_avg,True,0.009809769296949763,0.4704945991421599,0.3900058202678932,regional_topk_candidates,regional_topk_candidates,True,0.0,1.0
R2_coordinator_physical,N2-N3,n2_control::q09_tenant_max,phase_a::q09_tenant_max,n2_control,phase_a,q09_tenant_max,q09_tenant_max,True,0.04366019673007396,0.4159586765144776,0.2716539507369796,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R2_coordinator_physical,N2-N3,n2_control::q09_tenant_max,phase_b::q09_tenant_max,n2_control,phase_b,q09_tenant_max,q09_tenant_max,True,0.04850739989597474,0.26618609699693163,0.19782287763902404,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R2_coordinator_physical,N2-N3,n2_control::q10_tenant_min,phase_a::q10_tenant_min,n2_control,phase_a,q10_tenant_min,q10_tenant_min,True,0.029773624450066333,0.3877366041911392,0.35841960666286593,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R2_coordinator_physical,N2-N3,n2_control::q10_tenant_min,phase_b::q10_tenant_min,n2_control,phase_b,q10_tenant_min,q10_tenant_min,True,0.05686712678911448,0.4460460637270625,0.3576101290816625,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R2_coordinator_physical,N2-N3,n2_control::q11_tenant_high_count,phase_a::q11_tenant_high_count,n2_control,phase_a,q11_tenant_high_count,q11_tenant_high_count,True,0.014432413156227663,0.40474751139670717,0.3256641850973454,regional_topk_candidates,regional_topk_candidates,True,0.0,1.0
R2_coordinator_physical,N2-N3,n2_control::q11_tenant_high_count,phase_b::q11_tenant_high_count,n2_control,phase_b,q11_tenant_high_count,q11_tenant_high_count,True,0.09632390978173444,0.6463413918062841,0.38372004961392847,regional_topk_candidates,regional_topk_candidates,True,0.0,1.0
R2_coordinator_physical,N2-N3,n2_control::q12_tenant_user_sum,phase_a::q12_tenant_user_sum,n2_control,phase_a,q12_tenant_user_sum,q12_tenant_user_sum,True,0.034672902693667094,0.5215935054792448,0.3914613998953633,regional_topk_candidates,regional_topk_candidates,True,0.0,1.0
R2_coordinator_physical,N2-N3,n2_control::q12_tenant_user_sum,phase_b::q12_tenant_user_sum,n2_control,phase_b,q12_tenant_user_sum,q12_tenant_user_sum,True,0.08169626574912207,0.38934834531291707,0.35686415183575043,regional_topk_candidates,regional_topk_candidates,True,0.0,1.0
R2_coordinator_physical,N2-N3,n2_control::q13_tenant_user_count,phase_a::q13_tenant_user_count,n2_control,phase_a,q13_tenant_user_count,q13_tenant_user_count,True,0.027605225005693693,0.4388782149051621,0.3991057654645798,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R2_coordinator_physical,N2-N3,n2_control::q13_tenant_user_count,phase_b::q13_tenant_user_count,n2_control,phase_b,q13_tenant_user_count,q13_tenant_user_count,True,0.030270213767868346,0.6908979111054901,0.5129327034004331,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R2_coordinator_physical,N2-N3,n2_control::q14_tenant_day_sum,phase_a::q14_tenant_day_sum,n2_control,phase_a,q14_tenant_day_sum,q14_tenant_day_sum,True,0.4022956069497377,0.09708407276618546,0.06773552094709323,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R2_coordinator_physical,N2-N3,n2_control::q14_tenant_day_sum,phase_b::q14_tenant_day_sum,n2_control,phase_b,q14_tenant_day_sum,q14_tenant_day_sum,True,0.06736012230118207,0.19059362146788605,0.14728051464043587,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R2_coordinator_physical,N2-N3,n2_control::q15_tenant_day_count,phase_a::q15_tenant_day_count,n2_control,phase_a,q15_tenant_day_count,q15_tenant_day_count,True,0.06655332669620728,0.09139959008030643,0.058858834331035524,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R2_coordinator_physical,N2-N3,n2_control::q15_tenant_day_count,phase_b::q15_tenant_day_count,n2_control,phase_b,q15_tenant_day_count,q15_tenant_day_count,True,0.01654157252083822,0.10647288702885598,0.08226688483181666,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R3_full_multilayer,N2-N3,n2_control::q01_event_value_desc,phase_a::q01_event_value_desc,n2_control,phase_a,q01_event_value_desc,q01_event_value_desc,True,6.833807471020254,0.27049865229610365,0.19318492372941204,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R3_full_multilayer,N2-N3,n2_control::q01_event_value_desc,phase_b::q01_event_value_desc,n2_control,phase_b,q01_event_value_desc,q01_event_value_desc,True,6.710916551563639,0.3887739999174609,0.2748003876446099,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R3_full_multilayer,N2-N3,n2_control::q02_event_value_asc,phase_a::q02_event_value_asc,n2_control,phase_a,q02_event_value_asc,q02_event_value_asc,True,6.618646524004874,1.0181591360228726,0.6048466710890595,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R3_full_multilayer,N2-N3,n2_control::q02_event_value_asc,phase_b::q02_event_value_asc,n2_control,phase_b,q02_event_value_asc,q02_event_value_asc,True,6.590612185427184,0.5744752803955551,0.38523409115655316,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.3333333333333333,0.5
R3_full_multilayer,N2-N3,n2_control::q03_event_recent,phase_a::q03_event_recent,n2_control,phase_a,q03_event_recent,q03_event_recent,True,6.60989657333662,0.38730438199642775,0.3297753909812492,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R3_full_multilayer,N2-N3,n2_control::q03_event_recent,phase_b::q03_event_recent,n2_control,phase_b,q03_event_recent,q03_event_recent,True,6.7647490502060785,0.2680083872200797,0.25337298532536506,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R3_full_multilayer,N2-N3,n2_control::q04_event_oldest,phase_a::q04_event_oldest,n2_control,phase_a,q04_event_oldest,q04_event_oldest,True,6.507415800757202,0.2970192882944151,0.18660667713134274,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R3_full_multilayer,N2-N3,n2_control::q04_event_oldest,phase_b::q04_event_oldest,n2_control,phase_b,q04_event_oldest,q04_event_oldest,True,6.510981930718848,0.08328101349115703,0.06203329287852902,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R3_full_multilayer,N2-N3,n2_control::q05_event_deviation,phase_a::q05_event_deviation,n2_control,phase_a,q05_event_deviation,q05_event_deviation,True,6.035825933228995,0.6145465328269497,0.44540324887129357,regional_topk_candidates,regional_topk_candidates,True,0.0,1.0
R3_full_multilayer,N2-N3,n2_control::q05_event_deviation,phase_b::q05_event_deviation,n2_control,phase_b,q05_event_deviation,q05_event_deviation,True,6.0180070553289315,0.4487661445114312,0.40546812842389846,regional_topk_candidates,regional_topk_candidates,True,0.0,1.0
R3_full_multilayer,N2-N3,n2_control::q06_tenant_sum,phase_a::q06_tenant_sum,n2_control,phase_a,q06_tenant_sum,q06_tenant_sum,True,6.1481670695718,0.32221895514507637,0.28496474122396387,regional_topk_candidates,regional_topk_candidates,True,0.0,1.0
R3_full_multilayer,N2-N3,n2_control::q06_tenant_sum,phase_b::q06_tenant_sum,n2_control,phase_b,q06_tenant_sum,q06_tenant_sum,True,6.160700127165958,0.529515158435965,0.38512330232151387,regional_topk_candidates,regional_topk_candidates,True,0.0,1.0
R3_full_multilayer,N2-N3,n2_control::q07_tenant_count,phase_a::q07_tenant_count,n2_control,phase_a,q07_tenant_count,q07_tenant_count,True,6.25385964965821,0.5548496423310275,0.5328825336763378,regional_topk_candidates,regional_topk_candidates,True,0.0,1.0
R3_full_multilayer,N2-N3,n2_control::q07_tenant_count,phase_b::q07_tenant_count,n2_control,phase_b,q07_tenant_count,q07_tenant_count,True,6.260593376818659,0.8918320707005323,0.630472474413419,regional_topk_candidates,regional_topk_candidates,True,0.0,1.0
R3_full_multilayer,N2-N3,n2_control::q08_tenant_avg,phase_a::q08_tenant_avg,n2_control,phase_a,q08_tenant_avg,q08_tenant_avg,True,6.179711523100181,0.4388546854167376,0.33093002888598727,regional_topk_candidates,regional_topk_candidates,True,0.0,1.0
R3_full_multilayer,N2-N3,n2_control::q08_tenant_avg,phase_b::q08_tenant_avg,n2_control,phase_b,q08_tenant_avg,q08_tenant_avg,True,6.177460220490538,0.4704945991421599,0.3900058202678932,regional_topk_candidates,regional_topk_candidates,True,0.0,1.0
R3_full_multilayer,N2-N3,n2_control::q09_tenant_max,phase_a::q09_tenant_max,n2_control,phase_a,q09_tenant_max,q09_tenant_max,True,22.75809348719688,0.4159586765144776,0.2716539507369796,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R3_full_multilayer,N2-N3,n2_control::q09_tenant_max,phase_b::q09_tenant_max,n2_control,phase_b,q09_tenant_max,q09_tenant_max,True,22.735120201747453,0.26618609699693163,0.19782287763902404,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R3_full_multilayer,N2-N3,n2_control::q10_tenant_min,phase_a::q10_tenant_min,n2_control,phase_a,q10_tenant_min,q10_tenant_min,True,22.71509130723328,0.3877366041911392,0.35841960666286593,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R3_full_multilayer,N2-N3,n2_control::q10_tenant_min,phase_b::q10_tenant_min,n2_control,phase_b,q10_tenant_min,q10_tenant_min,True,22.662966923585444,0.4460460637270625,0.3576101290816625,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R3_full_multilayer,N2-N3,n2_control::q11_tenant_high_count,phase_a::q11_tenant_high_count,n2_control,phase_a,q11_tenant_high_count,q11_tenant_high_count,True,23.022959735828994,0.40474751139670717,0.3256641850973454,regional_topk_candidates,regional_topk_candidates,True,0.0,1.0
R3_full_multilayer,N2-N3,n2_control::q11_tenant_high_count,phase_b::q11_tenant_high_count,n2_control,phase_b,q11_tenant_high_count,q11_tenant_high_count,True,22.943563446006245,0.6463413918062841,0.38372004961392847,regional_topk_candidates,regional_topk_candidates,True,0.0,1.0
R3_full_multilayer,N2-N3,n2_control::q12_tenant_user_sum,phase_a::q12_tenant_user_sum,n2_control,phase_a,q12_tenant_user_sum,q12_tenant_user_sum,True,23.298743581197545,0.5215935054792448,0.3914613998953633,regional_topk_candidates,regional_topk_candidates,True,0.0,1.0
R3_full_multilayer,N2-N3,n2_control::q12_tenant_user_sum,phase_b::q12_tenant_user_sum,n2_control,phase_b,q12_tenant_user_sum,q12_tenant_user_sum,True,23.248563470336478,0.38934834531291707,0.35686415183575043,regional_topk_candidates,regional_topk_candidates,True,0.0,1.0
R3_full_multilayer,N2-N3,n2_control::q13_tenant_user_count,phase_a::q13_tenant_user_count,n2_control,phase_a,q13_tenant_user_count,q13_tenant_user_count,True,22.438914610890905,0.4388782149051621,0.3991057654645798,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R3_full_multilayer,N2-N3,n2_control::q13_tenant_user_count,phase_b::q13_tenant_user_count,n2_control,phase_b,q13_tenant_user_count,q13_tenant_user_count,True,22.432062625920242,0.6908979111054901,0.5129327034004331,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R3_full_multilayer,N2-N3,n2_control::q14_tenant_day_sum,phase_a::q14_tenant_day_sum,n2_control,phase_a,q14_tenant_day_sum,q14_tenant_day_sum,True,22.640814217906122,0.09708407276618546,0.06773552094709323,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R3_full_multilayer,N2-N3,n2_control::q14_tenant_day_sum,phase_b::q14_tenant_day_sum,n2_control,phase_b,q14_tenant_day_sum,q14_tenant_day_sum,True,22.590042484356655,0.19059362146788605,0.14728051464043587,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R3_full_multilayer,N2-N3,n2_control::q15_tenant_day_count,phase_a::q15_tenant_day_count,n2_control,phase_a,q15_tenant_day_count,q15_tenant_day_count,True,22.965558001417957,0.09139959008030643,0.058858834331035524,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
R3_full_multilayer,N2-N3,n2_control::q15_tenant_day_count,phase_b::q15_tenant_day_count,n2_control,phase_b,q15_tenant_day_count,q15_tenant_day_count,True,22.987637299514862,0.10647288702885598,0.08226688483181666,mitigate_remote_path_bundle,mitigate_remote_path_bundle,True,0.0,1.0
