episode_id,round_id,query_id,logical_query_hash,topology_id,mitigation_action,baseline_query_run_id,action_query_run_id,baseline_elapsed_seconds,action_elapsed_seconds,target_log2_gain,result_equal
n2_control::q05_event_deviation,n2_control,q05_event_deviation,a8f3388bb09e719bae97bfc84c4a0a624df5224b1ea226aecb1aec5b26ea4cfe,eu_us_gac,mitigate_remote_path_bundle,20260806T002645Z-n3-topology-memory-v1-n2_control__to--a974eff5e4d3--6-06-30-00-00-00-00__limit_k-50__include_apac-False,20260806T002304Z-n3-topology-memory-v1-n2_control__to--ea89bc851351--6-06-30-00-00-00-00__limit_k-50__include_apac-False,2.049012,0.882954,1.2145182498475087,True
n2_control::q06_tenant_sum,n2_control,q06_tenant_sum,f191e4e54c9891e70a6ea25f5072e629ad857314cdbc2ee05dca066eda638e00,eu_us_gac,increase_gac_work_mem,20260806T001521Z-n3-topology-memory-v1-n2_control__to--7f71a08e8c85---06-29-00-00-00-00__limit_k-100__include_apac-False,20260806T001013Z-n3-topology-memory-v1-n2_control__to--fd49c41c1e24---06-29-00-00-00-00__limit_k-100__include_apac-False,8.794506,8.827417,-0.0053888093478485395,True
n2_control::q06_tenant_sum,n2_control,q06_tenant_sum,f191e4e54c9891e70a6ea25f5072e629ad857314cdbc2ee05dca066eda638e00,eu_us_gac,regional_topk_candidates,20260806T001521Z-n3-topology-memory-v1-n2_control__to--7f71a08e8c85---06-29-00-00-00-00__limit_k-100__include_apac-False,20260806T001611Z-n3-topology-memory-v1-n2_control__to--adcddbe35438---06-29-00-00-00-00__limit_k-100__include_apac-False,8.794506,1.022275,3.1048191969493586,True
n2_control::q06_tenant_sum,n2_control,q06_tenant_sum,f191e4e54c9891e70a6ea25f5072e629ad857314cdbc2ee05dca066eda638e00,eu_us_gac,mitigate_remote_path_bundle,20260806T001521Z-n3-topology-memory-v1-n2_control__to--7f71a08e8c85---06-29-00-00-00-00__limit_k-100__include_apac-False,20260806T001256Z-n3-topology-memory-v1-n2_control__to--d3124a143b4a---06-29-00-00-00-00__limit_k-100__include_apac-False,8.794506,1.376622,2.67547007055355,True
n2_control::q07_tenant_count,n2_control,q07_tenant_count,83407397bd0c3a1d071ff599cd0c692ae7fc61021485d5033bafeeb8a8a95e3b,eu_us_gac,increase_gac_work_mem,20260806T003831Z-n3-topology-memory-v1-n2_control__to--6b94aa7dd6cc---06-24-00-00-00-00__limit_k-250__include_apac-False,20260806T003008Z-n3-topology-memory-v1-n2_control__to--cb8af4b45321---06-24-00-00-00-00__limit_k-250__include_apac-False,87.126684,87.065547,0.0010126978663761075,True
n2_control::q07_tenant_count,n2_control,q07_tenant_count,83407397bd0c3a1d071ff599cd0c692ae7fc61021485d5033bafeeb8a8a95e3b,eu_us_gac,regional_topk_candidates,20260806T003831Z-n3-topology-memory-v1-n2_control__to--6b94aa7dd6cc---06-24-00-00-00-00__limit_k-250__include_apac-False,20260806T003756Z-n3-topology-memory-v1-n2_control__to--ed384880002f---06-24-00-00-00-00__limit_k-250__include_apac-False,87.126684,1.390462,5.9694784130593455,True
n2_control::q07_tenant_count,n2_control,q07_tenant_count,83407397bd0c3a1d071ff599cd0c692ae7fc61021485d5033bafeeb8a8a95e3b,eu_us_gac,mitigate_remote_path_bundle,20260806T003831Z-n3-topology-memory-v1-n2_control__to--6b94aa7dd6cc---06-24-00-00-00-00__limit_k-250__include_apac-False,20260806T003525Z-n3-topology-memory-v1-n2_control__to--dd4543184df0---06-24-00-00-00-00__limit_k-250__include_apac-False,87.126684,4.456202,4.289228099159454,True
n2_control::q08_tenant_avg,n2_control,q08_tenant_avg,eba1ec0d96424a03d44b3e9e306d4103e68db78ef6d132729c2f2492e48acda3,eu_us_gac,increase_gac_work_mem,20260806T002525Z-n3-topology-memory-v1-n2_control__to--d790e0e29de6---06-17-00-00-00-00__limit_k-500__include_apac-False,20260806T001831Z-n3-topology-memory-v1-n2_control__to--074864e29a99---06-17-00-00-00-00__limit_k-500__include_apac-False,23.927701,23.221882,0.043196888719974645,True
n2_control::q08_tenant_avg,n2_control,q08_tenant_avg,eba1ec0d96424a03d44b3e9e306d4103e68db78ef6d132729c2f2492e48acda3,eu_us_gac,regional_topk_candidates,20260806T002525Z-n3-topology-memory-v1-n2_control__to--d790e0e29de6---06-17-00-00-00-00__limit_k-500__include_apac-False,20260806T002747Z-n3-topology-memory-v1-n2_control__to--cd6317e917e7---06-17-00-00-00-00__limit_k-500__include_apac-False,23.927701,1.018379,4.554335307851141,True
n2_control::q08_tenant_avg,n2_control,q08_tenant_avg,eba1ec0d96424a03d44b3e9e306d4103e68db78ef6d132729c2f2492e48acda3,eu_us_gac,mitigate_remote_path_bundle,20260806T002525Z-n3-topology-memory-v1-n2_control__to--d790e0e29de6---06-17-00-00-00-00__limit_k-500__include_apac-False,20260806T002213Z-n3-topology-memory-v1-n2_control__to--8a5d0a55561d---06-17-00-00-00-00__limit_k-500__include_apac-False,23.927701,9.151782,1.38655719587391,True
n2_control::q09_tenant_max,n2_control,q09_tenant_max,ef321334db0dd2faca8d4552ceaaa10d5688a821afa59dc67ff503fe605d9dc1,eu_us_gac,increase_gac_work_mem,20260806T005250Z-n3-topology-memory-v1-n2_control__to--7ae9213264fe--6-06-30-00-00-00-00__limit_k-50__include_apac-False,20260806T004543Z-n3-topology-memory-v1-n2_control__to--ef954a6c2da7--6-06-30-00-00-00-00__limit_k-50__include_apac-False,1.33779,1.282537,0.06085121940783308,True
n2_control::q09_tenant_max,n2_control,q09_tenant_max,ef321334db0dd2faca8d4552ceaaa10d5688a821afa59dc67ff503fe605d9dc1,eu_us_gac,regional_topk_candidates,20260806T005250Z-n3-topology-memory-v1-n2_control__to--7ae9213264fe--6-06-30-00-00-00-00__limit_k-50__include_apac-False,20260806T005220Z-n3-topology-memory-v1-n2_control__to--d9e6cb12b93e--6-06-30-00-00-00-00__limit_k-50__include_apac-False,1.33779,0.72768,0.8784756017956641,True
n2_control::q09_tenant_max,n2_control,q09_tenant_max,ef321334db0dd2faca8d4552ceaaa10d5688a821afa59dc67ff503fe605d9dc1,eu_us_gac,mitigate_remote_path_bundle,20260806T005250Z-n3-topology-memory-v1-n2_control__to--7ae9213264fe--6-06-30-00-00-00-00__limit_k-50__include_apac-False,20260806T004803Z-n3-topology-memory-v1-n2_control__to--a067ee005493--6-06-30-00-00-00-00__limit_k-50__include_apac-False,1.33779,0.328007,2.0280531574002088,True
n2_control::q10_tenant_min,n2_control,q10_tenant_min,37e066a72cab0a47202826293a7bf9825e79d77309aa7ed90aedd0a77519f9d1,eu_us_gac,increase_gac_work_mem,20260806T010753Z-n3-topology-memory-v1-n2_control__to--912b73682879---06-29-00-00-00-00__limit_k-100__include_apac-False,20260806T010257Z-n3-topology-memory-v1-n2_control__to--5e10608ad656---06-29-00-00-00-00__limit_k-100__include_apac-False,4.77702,4.788381,-0.0034270316668888853,True
n2_control::q10_tenant_min,n2_control,q10_tenant_min,37e066a72cab0a47202826293a7bf9825e79d77309aa7ed90aedd0a77519f9d1,eu_us_gac,regional_topk_candidates,20260806T010753Z-n3-topology-memory-v1-n2_control__to--912b73682879---06-29-00-00-00-00__limit_k-100__include_apac-False,20260806T010835Z-n3-topology-memory-v1-n2_control__to--8ca1abce1ffc---06-29-00-00-00-00__limit_k-100__include_apac-False,4.77702,1.165265,2.035452832723705,True
n2_control::q10_tenant_min,n2_control,q10_tenant_min,37e066a72cab0a47202826293a7bf9825e79d77309aa7ed90aedd0a77519f9d1,eu_us_gac,mitigate_remote_path_bundle,20260806T010753Z-n3-topology-memory-v1-n2_control__to--912b73682879---06-29-00-00-00-00__limit_k-100__include_apac-False,20260806T010529Z-n3-topology-memory-v1-n2_control__to--c4ddc8518483---06-29-00-00-00-00__limit_k-100__include_apac-False,4.77702,0.437708,3.4480702594646586,True
n2_control::q11_tenant_high_count,n2_control,q11_tenant_high_count,f6a2bcb3cdb7e94d9201d86ef4756f171051d24059c1f12d1a53f37f851a6900,eu_us_gac,increase_gac_work_mem,20260806T010000Z-n3-topology-memory-v1-n2_control__to--c247da99b290---06-24-00-00-00-00__limit_k-250__include_apac-False,20260806T005511Z-n3-topology-memory-v1-n2_control__to--749bba4b6772---06-24-00-00-00-00__limit_k-250__include_apac-False,2.100449,1.984543,0.08189093465065653,True
n2_control::q11_tenant_high_count,n2_control,q11_tenant_high_count,f6a2bcb3cdb7e94d9201d86ef4756f171051d24059c1f12d1a53f37f851a6900,eu_us_gac,regional_topk_candidates,20260806T010000Z-n3-topology-memory-v1-n2_control__to--c247da99b290---06-24-00-00-00-00__limit_k-250__include_apac-False,20260806T010038Z-n3-topology-memory-v1-n2_control__to--20670c4b32a2---06-24-00-00-00-00__limit_k-250__include_apac-False,2.100449,0.521486,2.009997329590151,True
n2_control::q11_tenant_high_count,n2_control,q11_tenant_high_count,f6a2bcb3cdb7e94d9201d86ef4756f171051d24059c1f12d1a53f37f851a6900,eu_us_gac,mitigate_remote_path_bundle,20260806T010000Z-n3-topology-memory-v1-n2_control__to--c247da99b290---06-24-00-00-00-00__limit_k-250__include_apac-False,20260806T005737Z-n3-topology-memory-v1-n2_control__to--4e90e22ae719---06-24-00-00-00-00__limit_k-250__include_apac-False,2.100449,0.76166,1.4634787198805264,True
n2_control::q12_tenant_user_sum,n2_control,q12_tenant_user_sum,7b773b722ee1cc712e6813a559a2b3b21afe2180ce60cb0023852f688a716727,eu_us_gac,increase_gac_work_mem,20260806T005058Z-n3-topology-memory-v1-n2_control__to--40265ce07729---06-17-00-00-00-00__limit_k-500__include_apac-False,20260806T004449Z-n3-topology-memory-v1-n2_control__to--60d5bd2ce99a---06-17-00-00-00-00__limit_k-500__include_apac-False,9.479738,9.402907,0.011740337690048187,True
n2_control::q12_tenant_user_sum,n2_control,q12_tenant_user_sum,7b773b722ee1cc712e6813a559a2b3b21afe2180ce60cb0023852f688a716727,eu_us_gac,regional_topk_candidates,20260806T005058Z-n3-topology-memory-v1-n2_control__to--40265ce07729---06-17-00-00-00-00__limit_k-500__include_apac-False,20260806T005149Z-n3-topology-memory-v1-n2_control__to--d12d2aaff4ab---06-17-00-00-00-00__limit_k-500__include_apac-False,9.479738,1.117802,3.084182525198386,True
n2_control::q12_tenant_user_sum,n2_control,q12_tenant_user_sum,7b773b722ee1cc712e6813a559a2b3b21afe2180ce60cb0023852f688a716727,eu_us_gac,mitigate_remote_path_bundle,20260806T005058Z-n3-topology-memory-v1-n2_control__to--40265ce07729---06-17-00-00-00-00__limit_k-500__include_apac-False,20260806T004837Z-n3-topology-memory-v1-n2_control__to--360c8298f65c---06-17-00-00-00-00__limit_k-500__include_apac-False,9.479738,1.484264,2.6750994655404803,True
n2_control::q13_tenant_user_count,n2_control,q13_tenant_user_count,fe8af0f5c504108ac6421d36a6e983a58ef6d510abc211519170e7a01fca00e8,eu_us_gac,increase_gac_work_mem,20260806T023104Z-n3-topology-memory-v1-n2_control--7f--d3907e921250--6-06-30-00-00-00-00__limit_k-50__include_apac-False,20260806T022142Z-n3-topology-memory-v1-n2_control--c2--ee4a85e8ccac--6-06-30-00-00-00-00__limit_k-50__include_apac-False,10.531608,10.489792,0.005739657244663994,True
n2_control::q13_tenant_user_count,n2_control,q13_tenant_user_count,fe8af0f5c504108ac6421d36a6e983a58ef6d510abc211519170e7a01fca00e8,eu_us_gac,regional_topk_candidates,20260806T023104Z-n3-topology-memory-v1-n2_control--7f--d3907e921250--6-06-30-00-00-00-00__limit_k-50__include_apac-False,20260806T023025Z-n3-topology-memory-v1-n2_control--7f--5950d269e812--6-06-30-00-00-00-00__limit_k-50__include_apac-False,10.531608,1.374754,2.9374803391305995,True
n2_control::q13_tenant_user_count,n2_control,q13_tenant_user_count,fe8af0f5c504108ac6421d36a6e983a58ef6d510abc211519170e7a01fca00e8,eu_us_gac,mitigate_remote_path_bundle,20260806T023104Z-n3-topology-memory-v1-n2_control--7f--d3907e921250--6-06-30-00-00-00-00__limit_k-50__include_apac-False,20260806T022613Z-n3-topology-memory-v1-n2_control--88--ece2055ea3aa--6-06-30-00-00-00-00__limit_k-50__include_apac-False,10.531608,0.847814,3.634834128411447,True
n2_control::q14_tenant_day_sum,n2_control,q14_tenant_day_sum,95e6d3a4098bc315c3f18c7a855c5f3722c8169985d79b396bc7785f95e58bca,eu_us_gac,increase_gac_work_mem,20260806T021736Z-n3-topology-memory-v1-n2_control--65--dc4288524f33---06-24-00-00-00-00__limit_k-100__include_apac-False,20260806T020818Z-n3-topology-memory-v1-n2_control--d3--fe0888cc1f15---06-24-00-00-00-00__limit_k-100__include_apac-False,9.188634,8.880299,0.049242150646479715,True
n2_control::q14_tenant_day_sum,n2_control,q14_tenant_day_sum,95e6d3a4098bc315c3f18c7a855c5f3722c8169985d79b396bc7785f95e58bca,eu_us_gac,regional_topk_candidates,20260806T021736Z-n3-topology-memory-v1-n2_control--65--dc4288524f33---06-24-00-00-00-00__limit_k-100__include_apac-False,20260806T021647Z-n3-topology-memory-v1-n2_control--65--162555fce884---06-24-00-00-00-00__limit_k-100__include_apac-False,9.188634,7.236642,0.3445300010482409,True
n2_control::q14_tenant_day_sum,n2_control,q14_tenant_day_sum,95e6d3a4098bc315c3f18c7a855c5f3722c8169985d79b396bc7785f95e58bca,eu_us_gac,mitigate_remote_path_bundle,20260806T021736Z-n3-topology-memory-v1-n2_control--65--dc4288524f33---06-24-00-00-00-00__limit_k-100__include_apac-False,20260806T021231Z-n3-topology-memory-v1-n2_control--9a--e49fc654ea82---06-24-00-00-00-00__limit_k-100__include_apac-False,9.188634,3.434244,1.419857858446983,True
n2_control::q15_tenant_day_count,n2_control,q15_tenant_day_count,a850557ed7afa89727e6c64f749a90fe373c4732fda20b63fef079e80ce4f337,eu_us_gac,increase_gac_work_mem,20260806T020303Z-n3-topology-memory-v1-n2_control--0f--755122a84414---06-17-00-00-00-00__limit_k-250__include_apac-False,20260806T014434Z-n3-topology-memory-v1-n2_control--9c--53e2dfe68c75---06-17-00-00-00-00__limit_k-250__include_apac-False,43.792773,43.937548,-0.004761554768353559,True
n2_control::q15_tenant_day_count,n2_control,q15_tenant_day_count,a850557ed7afa89727e6c64f749a90fe373c4732fda20b63fef079e80ce4f337,eu_us_gac,regional_topk_candidates,20260806T020303Z-n3-topology-memory-v1-n2_control--0f--755122a84414---06-17-00-00-00-00__limit_k-250__include_apac-False,20260806T020118Z-n3-topology-memory-v1-n2_control--0f--dbb6c841adad---06-17-00-00-00-00__limit_k-250__include_apac-False,43.792773,34.792295,0.3319249590865699,True
n2_control::q15_tenant_day_count,n2_control,q15_tenant_day_count,a850557ed7afa89727e6c64f749a90fe373c4732fda20b63fef079e80ce4f337,eu_us_gac,mitigate_remote_path_bundle,20260806T020303Z-n3-topology-memory-v1-n2_control--0f--755122a84414---06-17-00-00-00-00__limit_k-250__include_apac-False,20260806T014954Z-n3-topology-memory-v1-n2_control--51--9521eda2340d---06-17-00-00-00-00__limit_k-250__include_apac-False,43.792773,6.847391,2.677066504777989,True
phase_a::q01_event_value_desc,phase_a,q01_event_value_desc,310585c8ca908d0dd5275dde782b189ac7354c2d3a1f3f808e83ef3dafa4093e,eu_us_apac_gac,increase_gac_work_mem,20260806T031020Z-n3-topology-memory-v1-phase_a_baseli--3c32ac71df5d--26-06-30-00-00-00-00__limit_k-25__include_apac-True,20260806T045350Z-n3-topology-memory-v1-phase_a_action--e518e7989141--26-06-30-00-00-00-00__limit_k-25__include_apac-True,1.623848,1.603886,0.017844993166721584,True
phase_a::q01_event_value_desc,phase_a,q01_event_value_desc,310585c8ca908d0dd5275dde782b189ac7354c2d3a1f3f808e83ef3dafa4093e,eu_us_apac_gac,regional_topk_candidates,20260806T031020Z-n3-topology-memory-v1-phase_a_baseli--3c32ac71df5d--26-06-30-00-00-00-00__limit_k-25__include_apac-True,20260806T050210Z-n3-topology-memory-v1-phase_a_action--235fab690696--26-06-30-00-00-00-00__limit_k-25__include_apac-True,1.623848,1.582823,0.03691666125691918,True
phase_a::q01_event_value_desc,phase_a,q01_event_value_desc,310585c8ca908d0dd5275dde782b189ac7354c2d3a1f3f808e83ef3dafa4093e,eu_us_apac_gac,mitigate_remote_path_bundle,20260806T031020Z-n3-topology-memory-v1-phase_a_baseli--3c32ac71df5d--26-06-30-00-00-00-00__limit_k-25__include_apac-True,20260806T045735Z-n3-topology-memory-v1-phase_a_action--6bcc294db7b8--26-06-30-00-00-00-00__limit_k-25__include_apac-True,1.623848,0.241968,2.7465284252268547,True
phase_a::q02_event_value_asc,phase_a,q02_event_value_asc,0a2cb0044b1e65e7356e0ddfd28a8c7c5f90a0c57a1c018cc567fd8ae053e58b,eu_us_apac_gac,increase_gac_work_mem,20260806T030612Z-n3-topology-memory-v1-phase_a_baseli--7cf18246a901--6-06-29-00-00-00-00__limit_k-100__include_apac-True,20260806T044442Z-n3-topology-memory-v1-phase_a_action--69c2ce1e94b7--6-06-29-00-00-00-00__limit_k-100__include_apac-True,0.518698,0.579206,-0.15918174043231179,True
phase_a::q02_event_value_asc,phase_a,q02_event_value_asc,0a2cb0044b1e65e7356e0ddfd28a8c7c5f90a0c57a1c018cc567fd8ae053e58b,eu_us_apac_gac,regional_topk_candidates,20260806T030612Z-n3-topology-memory-v1-phase_a_baseli--7cf18246a901--6-06-29-00-00-00-00__limit_k-100__include_apac-True,20260806T045039Z-n3-topology-memory-v1-phase_a_action--769c6c5a0cc3--6-06-29-00-00-00-00__limit_k-100__include_apac-True,0.518698,0.482063,0.10567310479981305,True
phase_a::q02_event_value_asc,phase_a,q02_event_value_asc,0a2cb0044b1e65e7356e0ddfd28a8c7c5f90a0c57a1c018cc567fd8ae053e58b,eu_us_apac_gac,mitigate_remote_path_bundle,20260806T030612Z-n3-topology-memory-v1-phase_a_baseli--7cf18246a901--6-06-29-00-00-00-00__limit_k-100__include_apac-True,20260806T044739Z-n3-topology-memory-v1-phase_a_action--94fd79b6e682--6-06-29-00-00-00-00__limit_k-100__include_apac-True,0.518698,0.235161,1.1412459890101,True
phase_a::q03_event_recent,phase_a,q03_event_recent,103816223390607dc69118af636dad298c818617bfce8e9037bf2d58b927b051,eu_us_apac_gac,increase_gac_work_mem,20260806T030318Z-n3-topology-memory-v1-phase_a_baseli--0ea50ac82c54--6-06-24-00-00-00-00__limit_k-250__include_apac-True,20260806T043558Z-n3-topology-memory-v1-phase_a_action--adbbbea5ca34--6-06-24-00-00-00-00__limit_k-250__include_apac-True,1.22947,1.230085,-0.000721478046750696,True
phase_a::q03_event_recent,phase_a,q03_event_recent,103816223390607dc69118af636dad298c818617bfce8e9037bf2d58b927b051,eu_us_apac_gac,regional_topk_candidates,20260806T030318Z-n3-topology-memory-v1-phase_a_baseli--0ea50ac82c54--6-06-24-00-00-00-00__limit_k-250__include_apac-True,20260806T044147Z-n3-topology-memory-v1-phase_a_action--bf292f7ad29c--6-06-24-00-00-00-00__limit_k-250__include_apac-True,1.22947,1.196966,0.03865435961793594,True
phase_a::q03_event_recent,phase_a,q03_event_recent,103816223390607dc69118af636dad298c818617bfce8e9037bf2d58b927b051,eu_us_apac_gac,mitigate_remote_path_bundle,20260806T030318Z-n3-topology-memory-v1-phase_a_baseli--0ea50ac82c54--6-06-24-00-00-00-00__limit_k-250__include_apac-True,20260806T043854Z-n3-topology-memory-v1-phase_a_action--bc5604f29073--6-06-24-00-00-00-00__limit_k-250__include_apac-True,1.22947,0.289881,2.0845038511016183,True
phase_a::q04_event_oldest,phase_a,q04_event_oldest,c3d91b2920a74ade62b28eb247eb3b65854d78456aaf4ddf84657b9c10719f34,eu_us_apac_gac,increase_gac_work_mem,20260806T030922Z-n3-topology-memory-v1-phase_a_baseli--8db8ddc14fdb--6-06-17-00-00-00-00__limit_k-500__include_apac-True,20260806T045444Z-n3-topology-memory-v1-phase_a_action--506aff938257--6-06-17-00-00-00-00__limit_k-500__include_apac-True,3.238343,3.396119,-0.06863121017133342,True
phase_a::q04_event_oldest,phase_a,q04_event_oldest,c3d91b2920a74ade62b28eb247eb3b65854d78456aaf4ddf84657b9c10719f34,eu_us_apac_gac,regional_topk_candidates,20260806T030922Z-n3-topology-memory-v1-phase_a_baseli--8db8ddc14fdb--6-06-17-00-00-00-00__limit_k-500__include_apac-True,20260806T050113Z-n3-topology-memory-v1-phase_a_action--9531b01df81c--6-06-17-00-00-00-00__limit_k-500__include_apac-True,3.238343,3.179806,0.026317052281610888,True
phase_a::q04_event_oldest,phase_a,q04_event_oldest,c3d91b2920a74ade62b28eb247eb3b65854d78456aaf4ddf84657b9c10719f34,eu_us_apac_gac,mitigate_remote_path_bundle,20260806T030922Z-n3-topology-memory-v1-phase_a_baseli--8db8ddc14fdb--6-06-17-00-00-00-00__limit_k-500__include_apac-True,20260806T045827Z-n3-topology-memory-v1-phase_a_action--fc5f65f488c1--6-06-17-00-00-00-00__limit_k-500__include_apac-True,3.238343,0.332394,3.284289556076266,True
