condition_id,instance_id,template_id,param_json,rendered_sql_path,expected_shape_tags,corpus_id,corpus_cell_id,logical_question_id,execution_strategy,dataset_profile_id,runtime_config_id,topology_id,intervention_role,intervention_axis,expected_regime_targets,execution_class,runtime_sensitivity,required_dataset_capabilities,distribution_key_usage,intervention_roles,cache_policy,order_policy,shuffle_seed,warmup_run_flag,repetition_index,run_order,sentinel_flag
cond-5b870f5c8aae9a6b43e9,stats_ceb_full_no_refit__stats_ceb_multiregion_count__query_id-11,stats_ceb_multiregion_count,"{""query_id"": 11}",master-regimes/generated/corpus/stats-ceb-full-no-refit-v1/groups/stats-ceb-full-no-refit-v1__stats-ceb-full-no-refit-v1__default__analytics_clients/queries/stats_ceb_full_no_refit__stats_ceb_multiregion_count__query_id-11.sql,"external_schema,fdw_union_all,scalar_aggregate,citus_join_strategy_probe",stats-ceb-full-no-refit-v1,stats_ceb_full_no_refit,stats_ceb_count,multiregion_union,stats-ceb-full-no-refit-v1,default,eu_us_gac,final_check,external_schema_portability,"remote_fetch_heavy,join_movement,well_reduced_localized",pilot,"{""fetch_size"":""low"",""wan_latency"":""medium"",""work_mem"":""medium""}","supports_reference_join,supports_non_colocated_join,supports_selective_filters","{""filter_uses_distribution_key"":false,""group_by_uses_distribution_key"":false,""join_uses_distribution_key"":true,""multi_tenant_scope"":false,""order_by_uses_distribution_key"":false,""single_tenant_scope"":false,""tenant_filter_present"":false}",,mixed_cache_first_observed,manifest_order,,false,0,11,false
cond-3348fe965f59123879e6,stats_ceb_full_no_refit__stats_ceb_multiregion_count__query_id-12,stats_ceb_multiregion_count,"{""query_id"": 12}",master-regimes/generated/corpus/stats-ceb-full-no-refit-v1/groups/stats-ceb-full-no-refit-v1__stats-ceb-full-no-refit-v1__default__analytics_clients/queries/stats_ceb_full_no_refit__stats_ceb_multiregion_count__query_id-12.sql,"external_schema,fdw_union_all,scalar_aggregate,citus_join_strategy_probe",stats-ceb-full-no-refit-v1,stats_ceb_full_no_refit,stats_ceb_count,multiregion_union,stats-ceb-full-no-refit-v1,default,eu_us_gac,final_check,external_schema_portability,"remote_fetch_heavy,join_movement,well_reduced_localized",pilot,"{""fetch_size"":""low"",""wan_latency"":""medium"",""work_mem"":""medium""}","supports_reference_join,supports_non_colocated_join,supports_selective_filters","{""filter_uses_distribution_key"":false,""group_by_uses_distribution_key"":false,""join_uses_distribution_key"":true,""multi_tenant_scope"":false,""order_by_uses_distribution_key"":false,""single_tenant_scope"":false,""tenant_filter_present"":false}",,mixed_cache_first_observed,manifest_order,,false,0,12,false
cond-46b943d80077699ac890,stats_ceb_full_no_refit__stats_ceb_multiregion_count__query_id-13,stats_ceb_multiregion_count,"{""query_id"": 13}",master-regimes/generated/corpus/stats-ceb-full-no-refit-v1/groups/stats-ceb-full-no-refit-v1__stats-ceb-full-no-refit-v1__default__analytics_clients/queries/stats_ceb_full_no_refit__stats_ceb_multiregion_count__query_id-13.sql,"external_schema,fdw_union_all,scalar_aggregate,citus_join_strategy_probe",stats-ceb-full-no-refit-v1,stats_ceb_full_no_refit,stats_ceb_count,multiregion_union,stats-ceb-full-no-refit-v1,default,eu_us_gac,final_check,external_schema_portability,"remote_fetch_heavy,join_movement,well_reduced_localized",pilot,"{""fetch_size"":""low"",""wan_latency"":""medium"",""work_mem"":""medium""}","supports_reference_join,supports_non_colocated_join,supports_selective_filters","{""filter_uses_distribution_key"":false,""group_by_uses_distribution_key"":false,""join_uses_distribution_key"":true,""multi_tenant_scope"":false,""order_by_uses_distribution_key"":false,""single_tenant_scope"":false,""tenant_filter_present"":false}",,mixed_cache_first_observed,manifest_order,,false,0,13,false
cond-19c75849beecb6b20913,stats_ceb_full_no_refit__stats_ceb_multiregion_count__query_id-14,stats_ceb_multiregion_count,"{""query_id"": 14}",master-regimes/generated/corpus/stats-ceb-full-no-refit-v1/groups/stats-ceb-full-no-refit-v1__stats-ceb-full-no-refit-v1__default__analytics_clients/queries/stats_ceb_full_no_refit__stats_ceb_multiregion_count__query_id-14.sql,"external_schema,fdw_union_all,scalar_aggregate,citus_join_strategy_probe",stats-ceb-full-no-refit-v1,stats_ceb_full_no_refit,stats_ceb_count,multiregion_union,stats-ceb-full-no-refit-v1,default,eu_us_gac,final_check,external_schema_portability,"remote_fetch_heavy,join_movement,well_reduced_localized",pilot,"{""fetch_size"":""low"",""wan_latency"":""medium"",""work_mem"":""medium""}","supports_reference_join,supports_non_colocated_join,supports_selective_filters","{""filter_uses_distribution_key"":false,""group_by_uses_distribution_key"":false,""join_uses_distribution_key"":true,""multi_tenant_scope"":false,""order_by_uses_distribution_key"":false,""single_tenant_scope"":false,""tenant_filter_present"":false}",,mixed_cache_first_observed,manifest_order,,false,0,14,false
cond-dd983f9e854c68000bc4,stats_ceb_full_no_refit__stats_ceb_multiregion_count__query_id-15,stats_ceb_multiregion_count,"{""query_id"": 15}",master-regimes/generated/corpus/stats-ceb-full-no-refit-v1/groups/stats-ceb-full-no-refit-v1__stats-ceb-full-no-refit-v1__default__analytics_clients/queries/stats_ceb_full_no_refit__stats_ceb_multiregion_count__query_id-15.sql,"external_schema,fdw_union_all,scalar_aggregate,citus_join_strategy_probe",stats-ceb-full-no-refit-v1,stats_ceb_full_no_refit,stats_ceb_count,multiregion_union,stats-ceb-full-no-refit-v1,default,eu_us_gac,final_check,external_schema_portability,"remote_fetch_heavy,join_movement,well_reduced_localized",pilot,"{""fetch_size"":""low"",""wan_latency"":""medium"",""work_mem"":""medium""}","supports_reference_join,supports_non_colocated_join,supports_selective_filters","{""filter_uses_distribution_key"":false,""group_by_uses_distribution_key"":false,""join_uses_distribution_key"":true,""multi_tenant_scope"":false,""order_by_uses_distribution_key"":false,""single_tenant_scope"":false,""tenant_filter_present"":false}",,mixed_cache_first_observed,manifest_order,,false,0,15,false
cond-c028da9e919d7203d12e,stats_ceb_full_no_refit__stats_ceb_multiregion_count__query_id-16,stats_ceb_multiregion_count,"{""query_id"": 16}",master-regimes/generated/corpus/stats-ceb-full-no-refit-v1/groups/stats-ceb-full-no-refit-v1__stats-ceb-full-no-refit-v1__default__analytics_clients/queries/stats_ceb_full_no_refit__stats_ceb_multiregion_count__query_id-16.sql,"external_schema,fdw_union_all,scalar_aggregate,citus_join_strategy_probe",stats-ceb-full-no-refit-v1,stats_ceb_full_no_refit,stats_ceb_count,multiregion_union,stats-ceb-full-no-refit-v1,default,eu_us_gac,final_check,external_schema_portability,"remote_fetch_heavy,join_movement,well_reduced_localized",pilot,"{""fetch_size"":""low"",""wan_latency"":""medium"",""work_mem"":""medium""}","supports_reference_join,supports_non_colocated_join,supports_selective_filters","{""filter_uses_distribution_key"":false,""group_by_uses_distribution_key"":false,""join_uses_distribution_key"":true,""multi_tenant_scope"":false,""order_by_uses_distribution_key"":false,""single_tenant_scope"":false,""tenant_filter_present"":false}",,mixed_cache_first_observed,manifest_order,,false,0,16,false
cond-eb664bf034b517fccc90,stats_ceb_full_no_refit__stats_ceb_multiregion_count__query_id-17,stats_ceb_multiregion_count,"{""query_id"": 17}",master-regimes/generated/corpus/stats-ceb-full-no-refit-v1/groups/stats-ceb-full-no-refit-v1__stats-ceb-full-no-refit-v1__default__analytics_clients/queries/stats_ceb_full_no_refit__stats_ceb_multiregion_count__query_id-17.sql,"external_schema,fdw_union_all,scalar_aggregate,citus_join_strategy_probe",stats-ceb-full-no-refit-v1,stats_ceb_full_no_refit,stats_ceb_count,multiregion_union,stats-ceb-full-no-refit-v1,default,eu_us_gac,final_check,external_schema_portability,"remote_fetch_heavy,join_movement,well_reduced_localized",pilot,"{""fetch_size"":""low"",""wan_latency"":""medium"",""work_mem"":""medium""}","supports_reference_join,supports_non_colocated_join,supports_selective_filters","{""filter_uses_distribution_key"":false,""group_by_uses_distribution_key"":false,""join_uses_distribution_key"":true,""multi_tenant_scope"":false,""order_by_uses_distribution_key"":false,""single_tenant_scope"":false,""tenant_filter_present"":false}",,mixed_cache_first_observed,manifest_order,,false,0,17,false
cond-491b5a0c72a2c83bec05,stats_ceb_full_no_refit__stats_ceb_multiregion_count__query_id-18,stats_ceb_multiregion_count,"{""query_id"": 18}",master-regimes/generated/corpus/stats-ceb-full-no-refit-v1/groups/stats-ceb-full-no-refit-v1__stats-ceb-full-no-refit-v1__default__analytics_clients/queries/stats_ceb_full_no_refit__stats_ceb_multiregion_count__query_id-18.sql,"external_schema,fdw_union_all,scalar_aggregate,citus_join_strategy_probe",stats-ceb-full-no-refit-v1,stats_ceb_full_no_refit,stats_ceb_count,multiregion_union,stats-ceb-full-no-refit-v1,default,eu_us_gac,final_check,external_schema_portability,"remote_fetch_heavy,join_movement,well_reduced_localized",pilot,"{""fetch_size"":""low"",""wan_latency"":""medium"",""work_mem"":""medium""}","supports_reference_join,supports_non_colocated_join,supports_selective_filters","{""filter_uses_distribution_key"":false,""group_by_uses_distribution_key"":false,""join_uses_distribution_key"":true,""multi_tenant_scope"":false,""order_by_uses_distribution_key"":false,""single_tenant_scope"":false,""tenant_filter_present"":false}",,mixed_cache_first_observed,manifest_order,,false,0,18,false
cond-33edda2eef3f8b606e14,stats_ceb_full_no_refit__stats_ceb_multiregion_count__query_id-19,stats_ceb_multiregion_count,"{""query_id"": 19}",master-regimes/generated/corpus/stats-ceb-full-no-refit-v1/groups/stats-ceb-full-no-refit-v1__stats-ceb-full-no-refit-v1__default__analytics_clients/queries/stats_ceb_full_no_refit__stats_ceb_multiregion_count__query_id-19.sql,"external_schema,fdw_union_all,scalar_aggregate,citus_join_strategy_probe",stats-ceb-full-no-refit-v1,stats_ceb_full_no_refit,stats_ceb_count,multiregion_union,stats-ceb-full-no-refit-v1,default,eu_us_gac,final_check,external_schema_portability,"remote_fetch_heavy,join_movement,well_reduced_localized",pilot,"{""fetch_size"":""low"",""wan_latency"":""medium"",""work_mem"":""medium""}","supports_reference_join,supports_non_colocated_join,supports_selective_filters","{""filter_uses_distribution_key"":false,""group_by_uses_distribution_key"":false,""join_uses_distribution_key"":true,""multi_tenant_scope"":false,""order_by_uses_distribution_key"":false,""single_tenant_scope"":false,""tenant_filter_present"":false}",,mixed_cache_first_observed,manifest_order,,false,0,19,false
cond-28154d43a664cb5c1139,stats_ceb_full_no_refit__stats_ceb_multiregion_count__query_id-20,stats_ceb_multiregion_count,"{""query_id"": 20}",master-regimes/generated/corpus/stats-ceb-full-no-refit-v1/groups/stats-ceb-full-no-refit-v1__stats-ceb-full-no-refit-v1__default__analytics_clients/queries/stats_ceb_full_no_refit__stats_ceb_multiregion_count__query_id-20.sql,"external_schema,fdw_union_all,scalar_aggregate,citus_join_strategy_probe",stats-ceb-full-no-refit-v1,stats_ceb_full_no_refit,stats_ceb_count,multiregion_union,stats-ceb-full-no-refit-v1,default,eu_us_gac,final_check,external_schema_portability,"remote_fetch_heavy,join_movement,well_reduced_localized",pilot,"{""fetch_size"":""low"",""wan_latency"":""medium"",""work_mem"":""medium""}","supports_reference_join,supports_non_colocated_join,supports_selective_filters","{""filter_uses_distribution_key"":false,""group_by_uses_distribution_key"":false,""join_uses_distribution_key"":true,""multi_tenant_scope"":false,""order_by_uses_distribution_key"":false,""single_tenant_scope"":false,""tenant_filter_present"":false}",,mixed_cache_first_observed,manifest_order,,false,0,20,false
cond-3f8540e5ea483654e2b6,stats_ceb_full_no_refit__stats_ceb_multiregion_count__query_id-21,stats_ceb_multiregion_count,"{""query_id"": 21}",master-regimes/generated/corpus/stats-ceb-full-no-refit-v1/groups/stats-ceb-full-no-refit-v1__stats-ceb-full-no-refit-v1__default__analytics_clients/queries/stats_ceb_full_no_refit__stats_ceb_multiregion_count__query_id-21.sql,"external_schema,fdw_union_all,scalar_aggregate,citus_join_strategy_probe",stats-ceb-full-no-refit-v1,stats_ceb_full_no_refit,stats_ceb_count,multiregion_union,stats-ceb-full-no-refit-v1,default,eu_us_gac,final_check,external_schema_portability,"remote_fetch_heavy,join_movement,well_reduced_localized",pilot,"{""fetch_size"":""low"",""wan_latency"":""medium"",""work_mem"":""medium""}","supports_reference_join,supports_non_colocated_join,supports_selective_filters","{""filter_uses_distribution_key"":false,""group_by_uses_distribution_key"":false,""join_uses_distribution_key"":true,""multi_tenant_scope"":false,""order_by_uses_distribution_key"":false,""single_tenant_scope"":false,""tenant_filter_present"":false}",,mixed_cache_first_observed,manifest_order,,false,0,21,false
cond-56684885927d057f0de5,stats_ceb_full_no_refit__stats_ceb_multiregion_count__query_id-22,stats_ceb_multiregion_count,"{""query_id"": 22}",master-regimes/generated/corpus/stats-ceb-full-no-refit-v1/groups/stats-ceb-full-no-refit-v1__stats-ceb-full-no-refit-v1__default__analytics_clients/queries/stats_ceb_full_no_refit__stats_ceb_multiregion_count__query_id-22.sql,"external_schema,fdw_union_all,scalar_aggregate,citus_join_strategy_probe",stats-ceb-full-no-refit-v1,stats_ceb_full_no_refit,stats_ceb_count,multiregion_union,stats-ceb-full-no-refit-v1,default,eu_us_gac,final_check,external_schema_portability,"remote_fetch_heavy,join_movement,well_reduced_localized",pilot,"{""fetch_size"":""low"",""wan_latency"":""medium"",""work_mem"":""medium""}","supports_reference_join,supports_non_colocated_join,supports_selective_filters","{""filter_uses_distribution_key"":false,""group_by_uses_distribution_key"":false,""join_uses_distribution_key"":true,""multi_tenant_scope"":false,""order_by_uses_distribution_key"":false,""single_tenant_scope"":false,""tenant_filter_present"":false}",,mixed_cache_first_observed,manifest_order,,false,0,22,false
cond-602b594ab54dbe6ea41f,stats_ceb_full_no_refit__stats_ceb_multiregion_count__query_id-23,stats_ceb_multiregion_count,"{""query_id"": 23}",master-regimes/generated/corpus/stats-ceb-full-no-refit-v1/groups/stats-ceb-full-no-refit-v1__stats-ceb-full-no-refit-v1__default__analytics_clients/queries/stats_ceb_full_no_refit__stats_ceb_multiregion_count__query_id-23.sql,"external_schema,fdw_union_all,scalar_aggregate,citus_join_strategy_probe",stats-ceb-full-no-refit-v1,stats_ceb_full_no_refit,stats_ceb_count,multiregion_union,stats-ceb-full-no-refit-v1,default,eu_us_gac,final_check,external_schema_portability,"remote_fetch_heavy,join_movement,well_reduced_localized",pilot,"{""fetch_size"":""low"",""wan_latency"":""medium"",""work_mem"":""medium""}","supports_reference_join,supports_non_colocated_join,supports_selective_filters","{""filter_uses_distribution_key"":false,""group_by_uses_distribution_key"":false,""join_uses_distribution_key"":true,""multi_tenant_scope"":false,""order_by_uses_distribution_key"":false,""single_tenant_scope"":false,""tenant_filter_present"":false}",,mixed_cache_first_observed,manifest_order,,false,0,23,false
cond-991bb6448d6cce77a754,stats_ceb_full_no_refit__stats_ceb_multiregion_count__query_id-24,stats_ceb_multiregion_count,"{""query_id"": 24}",master-regimes/generated/corpus/stats-ceb-full-no-refit-v1/groups/stats-ceb-full-no-refit-v1__stats-ceb-full-no-refit-v1__default__analytics_clients/queries/stats_ceb_full_no_refit__stats_ceb_multiregion_count__query_id-24.sql,"external_schema,fdw_union_all,scalar_aggregate,citus_join_strategy_probe",stats-ceb-full-no-refit-v1,stats_ceb_full_no_refit,stats_ceb_count,multiregion_union,stats-ceb-full-no-refit-v1,default,eu_us_gac,final_check,external_schema_portability,"remote_fetch_heavy,join_movement,well_reduced_localized",pilot,"{""fetch_size"":""low"",""wan_latency"":""medium"",""work_mem"":""medium""}","supports_reference_join,supports_non_colocated_join,supports_selective_filters","{""filter_uses_distribution_key"":false,""group_by_uses_distribution_key"":false,""join_uses_distribution_key"":true,""multi_tenant_scope"":false,""order_by_uses_distribution_key"":false,""single_tenant_scope"":false,""tenant_filter_present"":false}",,mixed_cache_first_observed,manifest_order,,false,0,24,false
