query_run_id,foreign_scan_time_to_root_ratio,remote_to_final_rows_ratio,regional_input_to_wan_rows_ratio,global_group_merge_ratio,spill_present,spill_bytes_to_wan_bytes_ratio,temp_blocks_per_final_row,hash_batch_excess,remote_region_rows_isf_normalized,worker_task_scan_rows_isf_normalized,worker_scan_rows_cv_normalized,task_count_to_shard_count_ratio,active_task_share,citus_repartition_observed_v2,worker_task_seq_scan_share,root_rows_estimate_error_log,foreign_scan_rows_estimate_error_log,aggregate_rows_estimate_error_log,remote_root_rows_estimate_error_log
20260626T114026Z-clean-run-eu-us-gac-v1__pilot-balanc--9ae2eee364f6--fdw_user_segment_join__lookback_days-3__limit_k-100,0.21752783281257487,0.5421652197243788,0.22277801565215352,0.9390577066593679,0.5,0.39081164553878023,0.4582583176476903,0.0,0.0,0.0060850885514588905,0.017320508075688773,0.2649461597478896,0.2649461597478896,0.0,0.5,0.22129788240380255,0.46759540928024934,0.22129788240380255,0.3464651729614107
20260626T114047Z-clean-run-eu-us-gac-v1__pilot-balanc--7ff82d8a65bb--_tenant_id-100__us_tenant_id-10100__lookback_days-7,0.2224358535249424,0.50884825662058,0.30593347330240334,0.8813510338096907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0192738269154615,0.009791833335309523,0.0,0.0,0.25,0.43347142713896203,0.25,0.47033775845242265
20260626T114102Z-clean-run-eu-us-gac-v1__pilot-balanc--cf58a22247ac--multi_dimension_rollup__lookback_days-7__limit_k-25,0.21720542231393145,0.5383792831539791,0.22277801565215352,0.9325002721652027,0.5,0.30052218076835535,0.4353549985050475,0.0,0.0,0.006173907571276057,0.015344857652880366,0.2664331108086463,0.2664331108086463,0.0,0.5,0.42190801127913513,0.4653182080538151,0.43347142713896203,0.477122181908488
20260626T114121Z-clean-run-eu-us-gac-v1__pilot-balanc--18e4a849bf0b--t__gac_fdw_top_tenants__lookback_days-7__limit_k-50,0.22170341284594017,0.5332492492305295,0.22277801565215352,0.9236147927652361,0.5,0.3054617762148651,0.4146741937023598,0.0,0.0,0.004618802153517007,0.017320508075688773,0.19293142095945223,0.19293142095945223,0.0,0.5,0.25,0.4641235011748919,0.41266931424472353,0.3464651729614107
20260626T114141Z-clean-run-eu-us-gac-v1__pilot-balanc--c5f0b3a0235d--multi_dimension_rollup__lookback_days-3__limit_k-50,0.21963709235502066,0.5385465972513734,0.22277801565215352,0.9327900686827121,0.5,0.30052218076835535,0.4358754118639164,0.0,0.0,0.004609404915109407,0.006313263704867827,0.3241278791018096,0.2664331108086463,0.0,0.5,0.4244484543461168,0.4650163894978303,0.4395616060817702,0.477122181908488
20260626T114208Z-clean-run-eu-us-gac-v1__pilot-balanc--87ab183b9917--ollup__lookback_days-30__min_value-900__limit_k-100,0.21331459850201592,0.5165732476450361,0.22277801565215352,0.8947311107520624,0.0,0.0,0.0,0.0,0.007561141624794636,0.0038481527180242087,0.008129804875101357,0.2649461597478896,0.19293142095945223,0.0,0.5,0.25,0.4661256440759731,0.46680977332746004,0.08783332806498906
20260626T114226Z-clean-run-eu-us-gac-v1__pilot-balanc--d3c81087e30d--ulti_dimension_rollup__lookback_days-30__limit_k-10,0.2063769789795261,0.5418192548649289,0.22277801565215352,0.9384584779451673,0.5,0.4097681970066683,0.46077086759828034,0.30108498595216127,0.0,0.006173907571276057,0.015344857652880366,0.2664331108086463,0.2664331108086463,0.0,0.5,0.3759178371111931,0.4736377101855795,0.39278301858529785,0.477122181908488
20260626T114249Z-clean-run-eu-us-gac-v1__pilot-balanc--e5ccb3819851--__limit_k-100__payload_repeat-64__payload_width-512,0.22277051780792564,0.22277801565215352,0.524540424067187,0.38586284191890446,0.5,0.3718825972173996,0.419286900604877,0.0,0.0,0.004722418376584045,0.016885086918147177,0.19293142095945223,0.19293142095945223,0.0,0.5,0.25,0.19673945616498864,0.25,0.022913603047302222
20260626T114304Z-clean-run-eu-us-gac-v1__pilot-balanc--068c334e695d--ollup__lookback_days-14__min_value-900__limit_k-100,0.2184607826120518,0.5165732476450361,0.22277801565215352,0.8947311107520624,0.0,0.0,0.0,0.0,0.007561141624794636,0.0038481527180242087,0.008129804875101357,0.2649461597478896,0.19293142095945223,0.0,0.5,0.25,0.4596629880674338,0.4606500788462039,0.08783332806498906
20260626T114320Z-clean-run-eu-us-gac-v1__pilot-balanc--3defc2041615--gion_user_segment_join__lookback_days-7__limit_k-25,0.21723715320228115,0.5443486783739172,0.22277801565215352,0.9428395679765942,0.5,0.4045802002534604,0.46370781129022326,0.0,0.0,0.00457031079232519,0.007071067811865424,0.3230326202012677,0.2649461597478896,0.0,0.5,0.13946882252716264,0.46759540928024934,0.13946882252716264,0.3464651729614107
20260626T114349Z-clean-run-eu-us-gac-v1__pilot-balanc--bfb7f603474b--ac_fdw_daily_rollup__lookback_days-1__min_value-100,0.2224869010616252,0.5452179465330143,0.22277801565215352,0.9443451845935521,0.5,0.3184372700578515,0.4513753404407725,0.0,0.0,0.004592492542956528,0.017010830295709985,0.19293142095945223,0.19293142095945223,0.0,0.5,0.04044372541492608,0.4520111500243617,0.04044372541492608,0.3348077536927186
20260626T114408Z-clean-run-eu-us-gac-v1__pilot-balanc--aa7d9a00723a--fdw_user_segment_join__lookback_days-30__limit_k-50,0.20361863063788618,0.5421652197243788,0.22277801565215352,0.9390577066593679,0.5,0.41478541443364675,0.4625646102699769,0.0,0.0,0.0060850885514588905,0.017320508075688773,0.2649461597478896,0.2649461597478896,0.0,0.5,0.22129788240380255,0.47294808561701857,0.22129788240380255,0.3464651729614107
20260626T114429Z-clean-run-eu-us-gac-v1__pilot-balanc--f77810cb1b3a--tenant_point_rollup__tenant_id-100__lookback_days-1,0.22273921080168307,0.50884825662058,0.30593347330240334,0.8813510338096907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009791833335309523,0.009791833335309523,0.0,0.0,0.25,0.31130788157166633,0.25,0.47033775845242265
20260626T114444Z-clean-run-eu-us-gac-v1__pilot-balanc--ac2093b36f03--_fdw_global_user_join__lookback_days-1__limit_k-100,0.21739690187705216,0.5421652197243788,0.22277801565215352,0.9390577066593679,0.5,0.3911551027955285,0.45842781278070366,0.0,0.0,0.0060850885514588905,0.003849001794597467,0.2649461597478896,0.2649461597478896,0.0,0.5,0.25,0.4692488924905583,0.25,0.3464651729614107
20260626T114505Z-clean-run-eu-us-gac-v1__pilot-balanc--de704aced79b--enant_point_rollup__tenant_id-1000__lookback_days-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25
20260626T114520Z-clean-run-eu-us-gac-v1__pilot-balanc--9b4c753a2606--egion_tenant_tier_join__lookback_days-3__limit_k-10,0.22076444855078822,0.5427831579411949,0.22277801565215352,0.9401280070468321,0.5,0.3052071112950713,0.4467292389553112,0.0,0.0,0.004825614190241603,0.005979355349028155,0.2678897959435212,0.19624080872494817,0.0,0.5,0.25,0.4560345039556299,0.04115436952959817,0.477122181908488
20260626T114543Z-clean-run-eu-us-gac-v1__pilot-balanc--b384222632f1--_fdw_user_segment_join__lookback_days-7__limit_k-50,0.21428900250847127,0.5421652197243788,0.22277801565215352,0.9390577066593679,0.5,0.3914349163096275,0.45835882688593726,0.0,0.0,0.0060850885514588905,0.017320508075688773,0.2649461597478896,0.2649461597478896,0.0,0.5,0.22129788240380255,0.46759540928024934,0.22129788240380255,0.3464651729614107
20260626T114604Z-clean-run-eu-us-gac-v1__pilot-balanc--c60cefe42ed2--_fdw_global_user_join__lookback_days-3__limit_k-100,0.21655459501744642,0.5421652197243788,0.22277801565215352,0.9390577066593679,0.5,0.3914358356701383,0.45847290182963263,0.0,0.0,0.0060850885514588905,0.003849001794597467,0.2649461597478896,0.2649461597478896,0.0,0.5,0.25,0.4692488924905583,0.25,0.3464651729614107
20260626T114623Z-clean-run-eu-us-gac-v1__pilot-balanc--f25ee678287d--etl_user_segment_topk__lookback_days-30__limit_k-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34646571047972613,0.25,0.34646571047972613,0.25
20260626T114638Z-clean-run-eu-us-gac-v1__pilot-balanc--6e8351e4cfc6--_tenant_tier_left_join__lookback_days-3__limit_k-25,0.2204424219929306,0.5396926917833281,0.22277801565215352,0.9347751626423345,0.5,0.3052071112950713,0.4377459132065847,0.0,0.0,0.005062586315655295,0.014361946994766775,0.19624080872494817,0.19624080872494817,0.0,0.5,0.15353428952027387,0.45574734375421666,0.04115436952959817,0.477122181908488
20260626T114657Z-clean-run-eu-us-gac-v1__pilot-balanc--ef5bcb70f647--time-default__gac_etl_local_rollup__lookback_days-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25
20260626T114713Z-clean-run-eu-us-gac-v1__pilot-balanc--9ee7f72814a6--tenant_point_rollup__tenant_id-100__lookback_days-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25
20260626T114727Z-clean-run-eu-us-gac-v1__pilot-balanc--e8c5b4ab360e--_tenant_point_rollup__tenant_id-5__lookback_days-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25
20260626T114743Z-clean-run-eu-us-gac-v1__pilot-balanc--8f38da54d9b8--vent_filter_summary__lookback_days-1__min_value-500,0.22266247076878504,0.5473045448978175,0.22277801565215352,0.9479592789763815,0.5,0.3184361702711856,0.4566126424293898,0.0,0.0019923166615363128,0.004539842065604365,0.007012541654880754,0.2649461597478896,0.19293142095945223,0.0,0.5,0.25,0.4424648395342704,0.25,0.2494132380251841
20260626T114803Z-clean-run-eu-us-gac-v1__pilot-balanc--3f158ec7be56--ent_filter_summary__lookback_days-14__min_value-500,0.2219783658712446,0.5455138539146432,0.22277801565215352,0.9448577112128682,0.5,0.3184779786826012,0.4521537671305629,0.0,0.0,0.004722418376584045,0.016885086918147177,0.19293142095945223,0.19293142095945223,0.0,0.5,0.25,0.46897551282292327,0.25,0.2505116487217307
20260626T114820Z-clean-run-eu-us-gac-v1__pilot-balanc--fb6c8a602c26--gion_user_segment_join__lookback_days-1__limit_k-10,0.21900582925021914,0.5443486783739172,0.22277801565215352,0.9428395679765942,0.5,0.40373892694074726,0.4635784137701288,0.0,0.0,0.00457031079232519,0.007071067811865424,0.3230326202012677,0.2649461597478896,0.0,0.5,0.2348765971675047,0.46759540928024934,0.13946882252716264,0.3464651729614107
20260626T114847Z-clean-run-eu-us-gac-v1__pilot-balanc--83c78e97c5d8--c_fdw_user_value_topk__lookback_days-30__limit_k-50,0.21214691266530172,0.5332492492305295,0.22277801565215352,0.9236147927652361,0.5,0.3768117932334191,0.43858654875359715,0.0,0.0,0.004618802153517007,0.017320508075688773,0.19293142095945223,0.19293142095945223,0.0,0.5,0.25,0.47363701636039535,0.47416454084028653,0.3464651729614107
20260626T114906Z-clean-run-eu-us-gac-v1__pilot-balanc--00ca4dc79bfd--multi_dimension_rollup__lookback_days-1__limit_k-50,0.2210599643939437,0.5411838681195337,0.22277801565215352,0.937357955819687,0.5,0.30052218076835535,0.4436137728277982,0.0,0.0,0.004609404915109407,0.006313263704867827,0.3241278791018096,0.2664331108086463,0.0,0.5,0.394022185232782,0.4650163894978303,0.42049905342856275,0.477122181908488
20260626T114935Z-clean-run-eu-us-gac-v1__pilot-balanc--44d7b7cb8065--u_tenant_id-1__us_tenant_id-11000__lookback_days-14,0.22227587389913128,0.50884825662058,0.30593347330240334,0.8813510338096907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0192738269154615,0.009791833335309523,0.0,0.0,0.25,0.4513310800703693,0.25,0.47033775845242265
20260626T114950Z-clean-run-eu-us-gac-v1__pilot-balanc--d3cd2224a349--tenant_id-1000__us_tenant_id-10005__lookback_days-7,0.2224123857082748,0.50884825662058,0.30593347330240334,0.8813510338096907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0192738269154615,0.009791833335309523,0.0,0.0,0.25,0.4419909470326836,0.25,0.47033775845242265
20260626T115006Z-clean-run-eu-us-gac-v1__pilot-balanc--c1b1eed690b9--multi_dimension_rollup__lookback_days-7__limit_k-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4115163101006339,0.25,0.4115163101006339,0.25
20260626T115022Z-clean-run-eu-us-gac-v1__pilot-balanc--215f7e7724a7--c_fdw_daily_rollup__lookback_days-30__min_value-500,0.21995394499784923,0.532104877243488,0.22277801565215352,0.9216326823409215,0.5,0.3184779786826012,0.4038288742794238,0.0,0.0,0.004722418376584045,0.016885086918147177,0.19293142095945223,0.19293142095945223,0.0,0.5,0.09442140621531189,0.4739212670113947,0.09442140621531189,0.2505116487217307
20260626T115039Z-clean-run-eu-us-gac-v1__pilot-balanc--b4f6bd426175--c_fdw_daily_rollup__lookback_days-14__min_value-100,0.22126781985221852,0.538373763025591,0.22277801565215352,0.9324907110223701,0.5,0.3184372700578515,0.43024740827775904,0.0,0.0,0.004592492542956528,0.017010830295709985,0.19293142095945223,0.19293142095945223,0.0,0.5,0.06855514951318495,0.4731345634126217,0.06855514951318495,0.3348077536927186
20260626T115057Z-clean-run-eu-us-gac-v1__pilot-balanc--8ed2abdba8f2--ac_fdw_daily_rollup__lookback_days-3__min_value-900,0.22232440127401085,0.5344505564301459,0.22277801565215352,0.92569551787047,0.0,0.0,0.0,0.0,0.0,0.004768141942712489,0.016582159592623078,0.19293142095945223,0.19293142095945223,0.0,0.5,0.046308220866967204,0.4294398092928824,0.046308220866967204,0.08899272939174618
20260626T115112Z-clean-run-eu-us-gac-v1__pilot-balanc--8cfde183ec1f--_tenant_tier_left_join__lookback_days-3__limit_k-25,0.22068849680427383,0.5421819590255512,0.22277801565215352,0.9390866999794818,0.5,0.3052071112950713,0.4450742828333718,0.0,0.0,0.004825614190241603,0.005979355349028155,0.2678897959435212,0.19624080872494817,0.0,0.5,0.15353428952027387,0.4560192328194632,0.04115436952959817,0.477122181908488
20260626T115134Z-clean-run-eu-us-gac-v1__pilot-balanc--ab905f91fd57--_fdw_user_segment_join__lookback_days-3__limit_k-50,0.21667908874682987,0.5421652197243788,0.22277801565215352,0.9390577066593679,0.5,0.39081164553878023,0.4582583176476903,0.0,0.0,0.0060850885514588905,0.017320508075688773,0.2649461597478896,0.2649461597478896,0.0,0.5,0.22129788240380255,0.46759540928024934,0.22129788240380255,0.3464651729614107
20260626T115155Z-clean-run-eu-us-gac-v1__pilot-balanc--5726f29fca95--region_user_value_topk__lookback_days-7__limit_k-10,0.2182979224376685,0.5427669844366537,0.22277801565215352,0.9400999937152301,0.5,0.3398515341318606,0.4527859519506047,0.0,0.0,0.004618802153517007,0.007071067811865424,0.2649461597478896,0.19293142095945223,0.0,0.5,0.25,0.464185314903536,0.4732181131000524,0.3464651729614107
20260626T115219Z-clean-run-eu-us-gac-v1__pilot-balanc--dbab8234ed31--nant_point_rollup__tenant_id-1000__lookback_days-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25
20260626T115234Z-clean-run-eu-us-gac-v1__pilot-balanc--c3d0cbd5f4eb--ent_filter_summary__lookback_days-14__min_value-900,0.22241826018529853,0.5427617073689489,0.22277801565215352,0.9400908535658505,0.0,0.0,0.0,0.0,0.007561141624794636,0.0038481527180242087,0.008129804875101357,0.2649461597478896,0.19293142095945223,0.0,0.5,0.25,0.45775778571403214,0.25,0.08783332806498906
20260626T115251Z-clean-run-eu-us-gac-v1__pilot-balanc--deee54bd9b71--multi_dimension_rollup__lookback_days-3__limit_k-10,0.21926702742730775,0.5418192548649289,0.22277801565215352,0.9384584779451673,0.5,0.30052218076835535,0.445354833993426,0.0,0.0,0.006173907571276057,0.015344857652880366,0.2664331108086463,0.2664331108086463,0.0,0.5,0.3759178371111931,0.4650163894978303,0.39278301858529785,0.477122181908488
20260626T115311Z-clean-run-eu-us-gac-v1__pilot-balanc--d1309619208e--t__gac_etl_top_tenants__lookback_days-7__limit_k-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25
20260626T115326Z-clean-run-eu-us-gac-v1__pilot-balanc--44871847f974--fdw_global_user_join__lookback_days-14__limit_k-100,0.2107134859663247,0.5421652197243788,0.22277801565215352,0.9390577066593679,0.5,0.40469106259446985,0.46073229101400637,0.0,0.0,0.0060850885514588905,0.003849001794597467,0.2649461597478896,0.2649461597478896,0.0,0.5,0.25,0.4692488924905583,0.25,0.3464651729614107
20260626T115347Z-clean-run-eu-us-gac-v1__pilot-balanc--c7c8afe06427--__limit_k-250__payload_repeat-64__payload_width-512,0.22274792063530535,0.24540127401066136,0.49194337307317393,0.4250474748285973,0.0,0.0,0.0,0.0,0.0,0.004768141942712489,0.016582159592623078,0.19293142095945223,0.19293142095945223,0.0,0.5,0.3315624094506719,0.3315624094506719,0.25,0.027146614817141146
20260626T115402Z-clean-run-eu-us-gac-v1__pilot-balanc--20a5fbf596e5--tenant_id-1000__us_tenant_id-10100__lookback_days-1,0.22237427202285773,0.50884825662058,0.30593347330240334,0.8813510338096907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0192738269154615,0.009791833335309523,0.0,0.0,0.25,0.3312001813089724,0.25,0.47033775845242265
20260626T115418Z-clean-run-eu-us-gac-v1__pilot-balanc--476c33bb9417--multi_dimension_rollup__lookback_days-1__limit_k-50,0.2203254573925322,0.5385465972513734,0.22277801565215352,0.9327900686827121,0.5,0.30052218076835535,0.4358754118639164,0.0,0.0,0.006173907571276057,0.015344857652880366,0.2664331108086463,0.2664331108086463,0.0,0.5,0.42049905342856275,0.4650163894978303,0.42049905342856275,0.477122181908488
20260626T115437Z-clean-run-eu-us-gac-v1__pilot-balanc--f5a4e6eff71c--vent_filter_summary__lookback_days-7__min_value-100,0.22229347143109848,0.5470496395537616,0.22277801565215352,0.947517769969356,0.5,0.3184372700578515,0.45599683941007113,0.0,0.0,0.004592492542956528,0.017010830295709985,0.19293142095945223,0.19293142095945223,0.0,0.5,0.25,0.4682659645369755,0.25,0.3348077536927186
20260626T115456Z-clean-run-eu-us-gac-v1__pilot-balanc--8c8f902e7af4--multi_dimension_rollup__lookback_days-1__limit_k-25,0.22071681903816018,0.5411838681195337,0.22277801565215352,0.937357955819687,0.5,0.30052218076835535,0.4436137728277982,0.0,0.0,0.004609404915109407,0.006313263704867827,0.3241278791018096,0.2664331108086463,0.0,0.5,0.394022185232782,0.4650163894978303,0.42049905342856275,0.477122181908488
20260626T115524Z-clean-run-eu-us-gac-v1__pilot-balanc--b9a90f4f18bd--eu_tenant_id-5__us_tenant_id-10001__lookback_days-7,0.22242102423944576,0.50884825662058,0.30593347330240334,0.8813510338096907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0192738269154615,0.009791833335309523,0.0,0.0,0.25,0.4365709239958515,0.25,0.47033775845242265
20260626T115540Z-clean-run-eu-us-gac-v1__pilot-balanc--de25ce8c43a3--egion_global_user_join__lookback_days-7__limit_k-50,0.2157930707573488,0.5421652197243788,0.22277801565215352,0.9390577066593679,0.5,0.40494994524252875,0.4607792255674316,0.0,0.0,0.00457031079232519,0.0064788354387169764,0.3230326202012677,0.2649461597478896,0.0,0.5,0.25,0.4692488924905583,0.25,0.3464651729614107
20260626T115607Z-clean-run-eu-us-gac-v1__pilot-balanc--5c4aa83c327f--enant_point_rollup__tenant_id-500__lookback_days-14,0.22257610851534632,0.50884825662058,0.30593347330240334,0.8813510338096907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009791833335309523,0.009791833335309523,0.0,0.0,0.25,0.45206022300137455,0.25,0.47033775845242265
20260626T115623Z-clean-run-eu-us-gac-v1__pilot-balanc--1f012d8d8d3d--_tenant_tier_left_join__lookback_days-1__limit_k-50,0.22181467578915823,0.5443634106384603,0.22277801565215352,0.9428650850072934,0.5,0.3052071112950713,0.45088339701488656,0.0,0.0,0.004825614190241603,0.005979355349028155,0.2678897959435212,0.19624080872494817,0.0,0.5,0.07424267177962338,0.4374224125490066,0.03556954607718463,0.477122181908488
20260626T115644Z-clean-run-eu-us-gac-v1__pilot-balanc--028de9a85102--_rollup__lookback_days-1__min_value-100__limit_k-25,0.2222484987353257,0.5391063643651793,0.22277801565215352,0.9337596137642302,0.5,0.30546632914570315,0.4359632309570376,0.0,0.0005767798979572214,0.004504274621101701,0.0069604608500353615,0.2649461597478896,0.19293142095945223,0.0,0.5,0.25,0.4544443473964108,0.4433064339138749,0.3348077536927186
20260626T115707Z-clean-run-eu-us-gac-v1__pilot-balanc--07b221e1ad61--eu_tenant_id-1__us_tenant_id-11000__lookback_days-7,0.22239540279263467,0.50884825662058,0.30593347330240334,0.8813510338096907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0192738269154615,0.009791833335309523,0.0,0.0,0.25,0.43600214947344323,0.25,0.47033775845242265
20260626T115723Z-clean-run-eu-us-gac-v1__pilot-balanc--d44a2f294d79--egion_user_value_topk__lookback_days-30__limit_k-10,0.2130580364311419,0.5427669844366537,0.22277801565215352,0.9400999937152301,0.5,0.365594274540921,0.45585211793869973,0.0,0.0,0.004618802153517007,0.007071067811865424,0.2649461597478896,0.19293142095945223,0.0,0.5,0.25,0.47295173463853224,0.47658537719147387,0.3464651729614107
20260626T115746Z-clean-run-eu-us-gac-v1__pilot-balanc--b99f0d332316--enant_point_rollup__tenant_id-1000__lookback_days-3,0.22264256727269868,0.50884825662058,0.30593347330240334,0.8813510338096907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009791833335309523,0.009791833335309523,0.0,0.0,0.25,0.39278301858529785,0.25,0.47033775845242265
20260626T115801Z-clean-run-eu-us-gac-v1__pilot-balanc--b93f4ef9a3a7--_fdw_global_user_join__lookback_days-14__limit_k-10,0.2109125574382956,0.5421652197243788,0.22277801565215352,0.9390577066593679,0.5,0.40469106259446985,0.46073229101400637,0.0,0.0,0.0060850885514588905,0.003849001794597467,0.2649461597478896,0.2649461597478896,0.0,0.5,0.25,0.4692488924905583,0.25,0.3464651729614107
20260626T115822Z-clean-run-eu-us-gac-v1__pilot-balanc--3c79e3e49f61--__gac_etl_top_tenants__lookback_days-14__limit_k-50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25
20260626T115838Z-clean-run-eu-us-gac-v1__pilot-balanc--8ee2c6a2d03e--_tenant_point_rollup__tenant_id-10__lookback_days-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25
