pair_id,pressure_axis,intervention_role,mitigation_action,target_scope_canonical,target_scope_source,target_scope_status,stressed_template_id,mitigated_template_id,logical_question_id,dataset_profile_id,dataset_size_class,stressed_condition_id,mitigated_condition_id,stressed_execution_count,mitigated_execution_count,changed_fields,stressed_config_json,mitigated_config_json,target_metric,repeat_count,complete_repeat_count,elapsed_ratio_median,elapsed_ratio_min,elapsed_ratio_max,target_log2_gain_median,target_log2_gain_std,positive_repeat_share,result_equivalence_status,same_row_count,exact_multiset_hash,policy_id,action_display_name,action_kind,policy_display_name,policy_intended_use,expected_changed_fields,expected_no_change,gain_pair_status,strict_gain_eligible,review_gain_eligible,change_contract_status,original_result_equivalence_status,correctness_recovery_status,correctness_recovery_applied
pair-ca9d40d4b2d5d859815c39df,gac_finalization,positive_case,regional_topk_candidates,global_query,inferred_from_gac_execution,ok,gac_fdw_coordinator_raw_event_topk,gac_fdw_coordinator_regional_event_topk,event_raw_wide_sample,pilot-balanced-v1,medium,cond-008e25ffdcaad32186d3,cond-ce4af44a6d753ec37a6c,3,3,physical_strategy_id|template_id,"{""dataset_profile_id"":[""pilot-balanced-v1""],""dataset_size_class"":[""medium""],""execution_strategy"":[""multiregion_union""],""physical_strategy_id"":[""gac_raw_topk""],""regional_pg_options_json"":[""{}""],""runtime_config_id"":[""default""],""template_id"":[""gac_fdw_coordinator_raw_event_topk""]}","{""dataset_profile_id"":[""pilot-balanced-v1""],""dataset_size_class"":[""medium""],""execution_strategy"":[""multiregion_union""],""physical_strategy_id"":[""regional_topk_candidates""],""regional_pg_options_json"":[""{}""],""runtime_config_id"":[""default""],""template_id"":[""gac_fdw_coordinator_regional_event_topk""]}",paired_coordinator_severity_vector,3,3,2.9538459672421817,2.7871006441411557,3.2301118758669665,1.562594596553008,0.1065031839186501,1.0,exact_multiset,True,True,gac_regional_reduction,Pošalji regionalne Top-K kandidate,policy_member,Primjenjivi regionalni reduction rewrite,policy_gain_candidate,template_id|physical_strategy_id,False,strict_eligible,True,True,ok_expected_change,exact_multiset,,False
pair-d4efe84d5f7010eb826467db,gac_finalization,positive_case,regional_topk_candidates,global_query,inferred_from_gac_execution,ok,gac_fdw_coordinator_raw_event_topk,gac_fdw_coordinator_regional_event_topk,event_raw_wide_sample,pilot-balanced-v1,medium,cond-9442f21b366d6548c93f,cond-aeff801b1c10609a91a9,3,3,physical_strategy_id|template_id,"{""dataset_profile_id"":[""pilot-balanced-v1""],""dataset_size_class"":[""medium""],""execution_strategy"":[""multiregion_union""],""physical_strategy_id"":[""gac_raw_topk""],""regional_pg_options_json"":[""{}""],""runtime_config_id"":[""default""],""template_id"":[""gac_fdw_coordinator_raw_event_topk""]}","{""dataset_profile_id"":[""pilot-balanced-v1""],""dataset_size_class"":[""medium""],""execution_strategy"":[""multiregion_union""],""physical_strategy_id"":[""regional_topk_candidates""],""regional_pg_options_json"":[""{}""],""runtime_config_id"":[""default""],""template_id"":[""gac_fdw_coordinator_regional_event_topk""]}",paired_coordinator_severity_vector,3,3,7.840473253822225,7.349728025960554,8.663426030838172,2.970940738567032,0.1199252709677342,1.0,exact_multiset,True,True,gac_regional_reduction,Pošalji regionalne Top-K kandidate,policy_member,Primjenjivi regionalni reduction rewrite,policy_gain_candidate,template_id|physical_strategy_id,False,strict_eligible,True,True,ok_expected_change,exact_multiset,,False
pair-fac04c11be3731e04c3c643a,gac_finalization,positive_case,regional_topk_candidates,global_query,inferred_from_gac_execution,ok,gac_fdw_coordinator_raw_event_topk,gac_fdw_coordinator_regional_event_topk,event_raw_wide_sample,raw-large-balanced-v1,large,cond-5bd5829ccfec56e8de87,cond-1c854e4e54bf8a912f78,3,3,physical_strategy_id|template_id,"{""dataset_profile_id"":[""raw-large-balanced-v1""],""dataset_size_class"":[""large""],""execution_strategy"":[""multiregion_union""],""physical_strategy_id"":[""gac_raw_topk""],""regional_pg_options_json"":[""{}""],""runtime_config_id"":[""default""],""template_id"":[""gac_fdw_coordinator_raw_event_topk""]}","{""dataset_profile_id"":[""raw-large-balanced-v1""],""dataset_size_class"":[""large""],""execution_strategy"":[""multiregion_union""],""physical_strategy_id"":[""regional_topk_candidates""],""regional_pg_options_json"":[""{}""],""runtime_config_id"":[""default""],""template_id"":[""gac_fdw_coordinator_regional_event_topk""]}",paired_coordinator_severity_vector,3,3,23.191745704340786,21.736885595785502,27.133934208286558,4.535539514448904,0.1643576566296356,1.0,exact_multiset,True,True,gac_regional_reduction,Pošalji regionalne Top-K kandidate,policy_member,Primjenjivi regionalni reduction rewrite,policy_gain_candidate,template_id|physical_strategy_id,False,strict_eligible,True,True,ok_expected_change,exact_multiset,,False
pair-fb25ef68bed9263239a6194e,gac_finalization,positive_case,regional_topk_candidates,global_query,inferred_from_gac_execution,ok,gac_fdw_coordinator_raw_event_topk,gac_fdw_coordinator_regional_event_topk,event_raw_wide_sample,raw-small-balanced-v1,small,cond-4aac88f4251c393c6e5f,cond-c9ad3a371f38f65677ed,3,3,physical_strategy_id|template_id,"{""dataset_profile_id"":[""raw-small-balanced-v1""],""dataset_size_class"":[""small""],""execution_strategy"":[""multiregion_union""],""physical_strategy_id"":[""gac_raw_topk""],""regional_pg_options_json"":[""{}""],""runtime_config_id"":[""default""],""template_id"":[""gac_fdw_coordinator_raw_event_topk""]}","{""dataset_profile_id"":[""raw-small-balanced-v1""],""dataset_size_class"":[""small""],""execution_strategy"":[""multiregion_union""],""physical_strategy_id"":[""regional_topk_candidates""],""regional_pg_options_json"":[""{}""],""runtime_config_id"":[""default""],""template_id"":[""gac_fdw_coordinator_regional_event_topk""]}",paired_coordinator_severity_vector,3,3,1.6056205615317771,1.5486480335202617,2.1102153579241154,0.6831309970436041,0.2440672623753699,1.0,exact_multiset,True,True,gac_regional_reduction,Pošalji regionalne Top-K kandidate,policy_member,Primjenjivi regionalni reduction rewrite,policy_gain_candidate,template_id|physical_strategy_id,False,strict_eligible,True,True,ok_expected_change,exact_multiset,,False
pair-0084d0e4ed7184a8eefc7ee3,worker_data_skew,positive_case,disperse_hot_shards,global_query,inferred_from_gac_execution,ok,gac_fdw_multiregion_top_tenants,gac_fdw_multiregion_top_tenants,top_tenants,raw-large-skew-heavy-v1,large,batch-120-skew-raw-large-skew-heavy-v1::C::top_tenants_medium,batch-120-skew-raw-large-skew-heavy-v1::B::top_tenants_medium,3,3,placement_action|placement_state_id,"{""dataset_profile_id"":[""raw-large-skew-heavy-v1""],""dataset_size_class"":[""large""],""execution_strategy"":[""multiregion_union""],""physical_strategy_id"":[""hot_data_activation""],""placement_action"":[""concentrate_hot_shards""],""placement_state_id"":[""hot_shards_concentrated""],""runtime_config_id"":[""default""],""template_id"":[""gac_fdw_multiregion_top_tenants""]}","{""dataset_profile_id"":[""raw-large-skew-heavy-v1""],""dataset_size_class"":[""large""],""execution_strategy"":[""multiregion_union""],""physical_strategy_id"":[""hot_data_activation""],""placement_action"":[""disperse_hot_shards""],""placement_state_id"":[""hot_shards_dispersed""],""runtime_config_id"":[""default""],""template_id"":[""gac_fdw_multiregion_top_tenants""]}",skew_multidimensional_reserved_for_phase_2,3,3,0.9895763540630034,0.943704922806316,1.0078665698433515,-0.015117067373822,0.0522555288555253,0.6666666666666666,recovery_tolerance_equivalent,True,False,hot_shard_placement,Disperziraj hot shardove,deployable_action,Disperzija hot shardova,gain_candidate_or_null_result,placement_state_id|placement_action,False,strict_eligible,True,True,ok_expected_change,same_row_count_hash_diff_review,tolerance_equivalent,True
pair-0805d6762414f90dcf7c0dcf,worker_data_skew,positive_case,disperse_hot_shards,global_query,inferred_from_gac_execution,ok,gac_fdw_multiregion_top_tenants,gac_fdw_multiregion_top_tenants,top_tenants,raw-large-skew-moderate-v1,large,batch-120-skew-raw-large-skew-moderate-v1::C::top_tenants_full,batch-120-skew-raw-large-skew-moderate-v1::B::top_tenants_full,3,3,placement_action|placement_state_id,"{""dataset_profile_id"":[""raw-large-skew-moderate-v1""],""dataset_size_class"":[""large""],""execution_strategy"":[""multiregion_union""],""physical_strategy_id"":[""hot_data_activation""],""placement_action"":[""concentrate_hot_shards""],""placement_state_id"":[""hot_shards_concentrated""],""runtime_config_id"":[""default""],""template_id"":[""gac_fdw_multiregion_top_tenants""]}","{""dataset_profile_id"":[""raw-large-skew-moderate-v1""],""dataset_size_class"":[""large""],""execution_strategy"":[""multiregion_union""],""physical_strategy_id"":[""hot_data_activation""],""placement_action"":[""disperse_hot_shards""],""placement_state_id"":[""hot_shards_dispersed""],""runtime_config_id"":[""default""],""template_id"":[""gac_fdw_multiregion_top_tenants""]}",skew_multidimensional_reserved_for_phase_2,3,3,0.9932627077717922,0.8599671386723066,1.0072825468743114,-0.0097527486610095,0.1262703316372357,0.3333333333333333,recovery_tolerance_equivalent,True,False,hot_shard_placement,Disperziraj hot shardove,deployable_action,Disperzija hot shardova,gain_candidate_or_null_result,placement_state_id|placement_action,False,strict_eligible,True,True,ok_expected_change,same_row_count_hash_diff_review,tolerance_equivalent,True
pair-0d7d6a436d9feabb17eab628,worker_data_skew,positive_case,disperse_hot_shards,global_query,inferred_from_gac_execution,ok,gac_fdw_multiregion_event_count_rollup,gac_fdw_multiregion_event_count_rollup,event_full_scan_summary,pilot-region-local-skew-asymmetric-medium-v1,medium,batch-120-skew-pilot-region-local-skew-asymmetric-medium-v1::C::global_rollup,batch-120-skew-pilot-region-local-skew-asymmetric-medium-v1::B::global_rollup,3,3,placement_action|placement_state_id,"{""dataset_profile_id"":[""pilot-region-local-skew-asymmetric-medium-v1""],""dataset_size_class"":[""medium""],""execution_strategy"":[""multiregion_union""],""physical_strategy_id"":[""hot_data_activation""],""placement_action"":[""concentrate_hot_shards""],""placement_state_id"":[""hot_shards_concentrated""],""runtime_config_id"":[""default""],""template_id"":[""gac_fdw_multiregion_event_count_rollup""]}","{""dataset_profile_id"":[""pilot-region-local-skew-asymmetric-medium-v1""],""dataset_size_class"":[""medium""],""execution_strategy"":[""multiregion_union""],""physical_strategy_id"":[""hot_data_activation""],""placement_action"":[""disperse_hot_shards""],""placement_state_id"":[""hot_shards_dispersed""],""runtime_config_id"":[""default""],""template_id"":[""gac_fdw_multiregion_event_count_rollup""]}",skew_multidimensional_reserved_for_phase_2,3,3,0.9511155064350668,0.8746989829839893,1.0155201623163563,-0.072307537774208,0.118383345533454,0.3333333333333333,exact_multiset,True,True,hot_shard_placement,Disperziraj hot shardove,deployable_action,Disperzija hot shardova,gain_candidate_or_null_result,placement_state_id|placement_action,False,strict_eligible,True,True,ok_expected_change,exact_multiset,,False
pair-11d6c95fcf75ff2ace043c27,worker_data_skew,negative_control,disperse_hot_shards,global_query,inferred_from_gac_execution,ok,gac_fdw_multiregion_event_filter_summary,gac_fdw_multiregion_event_filter_summary,event_filter_summary,raw-large-skew-moderate-v1,large,batch-120-skew-raw-large-skew-moderate-v1::C::selective_filter_control,batch-120-skew-raw-large-skew-moderate-v1::B::selective_filter_control,3,3,placement_action|placement_state_id,"{""dataset_profile_id"":[""raw-large-skew-moderate-v1""],""dataset_size_class"":[""large""],""execution_strategy"":[""multiregion_union""],""physical_strategy_id"":[""cold_or_selective_control""],""placement_action"":[""concentrate_hot_shards""],""placement_state_id"":[""hot_shards_concentrated""],""runtime_config_id"":[""default""],""template_id"":[""gac_fdw_multiregion_event_filter_summary""]}","{""dataset_profile_id"":[""raw-large-skew-moderate-v1""],""dataset_size_class"":[""large""],""execution_strategy"":[""multiregion_union""],""physical_strategy_id"":[""cold_or_selective_control""],""placement_action"":[""disperse_hot_shards""],""placement_state_id"":[""hot_shards_dispersed""],""runtime_config_id"":[""default""],""template_id"":[""gac_fdw_multiregion_event_filter_summary""]}",skew_multidimensional_reserved_for_phase_2,3,3,1.0639927348310458,1.0395531395507895,1.1372193817964757,0.0894882998437961,0.0687457751329967,1.0,recovery_tolerance_equivalent,True,False,hot_shard_placement,Disperziraj hot shardove,deployable_action,Disperzija hot shardova,gain_candidate_or_null_result,placement_state_id|placement_action,False,strict_eligible,True,True,ok_expected_change,same_row_count_hash_diff_review,tolerance_equivalent,True
pair-174c56f135fa1cdc836cc8f3,worker_data_skew,positive_case,disperse_hot_shards,global_query,inferred_from_gac_execution,ok,gac_fdw_multiregion_top_tenants,gac_fdw_multiregion_top_tenants,top_tenants,raw-large-skew-heavy-v1,large,batch-120-skew-raw-large-skew-heavy-v1::C::top_tenants_full,batch-120-skew-raw-large-skew-heavy-v1::B::top_tenants_full,3,3,placement_action|placement_state_id,"{""dataset_profile_id"":[""raw-large-skew-heavy-v1""],""dataset_size_class"":[""large""],""execution_strategy"":[""multiregion_union""],""physical_strategy_id"":[""hot_data_activation""],""placement_action"":[""concentrate_hot_shards""],""placement_state_id"":[""hot_shards_concentrated""],""runtime_config_id"":[""default""],""template_id"":[""gac_fdw_multiregion_top_tenants""]}","{""dataset_profile_id"":[""raw-large-skew-heavy-v1""],""dataset_size_class"":[""large""],""execution_strategy"":[""multiregion_union""],""physical_strategy_id"":[""hot_data_activation""],""placement_action"":[""disperse_hot_shards""],""placement_state_id"":[""hot_shards_dispersed""],""runtime_config_id"":[""default""],""template_id"":[""gac_fdw_multiregion_top_tenants""]}",skew_multidimensional_reserved_for_phase_2,3,3,0.9946110418921026,0.9688884462578585,1.0122741930912893,-0.0077956472631239,0.0346081118366262,0.6666666666666666,recovery_tolerance_equivalent,True,False,hot_shard_placement,Disperziraj hot shardove,deployable_action,Disperzija hot shardova,gain_candidate_or_null_result,placement_state_id|placement_action,False,strict_eligible,True,True,ok_expected_change,same_row_count_hash_diff_review,tolerance_equivalent,True
pair-1797c8a5e684d1ee3b808bbd,worker_data_skew,positive_case,disperse_hot_shards,global_query,inferred_from_gac_execution,ok,gac_fdw_multiregion_top_tenants,gac_fdw_multiregion_top_tenants,top_tenants,raw-small-skew-heavy-v1,small,batch-120-skew-raw-small-skew-heavy-v1::C::top_tenants_short,batch-120-skew-raw-small-skew-heavy-v1::B::top_tenants_short,3,3,placement_action|placement_state_id,"{""dataset_profile_id"":[""raw-small-skew-heavy-v1""],""dataset_size_class"":[""small""],""execution_strategy"":[""multiregion_union""],""physical_strategy_id"":[""hot_data_activation""],""placement_action"":[""concentrate_hot_shards""],""placement_state_id"":[""hot_shards_concentrated""],""runtime_config_id"":[""default""],""template_id"":[""gac_fdw_multiregion_top_tenants""]}","{""dataset_profile_id"":[""raw-small-skew-heavy-v1""],""dataset_size_class"":[""small""],""execution_strategy"":[""multiregion_union""],""physical_strategy_id"":[""hot_data_activation""],""placement_action"":[""disperse_hot_shards""],""placement_state_id"":[""hot_shards_dispersed""],""runtime_config_id"":[""default""],""template_id"":[""gac_fdw_multiregion_top_tenants""]}",skew_multidimensional_reserved_for_phase_2,3,3,1.0583775328135312,0.8519402299698854,1.124447340134261,0.0818543415945591,0.2105285920139098,0.6666666666666666,recovery_tolerance_equivalent,True,False,hot_shard_placement,Disperziraj hot shardove,deployable_action,Disperzija hot shardova,gain_candidate_or_null_result,placement_state_id|placement_action,False,strict_eligible,True,True,ok_expected_change,same_row_count_hash_diff_review,tolerance_equivalent,True
pair-1b5765fae749dccb75ecc13d,worker_data_skew,negative_control,disperse_hot_shards,global_query,inferred_from_gac_execution,ok,gac_fdw_multiregion_event_filter_summary,gac_fdw_multiregion_event_filter_summary,event_filter_summary,raw-medium-skew-moderate-v1,medium,batch-120-skew-raw-medium-skew-moderate-v1::C::selective_filter_control,batch-120-skew-raw-medium-skew-moderate-v1::B::selective_filter_control,3,3,placement_action|placement_state_id,"{""dataset_profile_id"":[""raw-medium-skew-moderate-v1""],""dataset_size_class"":[""medium""],""execution_strategy"":[""multiregion_union""],""physical_strategy_id"":[""cold_or_selective_control""],""placement_action"":[""concentrate_hot_shards""],""placement_state_id"":[""hot_shards_concentrated""],""runtime_config_id"":[""default""],""template_id"":[""gac_fdw_multiregion_event_filter_summary""]}","{""dataset_profile_id"":[""raw-medium-skew-moderate-v1""],""dataset_size_class"":[""medium""],""execution_strategy"":[""multiregion_union""],""physical_strategy_id"":[""cold_or_selective_control""],""placement_action"":[""disperse_hot_shards""],""placement_state_id"":[""hot_shards_dispersed""],""runtime_config_id"":[""default""],""template_id"":[""gac_fdw_multiregion_event_filter_summary""]}",skew_multidimensional_reserved_for_phase_2,3,3,1.1965618458512803,1.1626337002699767,1.2491486353577577,0.2588949663683088,0.0557571455361579,1.0,recovery_exact_snapshot,True,False,hot_shard_placement,Disperziraj hot shardove,deployable_action,Disperzija hot shardova,gain_candidate_or_null_result,placement_state_id|placement_action,False,strict_eligible,True,True,ok_expected_change,same_row_count_hash_diff_review,exact_snapshot,True
pair-21382cceca8a8f4f30d9a81b,worker_data_skew,negative_control,disperse_hot_shards,global_query,inferred_from_gac_execution,ok,gac_fdw_multiregion_tenant_point_rollup,gac_fdw_multiregion_tenant_point_rollup,tenant_point_rollup,raw-small-skew-heavy-v1,small,batch-120-skew-raw-small-skew-heavy-v1::C::tenant_point_cold_control,batch-120-skew-raw-small-skew-heavy-v1::B::tenant_point_cold_control,3,3,placement_action|placement_state_id,"{""dataset_profile_id"":[""raw-small-skew-heavy-v1""],""dataset_size_class"":[""small""],""execution_strategy"":[""multiregion_union""],""physical_strategy_id"":[""cold_or_selective_control""],""placement_action"":[""concentrate_hot_shards""],""placement_state_id"":[""hot_shards_concentrated""],""runtime_config_id"":[""default""],""template_id"":[""gac_fdw_multiregion_tenant_point_rollup""]}","{""dataset_profile_id"":[""raw-small-skew-heavy-v1""],""dataset_size_class"":[""small""],""execution_strategy"":[""multiregion_union""],""physical_strategy_id"":[""cold_or_selective_control""],""placement_action"":[""disperse_hot_shards""],""placement_state_id"":[""hot_shards_dispersed""],""runtime_config_id"":[""default""],""template_id"":[""gac_fdw_multiregion_tenant_point_rollup""]}",skew_multidimensional_reserved_for_phase_2,3,3,1.0427796746334606,0.9605729342852565,1.156227584426018,0.0604343679330892,0.1337298405076546,0.6666666666666666,exact_multiset,True,True,hot_shard_placement,Disperziraj hot shardove,deployable_action,Disperzija hot shardova,gain_candidate_or_null_result,placement_state_id|placement_action,False,strict_eligible,True,True,ok_expected_change,exact_multiset,,False
pair-2bec898c9a7861a4f0ca2a28,worker_data_skew,positive_case,disperse_hot_shards,global_query,inferred_from_gac_execution,ok,gac_fdw_multiregion_top_tenants,gac_fdw_multiregion_top_tenants,top_tenants,raw-medium-skew-moderate-v1,medium,batch-120-skew-raw-medium-skew-moderate-v1::C::top_tenants_short,batch-120-skew-raw-medium-skew-moderate-v1::B::top_tenants_short,3,3,placement_action|placement_state_id,"{""dataset_profile_id"":[""raw-medium-skew-moderate-v1""],""dataset_size_class"":[""medium""],""execution_strategy"":[""multiregion_union""],""physical_strategy_id"":[""hot_data_activation""],""placement_action"":[""concentrate_hot_shards""],""placement_state_id"":[""hot_shards_concentrated""],""runtime_config_id"":[""default""],""template_id"":[""gac_fdw_multiregion_top_tenants""]}","{""dataset_profile_id"":[""raw-medium-skew-moderate-v1""],""dataset_size_class"":[""medium""],""execution_strategy"":[""multiregion_union""],""physical_strategy_id"":[""hot_data_activation""],""placement_action"":[""disperse_hot_shards""],""placement_state_id"":[""hot_shards_dispersed""],""runtime_config_id"":[""default""],""template_id"":[""gac_fdw_multiregion_top_tenants""]}",skew_multidimensional_reserved_for_phase_2,3,3,0.9960043314915176,0.9355449482672673,1.033418109133009,-0.0057760784898455,0.0725691699127104,0.3333333333333333,recovery_tolerance_equivalent,True,False,hot_shard_placement,Disperziraj hot shardove,deployable_action,Disperzija hot shardova,gain_candidate_or_null_result,placement_state_id|placement_action,False,strict_eligible,True,True,ok_expected_change,same_row_count_hash_diff_review,tolerance_equivalent,True
pair-2ddcacd56864f73a8a5abcd1,worker_data_skew,positive_case,disperse_hot_shards,global_query,inferred_from_gac_execution,ok,gac_fdw_multiregion_hot_worker_probe,gac_fdw_multiregion_hot_worker_probe,top_tenants,pilot-region-local-skew-asymmetric-medium-v1,medium,batch-120-skew-pilot-region-local-skew-asymmetric-medium-v1::C::hot_worker_probe_high_cpu,batch-120-skew-pilot-region-local-skew-asymmetric-medium-v1::B::hot_worker_probe_high_cpu,3,3,placement_action|placement_state_id,"{""dataset_profile_id"":[""pilot-region-local-skew-asymmetric-medium-v1""],""dataset_size_class"":[""medium""],""execution_strategy"":[""multiregion_union""],""physical_strategy_id"":[""hot_data_activation""],""placement_action"":[""concentrate_hot_shards""],""placement_state_id"":[""hot_shards_concentrated""],""runtime_config_id"":[""default""],""template_id"":[""gac_fdw_multiregion_hot_worker_probe""]}","{""dataset_profile_id"":[""pilot-region-local-skew-asymmetric-medium-v1""],""dataset_size_class"":[""medium""],""execution_strategy"":[""multiregion_union""],""physical_strategy_id"":[""hot_data_activation""],""placement_action"":[""disperse_hot_shards""],""placement_state_id"":[""hot_shards_dispersed""],""runtime_config_id"":[""default""],""template_id"":[""gac_fdw_multiregion_hot_worker_probe""]}",skew_multidimensional_reserved_for_phase_2,3,3,1.060593798173841,0.7850426060788955,1.6620290524277266,0.084872217451372,0.5445681677550274,0.6666666666666666,exact_multiset,True,True,hot_shard_placement,Disperziraj hot shardove,deployable_action,Disperzija hot shardova,gain_candidate_or_null_result,placement_state_id|placement_action,False,strict_eligible,True,True,ok_expected_change,exact_multiset,,False
pair-308e5e2de9a612da419bd962,worker_data_skew,positive_case,disperse_hot_shards,global_query,inferred_from_gac_execution,ok,gac_fdw_multiregion_top_tenants,gac_fdw_multiregion_top_tenants,top_tenants,raw-medium-skew-moderate-v1,medium,batch-120-skew-raw-medium-skew-moderate-v1::C::top_tenants_medium,batch-120-skew-raw-medium-skew-moderate-v1::B::top_tenants_medium,3,3,placement_action|placement_state_id,"{""dataset_profile_id"":[""raw-medium-skew-moderate-v1""],""dataset_size_class"":[""medium""],""execution_strategy"":[""multiregion_union""],""physical_strategy_id"":[""hot_data_activation""],""placement_action"":[""concentrate_hot_shards""],""placement_state_id"":[""hot_shards_concentrated""],""runtime_config_id"":[""default""],""template_id"":[""gac_fdw_multiregion_top_tenants""]}","{""dataset_profile_id"":[""raw-medium-skew-moderate-v1""],""dataset_size_class"":[""medium""],""execution_strategy"":[""multiregion_union""],""physical_strategy_id"":[""hot_data_activation""],""placement_action"":[""disperse_hot_shards""],""placement_state_id"":[""hot_shards_dispersed""],""runtime_config_id"":[""default""],""template_id"":[""gac_fdw_multiregion_top_tenants""]}",skew_multidimensional_reserved_for_phase_2,3,3,0.9914991595398202,0.9442446018377251,1.0663952688206277,-0.0123165453563329,0.0878792307488651,0.3333333333333333,recovery_tolerance_equivalent,True,False,hot_shard_placement,Disperziraj hot shardove,deployable_action,Disperzija hot shardova,gain_candidate_or_null_result,placement_state_id|placement_action,False,strict_eligible,True,True,ok_expected_change,same_row_count_hash_diff_review,tolerance_equivalent,True
pair-379fafb791462dd5d8fcac36,worker_data_skew,positive_case,disperse_hot_shards,global_query,inferred_from_gac_execution,ok,gac_fdw_multiregion_hot_worker_probe,gac_fdw_multiregion_hot_worker_probe,top_tenants,raw-medium-skew-moderate-v1,medium,batch-120-skew-raw-medium-skew-moderate-v1::C::hot_worker_probe_low_cpu,batch-120-skew-raw-medium-skew-moderate-v1::B::hot_worker_probe_low_cpu,3,3,placement_action|placement_state_id,"{""dataset_profile_id"":[""raw-medium-skew-moderate-v1""],""dataset_size_class"":[""medium""],""execution_strategy"":[""multiregion_union""],""physical_strategy_id"":[""hot_data_activation""],""placement_action"":[""concentrate_hot_shards""],""placement_state_id"":[""hot_shards_concentrated""],""runtime_config_id"":[""default""],""template_id"":[""gac_fdw_multiregion_hot_worker_probe""]}","{""dataset_profile_id"":[""raw-medium-skew-moderate-v1""],""dataset_size_class"":[""medium""],""execution_strategy"":[""multiregion_union""],""physical_strategy_id"":[""hot_data_activation""],""placement_action"":[""disperse_hot_shards""],""placement_state_id"":[""hot_shards_dispersed""],""runtime_config_id"":[""default""],""template_id"":[""gac_fdw_multiregion_hot_worker_probe""]}",skew_multidimensional_reserved_for_phase_2,3,3,1.1613626322218469,0.9926894468119766,1.2741623673130524,0.2158185200250108,0.1801309675597711,0.6666666666666666,exact_multiset,True,True,hot_shard_placement,Disperziraj hot shardove,deployable_action,Disperzija hot shardova,gain_candidate_or_null_result,placement_state_id|placement_action,False,strict_eligible,True,True,ok_expected_change,exact_multiset,,False
pair-39769307522ec4750a195d8a,worker_data_skew,negative_control,disperse_hot_shards,global_query,inferred_from_gac_execution,ok,gac_fdw_multiregion_event_filter_summary,gac_fdw_multiregion_event_filter_summary,event_filter_summary,pilot-skew-heavy-v1,medium,batch-120-skew-pilot-skew-heavy-v1::C::selective_filter_control,batch-120-skew-pilot-skew-heavy-v1::B::selective_filter_control,3,3,placement_action|placement_state_id,"{""dataset_profile_id"":[""pilot-skew-heavy-v1""],""dataset_size_class"":[""medium""],""execution_strategy"":[""multiregion_union""],""physical_strategy_id"":[""cold_or_selective_control""],""placement_action"":[""concentrate_hot_shards""],""placement_state_id"":[""hot_shards_concentrated""],""runtime_config_id"":[""default""],""template_id"":[""gac_fdw_multiregion_event_filter_summary""]}","{""dataset_profile_id"":[""pilot-skew-heavy-v1""],""dataset_size_class"":[""medium""],""execution_strategy"":[""multiregion_union""],""physical_strategy_id"":[""cold_or_selective_control""],""placement_action"":[""disperse_hot_shards""],""placement_state_id"":[""hot_shards_dispersed""],""runtime_config_id"":[""default""],""template_id"":[""gac_fdw_multiregion_event_filter_summary""]}",skew_multidimensional_reserved_for_phase_2,3,3,1.103430817286239,1.0847406720900696,1.1585142860362836,0.1419961786099021,0.0504367547821957,1.0,recovery_tolerance_equivalent,True,False,hot_shard_placement,Disperziraj hot shardove,deployable_action,Disperzija hot shardova,gain_candidate_or_null_result,placement_state_id|placement_action,False,strict_eligible,True,True,ok_expected_change,same_row_count_hash_diff_review,tolerance_equivalent,True
pair-3c33f0fb60205e610e2a8427,worker_data_skew,negative_control,disperse_hot_shards,global_query,inferred_from_gac_execution,ok,gac_fdw_multiregion_tenant_point_rollup,gac_fdw_multiregion_tenant_point_rollup,tenant_point_rollup,raw-small-skew-moderate-v1,small,batch-120-skew-raw-small-skew-moderate-v1::C::tenant_point_cold_control,batch-120-skew-raw-small-skew-moderate-v1::B::tenant_point_cold_control,3,3,placement_action|placement_state_id,"{""dataset_profile_id"":[""raw-small-skew-moderate-v1""],""dataset_size_class"":[""small""],""execution_strategy"":[""multiregion_union""],""physical_strategy_id"":[""cold_or_selective_control""],""placement_action"":[""concentrate_hot_shards""],""placement_state_id"":[""hot_shards_concentrated""],""runtime_config_id"":[""default""],""template_id"":[""gac_fdw_multiregion_tenant_point_rollup""]}","{""dataset_profile_id"":[""raw-small-skew-moderate-v1""],""dataset_size_class"":[""small""],""execution_strategy"":[""multiregion_union""],""physical_strategy_id"":[""cold_or_selective_control""],""placement_action"":[""disperse_hot_shards""],""placement_state_id"":[""hot_shards_dispersed""],""runtime_config_id"":[""default""],""template_id"":[""gac_fdw_multiregion_tenant_point_rollup""]}",skew_multidimensional_reserved_for_phase_2,3,3,0.9662589946350022,0.9290694685431528,1.0822053044254172,-0.0495181561423329,0.1230189388474365,0.3333333333333333,exact_multiset,True,True,hot_shard_placement,Disperziraj hot shardove,deployable_action,Disperzija hot shardova,gain_candidate_or_null_result,placement_state_id|placement_action,False,strict_eligible,True,True,ok_expected_change,exact_multiset,,False
