query_run_id,main_root_actual_total_time_ms,main_root_actual_rows,main_root_plan_rows,main_total_cost,has_foreign_scan,has_custom_scan,has_join,has_sort,has_hash,has_aggregate,has_limit,has_materialize,join_node_count,hash_join_count,merge_join_count,nested_loop_count,remote_path_share,fdw_remote_sql_count,fdw_remote_plan_count,remote_region_actual_rows_sum,remote_region_actual_rows_cv,remote_region_actual_rows_max_share,remote_region_actual_rows_min_max_ratio,remote_region_actual_rows_active_share,remote_region_zero_row_count,remote_region_nonzero_count,remote_region_tuple_bytes_sum,remote_region_tuple_bytes_cv,remote_region_tuple_bytes_max_share,remote_region_tuple_bytes_min_max_ratio,remote_region_tuple_bytes_active_share,remote_region_task_count_sum,remote_region_task_count_cv,remote_region_task_count_max_share,remote_region_task_count_min_max_ratio,remote_region_task_count_active_share,remote_region_plan_fingerprint_count,remote_region_dominant_plan_fingerprint_share,remote_plan_node_count_sum,remote_plan_max_depth,remote_has_custom_scan,remote_has_sort,remote_has_hash_join,remote_actual_rows_sum,global_fanin_ratio,remote_to_final_rows_ratio,finalize_share,drf_bytes_proxy,wan_output_rows,wan_output_bytes_proxy,regional_reduction_input_rows_proxy,regional_reduction_input_bytes_proxy,drf_rows_proxy,wan_output_to_final_rows_ratio,global_group_count_proxy,global_group_density,global_group_merge_ratio,task_count_to_shard_count_ratio,task_count_to_configured_region_shard_slots_ratio,task_count_to_observed_region_shard_slots_ratio,active_task_share,tasks_per_worker_ratio,temp_bytes_to_wan_bytes_ratio,temp_blocks_per_wan_row,temp_blocks_per_final_row,temp_blocks_per_regional_input_row,spill_per_wan_mb,root_rows_estimate_error_log,rows_estimate_error_max_abs_log,rows_estimate_error_mean_abs_log,foreign_scan_rows_estimate_error_log,aggregate_rows_estimate_error_log,join_rows_estimate_error_log,sort_rows_estimate_error_log,remote_root_rows_estimate_error_log,temp_blocks_sum,spill_flag,external_sort_count,sort_space_used_max,hash_batches_max,memory_pressure_score_v1,task_count,citus_map_merge_job_count,citus_repartition_query,worker_task_plan_count,worker_task_actual_rows_sum,worker_task_actual_rows_cv,worker_task_actual_rows_max_share,worker_task_scan_actual_rows_sum,worker_task_scan_actual_rows_cv,worker_task_scan_actual_rows_max_share,remote_region_rows_isf,remote_region_bytes_isf,worker_task_scan_rows_isf,worker_task_root_rows_isf,worker_task_within_region_scan_rows_isf_max,worker_task_index_scan_share,worker_task_seq_scan_share,worker_task_bitmap_scan_share,worker_task_node_count_sum,worker_task_plan_max_depth_max,worker_task_plan_max_depth_mean,worker_task_join_node_count,worker_task_aggregate_node_count,worker_task_sort_node_count,worker_task_blocking_node_count,worker_task_scan_node_count,worker_task_materialization_node_count,worker_task_parallel_node_count,worker_task_bitmap_node_count,worker_task_index_access_node_count,worker_task_sequential_access_node_count,worker_task_spill_capable_node_count,worker_task_plan_fingerprint_count,worker_task_plan_fingerprint_dominant_share,worker_task_region_task_count_cv,worker_task_region_rows_cv,worker_task_region_rows_max_share,worker_task_region_scan_rows_cv,worker_task_region_scan_rows_max_share,worker_task_within_region_rows_cv_max,worker_task_within_region_rows_cv_mean,worker_task_within_region_rows_max_share_max,worker_task_within_region_scan_rows_cv_max,worker_task_within_region_scan_rows_cv_mean,worker_task_within_region_scan_rows_max_share_max,worker_task_within_region_plan_fingerprint_count_max,worker_task_within_region_plan_fingerprint_count_mean,main_node_type_count_Aggregate,main_node_type_count_Append,main_node_type_count_CTEScan,main_node_type_count_ForeignScan,main_node_type_count_Sort,main_node_type_count_Limit,main_node_type_count_SubqueryScan,worker_node_count_seq_scan,worker_node_count_index_scan,worker_node_count_index_only_scan,worker_node_count_bitmap_heap_scan,worker_node_count_bitmap_index_scan,worker_node_count_hash_join,worker_node_count_merge_join,worker_node_count_nested_loop,worker_node_count_sort,worker_node_count_incremental_sort,worker_node_count_hash_aggregate,worker_node_count_group_aggregate,worker_node_count_aggregate,worker_node_count_materialize,worker_node_count_memoize,worker_node_count_other
20260725T113941Z-confirmatory-skew-v1-state-a__A-conf--82bc259aae2e--eu_tenant_id-1__us_tenant_id-10001__lookback_days-7,41.078,2.0,2.0,305.8,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9969813525488095,2.0,2.0,400.0,0.0,0.5,1.0,1.0,0.0,2.0,9600.0,0.0,0.5,1.0,1.0,2.0,0.0,0.5,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,400.0,39.0,200.0,0.003018647451190475,2.0,400.0,9600.0,800.0,19200.0,2.0,200.0,2.0,0.005,200.0,0.0625,0.03125,0.03125,0.03125,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.3749057545736716,0.766588217683001,2.374905754573672,0.0,,0.0,5.303304908059076,0.0,0.0,0.0,25.0,1.0,0.0,2.0,,0,2.0,400.0,0.0,0.5,800.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260725T113955Z-confirmatory-skew-v1-state-a__A-conf--84566377899f--ultiregion_top_tenants__lookback_days-7__limit_k-50,3262.648,50.0,50.0,1049.08,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9876318254374974,2.0,2.0,400000.0,0.0,0.5,1.0,1.0,0.0,2.0,9601024.0,0.0,0.5,1.0,1.0,64.0,0.0,0.5,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,400000.0,1793.64,8000.0,0.012368174562502625,1.0,400000.0,9601024.0,400000.0,9601024.0,1.0,8000.0,50.0,0.000125,8000.0,2.0,1.0,1.0,1.0,16.0,3.167235494880546,0.00928,74.24,0.00928,405.4061433447099,0.0,4.369625496025689,2.0198866089652987,4.369625496025689,2.2980974265246576,,1.637822990965287,0.693142180597445,3712.0,1.0,0.0,158.0,1.0,8.21959545417708,64.0,,0,64.0,400000.0,0.1650212107578901,0.0235,400000.0,0.1650212107578901,0.0235,1.0,1.0,1.504,1.504,1.504,0.0,1.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,64.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,0.1891454466805902,0.1629247533028353,0.047,0.1891454466805902,0.1629247533028353,0.047,1.0,1.0,3.0,1.0,0.0,2.0,2.0,1.0,2.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260725T114139Z-confirmatory-skew-v1-state-b__B-conf--6b6a1bdab472--ultiregion_top_tenants__lookback_days-7__limit_k-50,2457.727,50.0,50.0,1049.08,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9902552236273598,2.0,2.0,400000.0,0.0,0.5,1.0,1.0,0.0,2.0,9601024.0,0.0,0.5,1.0,1.0,64.0,0.0,0.5,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,400000.0,1798.0,8000.0,0.009744776372640176,1.0,400000.0,9601024.0,400000.0,9601024.0,1.0,8000.0,50.0,0.000125,8000.0,2.0,1.0,1.0,1.0,16.0,3.167235494880546,0.00928,74.24,0.00928,405.4061433447099,0.0,4.36986970440325,2.020329333204779,4.36986970440325,2.2980974265246576,,1.637822990965287,0.693142180597445,3712.0,1.0,0.0,158.0,1.0,8.21959545417708,64.0,,0,64.0,400000.0,0.8363480490800467,0.0573225,400000.0,0.8363480490800467,0.0573225,1.0,1.0,3.66864,3.66864,3.66864,0.0,1.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,64.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,0.8428770064487464,0.83632236359978,0.114645,0.8428770064487464,0.83632236359978,0.114645,1.0,1.0,3.0,1.0,0.0,2.0,2.0,1.0,2.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260725T114155Z-confirmatory-skew-v1-state-b__B-conf--1526324c3195--eu_tenant_id-1__us_tenant_id-10001__lookback_days-7,163.124,2.0,2.0,305.8,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9968674137465977,2.0,2.0,20000.0,0.0,0.5,1.0,1.0,0.0,2.0,479232.0,0.0,0.5,1.0,1.0,2.0,0.0,0.5,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,20000.0,2242.5,10000.0,0.003132586253402293,1.0,20000.0,479232.0,20000.0,479232.0,1.0,10000.0,2.0,0.0001,10000.0,0.0625,0.03125,0.03125,0.03125,0.5,0.0,0.0,0.0,0.0,0.0,0.0,6.336825731146441,2.109823672880653,6.336825731146441,0.0,,0.0,9.210440366976515,0.0,0.0,0.0,25.0,1.0,0.0,2.0,,0,2.0,20000.0,0.0,0.5,20000.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260725T114210Z-confirmatory-skew-v1-state-b__B-conf--1526324c3195--eu_tenant_id-1__us_tenant_id-10001__lookback_days-7,158.853,2.0,2.0,305.8,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9955178687213966,2.0,2.0,20000.0,0.0,0.5,1.0,1.0,0.0,2.0,479232.0,0.0,0.5,1.0,1.0,2.0,0.0,0.5,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,20000.0,2242.5,10000.0,0.00448213127860342,1.0,20000.0,479232.0,20000.0,479232.0,1.0,10000.0,2.0,0.0001,10000.0,0.0625,0.03125,0.03125,0.03125,0.5,0.0,0.0,0.0,0.0,0.0,0.0,6.336825731146441,2.109823672880653,6.336825731146441,0.0,,0.0,9.210440366976515,0.0,0.0,0.0,25.0,1.0,0.0,2.0,,0,2.0,20000.0,0.0,0.5,20000.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260725T114224Z-confirmatory-skew-v1-state-b__B-conf--06f02b2e6acb--p_tenants_raw_finalize__lookback_days-7__limit_k-50,2479.023,50.0,50.0,1062.82,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9665973248332103,2.0,2.0,400000.0,0.0,0.5,1.0,1.0,0.0,2.0,9601024.0,0.0,0.5,1.0,1.0,64.0,0.0,0.5,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,400000.0,1797.88,8000.0,0.03340267516678969,1.0,400000.0,9601024.0,400000.0,9601024.0,1.0,8000.0,50.0,0.000125,8000.0,2.0,1.0,1.0,1.0,16.0,5.914675767918089,0.01733,138.64,0.01733,757.0784982935154,0.0,4.369825307315692,2.803609777484124,4.369825307315692,2.2980974265246576,,2.2980974265246576,0.693142180597445,6932.0,1.0,0.0,158.0,1.0,8.84404789894249,64.0,,0,64.0,400000.0,0.8363480490800467,0.0573225,400000.0,0.8363480490800467,0.0573225,1.0,1.0,3.66864,3.66864,3.66864,0.0,1.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,64.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,0.8428770064487464,0.83632236359978,0.114645,0.8428770064487464,0.83632236359978,0.114645,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260725T114241Z-confirmatory-skew-v1-state-b__B-conf--21b957a24269--eu_tenant_id-1__us_tenant_id-10001__lookback_days-7,141.284,2.0,6.0,306.09,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9764021403697517,2.0,2.0,20000.0,0.0,0.5,1.0,1.0,0.0,2.0,479232.0,0.0,0.5,1.0,1.0,2.0,0.0,0.5,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,20000.0,2242.5,10000.0,0.023597859630248318,1.0,20000.0,479232.0,20000.0,479232.0,1.0,10000.0,2.0,0.0001,10000.0,0.0625,0.03125,0.03125,0.03125,0.5,0.0,0.0,0.0,0.0,0.0,-0.8472978603872037,6.46280656602484,5.482443265957607,6.336825731146441,-0.8472978603872037,,6.46280656602484,9.210440366976515,0.0,0.0,0.0,368.0,1.0,0.0,2.0,,0,2.0,20000.0,0.0,0.5,20000.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260725T114255Z-confirmatory-skew-v1-state-b__B-conf--6b6a1bdab472--ultiregion_top_tenants__lookback_days-7__limit_k-50,2442.228,50.0,50.0,1049.08,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9897384683166354,2.0,2.0,400000.0,0.0,0.5,1.0,1.0,0.0,2.0,9601024.0,0.0,0.5,1.0,1.0,64.0,0.0,0.5,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,400000.0,1797.82,8000.0,0.010261531683364595,1.0,400000.0,9601024.0,400000.0,9601024.0,1.0,8000.0,50.0,0.000125,8000.0,2.0,1.0,1.0,1.0,16.0,3.167235494880546,0.00928,74.24,0.00928,405.4061433447099,0.0,4.369780908256945,2.0203111261480724,4.369780908256945,2.2980974265246576,,1.637822990965287,0.693142180597445,3712.0,1.0,0.0,158.0,1.0,8.21959545417708,64.0,,0,64.0,400000.0,0.8363480490800467,0.0573225,400000.0,0.8363480490800467,0.0573225,1.0,1.0,3.66864,3.66864,3.66864,0.0,1.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,64.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,0.8428770064487464,0.83632236359978,0.114645,0.8428770064487464,0.83632236359978,0.114645,1.0,1.0,3.0,1.0,0.0,2.0,2.0,1.0,2.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260725T114312Z-confirmatory-skew-v1-state-b__B-conf--06f02b2e6acb--p_tenants_raw_finalize__lookback_days-7__limit_k-50,2615.76,50.0,50.0,1062.82,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9610117136128695,2.0,2.0,400000.0,0.0,0.5,1.0,1.0,0.0,2.0,9601024.0,0.0,0.5,1.0,1.0,64.0,0.0,0.5,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,400000.0,1797.76,8000.0,0.03898828638713046,1.0,400000.0,9601024.0,400000.0,9601024.0,1.0,8000.0,50.0,0.000125,8000.0,2.0,1.0,1.0,1.0,16.0,5.914675767918089,0.01733,138.64,0.01733,757.0784982935154,0.0,4.369780908256945,2.8035830690114643,4.369780908256945,2.2980974265246576,,2.2980974265246576,0.693142180597445,6932.0,1.0,0.0,158.0,1.0,8.84404789894249,64.0,,0,64.0,400000.0,0.8363480490800467,0.0573225,400000.0,0.8363480490800467,0.0573225,1.0,1.0,3.66864,3.66864,3.66864,0.0,1.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,64.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,0.8428770064487464,0.83632236359978,0.114645,0.8428770064487464,0.83632236359978,0.114645,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260725T114329Z-confirmatory-skew-v1-state-b__B-conf--1526324c3195--eu_tenant_id-1__us_tenant_id-10001__lookback_days-7,156.103,2.0,2.0,305.8,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9957143680774873,2.0,2.0,20000.0,0.0,0.5,1.0,1.0,0.0,2.0,479232.0,0.0,0.5,1.0,1.0,2.0,0.0,0.5,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,20000.0,2242.5,10000.0,0.004285631922512771,1.0,20000.0,479232.0,20000.0,479232.0,1.0,10000.0,2.0,0.0001,10000.0,0.0625,0.03125,0.03125,0.03125,0.5,0.0,0.0,0.0,0.0,0.0,0.0,6.336825731146441,2.109823672880653,6.336825731146441,0.0,,0.0,9.210440366976515,0.0,0.0,0.0,25.0,1.0,0.0,2.0,,0,2.0,20000.0,0.0,0.5,20000.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260725T114343Z-confirmatory-skew-v1-state-b__B-conf--06f02b2e6acb--p_tenants_raw_finalize__lookback_days-7__limit_k-50,2478.4,50.0,50.0,1062.82,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9698325532601677,2.0,2.0,400000.0,0.0,0.5,1.0,1.0,0.0,2.0,9601024.0,0.0,0.5,1.0,1.0,64.0,0.0,0.5,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,400000.0,1797.68,8000.0,0.030167446739832262,1.0,400000.0,9601024.0,400000.0,9601024.0,1.0,8000.0,50.0,0.000125,8000.0,2.0,1.0,1.0,1.0,16.0,5.914675767918089,0.01733,138.64,0.01733,757.0784982935154,0.0,4.3697365072268335,2.8035652689395887,4.3697365072268335,2.2980974265246576,,2.2980974265246576,0.693142180597445,6932.0,1.0,0.0,158.0,1.0,8.84404789894249,64.0,,0,64.0,400000.0,0.8363480490800467,0.0573225,400000.0,0.8363480490800467,0.0573225,1.0,1.0,3.66864,3.66864,3.66864,0.0,1.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,64.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,0.8428770064487464,0.83632236359978,0.114645,0.8428770064487464,0.83632236359978,0.114645,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260725T114400Z-confirmatory-skew-v1-state-b__B-conf--21b957a24269--eu_tenant_id-1__us_tenant_id-10001__lookback_days-7,171.594,2.0,6.0,306.09,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9740492091798083,2.0,2.0,20000.0,0.0,0.5,1.0,1.0,0.0,2.0,479232.0,0.0,0.5,1.0,1.0,2.0,0.0,0.5,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,20000.0,2242.5,10000.0,0.0259507908201917,1.0,20000.0,479232.0,20000.0,479232.0,1.0,10000.0,2.0,0.0001,10000.0,0.0625,0.03125,0.03125,0.03125,0.5,0.0,0.0,0.0,0.0,0.0,-0.8472978603872037,6.46280656602484,5.482443265957607,6.336825731146441,-0.8472978603872037,,6.46280656602484,9.210440366976515,0.0,0.0,0.0,368.0,1.0,0.0,2.0,,0,2.0,20000.0,0.0,0.5,20000.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260725T114414Z-confirmatory-skew-v1-state-b__B-conf--21b957a24269--eu_tenant_id-1__us_tenant_id-10001__lookback_days-7,147.531,2.0,6.0,306.09,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9781808569046506,2.0,2.0,20000.0,0.0,0.5,1.0,1.0,0.0,2.0,479232.0,0.0,0.5,1.0,1.0,2.0,0.0,0.5,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,20000.0,2242.0,10000.0,0.02181914309534941,1.0,20000.0,479232.0,20000.0,479232.0,1.0,10000.0,2.0,0.0001,10000.0,0.0625,0.03125,0.03125,0.03125,0.5,0.0,0.0,0.0,0.0,0.0,-0.8472978603872037,6.462583625437583,5.482258033030924,6.336383155348113,-0.8472978603872037,,6.462583625437583,9.210440366976515,0.0,0.0,0.0,368.0,1.0,0.0,2.0,,0,2.0,20000.0,0.0,0.5,20000.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260725T114428Z-confirmatory-skew-v1-state-b__B-conf--6b6a1bdab472--ultiregion_top_tenants__lookback_days-7__limit_k-50,2450.416,50.0,50.0,1049.08,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9901082101977786,2.0,2.0,400000.0,0.0,0.5,1.0,1.0,0.0,2.0,9601024.0,0.0,0.5,1.0,1.0,64.0,0.0,0.5,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,400000.0,1797.56,8000.0,0.00989178980222135,1.0,400000.0,9601024.0,400000.0,9601024.0,1.0,8000.0,50.0,0.000125,8000.0,2.0,1.0,1.0,1.0,16.0,3.167235494880546,0.00928,74.24,0.00928,405.4061433447099,0.0,4.369647699251819,2.0202848257884565,4.369647699251819,2.2980974265246576,,1.637822990965287,0.693142180597445,3712.0,1.0,0.0,158.0,1.0,8.21959545417708,64.0,,0,64.0,400000.0,0.8363480490800467,0.0573225,400000.0,0.8363480490800467,0.0573225,1.0,1.0,3.66864,3.66864,3.66864,0.0,1.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,64.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,0.8428770064487464,0.83632236359978,0.114645,0.8428770064487464,0.83632236359978,0.114645,1.0,1.0,3.0,1.0,0.0,2.0,2.0,1.0,2.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260725T114509Z-confirmatory-skew-v1-state-c__C-conf--8dcf7977c538--ultiregion_top_tenants__lookback_days-7__limit_k-50,2440.051,50.0,50.0,1049.08,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9897907871597768,2.0,2.0,400000.0,0.0,0.5,1.0,1.0,0.0,2.0,9601024.0,0.0,0.5,1.0,1.0,64.0,0.0,0.5,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,400000.0,1797.48,8000.0,0.01020921284022326,1.0,400000.0,9601024.0,400000.0,9601024.0,1.0,8000.0,50.0,0.000125,8000.0,2.0,1.0,1.0,1.0,16.0,3.167235494880546,0.00928,74.24,0.00928,405.4061433447099,0.0,4.369581088094425,2.0202767428407093,4.369581088094425,2.2980974265246576,,1.637822990965287,0.693142180597445,3712.0,1.0,0.0,158.0,1.0,8.21959545417708,64.0,,0,64.0,400000.0,0.8363480490800467,0.0573225,400000.0,0.8363480490800467,0.0573225,1.0,1.0,3.66864,3.66864,3.66864,0.0,1.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,64.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,0.8428770064487464,0.83632236359978,0.114645,0.8428770064487464,0.83632236359978,0.114645,1.0,1.0,3.0,1.0,0.0,2.0,2.0,1.0,2.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260725T114527Z-confirmatory-skew-v1-state-c__C-conf--e08b476aca95--eu_tenant_id-1__us_tenant_id-10001__lookback_days-7,157.153,2.0,2.0,305.8,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9964047775098155,2.0,2.0,20000.0,0.0,0.5,1.0,1.0,0.0,2.0,479232.0,0.0,0.5,1.0,1.0,2.0,0.0,0.5,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,20000.0,2242.0,10000.0,0.003595222490184529,1.0,20000.0,479232.0,20000.0,479232.0,1.0,10000.0,2.0,0.0001,10000.0,0.0625,0.03125,0.03125,0.03125,0.5,0.0,0.0,0.0,0.0,0.0,0.0,6.336383155348113,2.1097499102475985,6.336383155348113,0.0,,0.0,9.210440366976515,0.0,0.0,0.0,25.0,1.0,0.0,2.0,,0,2.0,20000.0,0.0,0.5,20000.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
